date,umbrella insurance
2012-12-01,24.4355408388521
2013-01-01,26.818163181631817
2013-02-01,28.91666666666667
2013-03-01,28.049500192233758
2013-04-01,29.050230946882216
2013-05-01,28.081889915319476
2013-06-01,27.1719739292365
2013-07-01,28.883467278989666
2013-08-01,26.682196969696967
2013-09-01,26.589227642276423
2013-10-01,27.853301700276788
2013-11-01,27.051075268817204
2013-12-01,25.5462472406181
2014-01-01,30.944034440344407
2014-02-01,28.91666666666667
2014-03-01,29.983948481353327
2014-04-01,30.018571978444957
2014-05-01,30.986913010007697
2014-06-01,27.1719739292365
2014-07-01,28.883467278989666
2014-08-01,27.635132575757574
2014-09-01,30.679878048780488
2014-10-01,26.8585409252669
2014-11-01,28.133118279569892
2014-12-01,28.878366445916114
2015-01-01,27.849630996309966
2015-02-01,30.98214285714286
2015-03-01,31.9183967704729
2015-04-01,30.986913010007697
2015-05-01,32.92359507313318
2015-06-01,31.856797020484173
2015-07-01,32.73459624952162
2015-08-01,32.399810606060605
2015-09-01,30.679878048780488
2015-10-01,29.842823250296558
2015-11-01,28.133118279569892
2015-12-01,29.98907284768212
2016-01-01,24.755227552275525
2016-02-01,26.851190476190478
2016-03-01,28.049500192233758
2016-04-01,30.018571978444957
2016-05-01,28.081889915319476
2016-06-01,28.108938547486034
2016-07-01,26.957902793723687
2016-08-01,26.682196969696967
2016-09-01,25.566565040650406
2016-10-01,27.853301700276788
2016-11-01,29.21516129032258
2016-12-01,27.767660044150112
2017-01-01,33.0069700697007
2017-02-01,37.17857142857143
2017-03-01,35.78729334871203
2017-04-01,35.8286181678214
2017-05-01,36.79695919938414
2017-06-01,33.73072625698324
2017-07-01,35.622942977420585
2017-08-01,36.21155303030303
2017-09-01,38.861178861788616
2017-10-01,40.785191775405295
2017-11-01,40.03559139784946
2017-12-01,38.874724061810156
2018-01-01,41.25871258712587
2018-02-01,36.145833333333336
2018-03-01,38.68896578239139
2018-04-01,39.701982294072366
2018-05-01,38.73364126250962
2018-06-01,41.22644320297952
2018-07-01,37.548507462686565
2018-08-01,35.25861742424242
2018-09-01,35.79319105691057
2018-10-01,37.80090945037564
2018-11-01,40.03559139784946
2018-12-01,36.653311258278144
2019-01-01,37.132841328413285
2019-02-01,39.24404761904762
2019-03-01,38.68896578239139
2019-04-01,40.6703233256351
2019-05-01,40.6703233256351
2019-06-01,38.41554934823091
2019-07-01,40.43685419058553
2019-08-01,39.07035984848485
2019-09-01,40.90650406504065
2019-10-01,40.785191775405295
2019-11-01,38.953548387096774
2019-12-01,38.874724061810156
2020-01-01,44.35311603116031
2020-02-01,42.34226190476191
2020-03-01,33.85284505959247
2020-04-01,34.86027713625866
2020-05-01,33.891936104695915
2020-06-01,42.16340782122905
2020-07-01,49.10189437428243
2020-08-01,47.6467803030303
2020-09-01,46.019817073170735
2020-10-01,41.77995255041518
2020-11-01,35.707419354838706
2020-12-01,41.09613686534217
2021-01-01,43.32164821648217
2021-02-01,49.57142857142858
2021-03-01,46.42675893886967
2021-04-01,48.41705157813703
2021-05-01,47.44871054657429
2021-06-01,45.91126629422719
2021-07-01,45.25076540375048
2021-08-01,46.69384469696969
2021-09-01,50.110467479674796
2021-10-01,45.75899565045472
2021-11-01,53.020107526881716
2021-12-01,49.9817880794702
2022-01-01,53.636326363263635
2022-02-01,56.80059523809524
2022-03-01,53.197327950788164
2022-04-01,54.22709776751347
2022-05-01,51.32207467282525
2022-06-01,52.47001862197393
2022-07-01,50.06467661691542
2022-08-01,50.505587121212116
2022-09-01,49.087804878048786
2022-10-01,50.73279952550415
2022-11-01,48.691935483870964
2022-12-01,52.20320088300221
2023-01-01,54.667794177941786
2023-02-01,57.83333333333334
2023-03-01,59.000672818146874
2023-04-01,57.13212086220169
2023-05-01,60.03714395688991
2023-06-01,53.40698324022347
2023-07-01,55.84137007271335
2023-08-01,50.505587121212116
2023-09-01,52.15579268292683
2023-10-01,51.727560300514035
2023-11-01,60.59440860215054
2023-12-01,65.53167770419427
2024-01-01,64.98247232472325
2024-02-01,68.16071428571429
2024-03-01,63.8367935409458
2024-04-01,65.84719014626636
2024-05-01,62.94216705157814
2024-06-01,59.965735567970206
2024-07-01,56.80415231534634
2024-08-01,64.79962121212121
2024-09-01,64.42774390243903
2024-10-01,60.680407275603
2024-11-01,62.75849462365591
2024-12-01,66.64238410596026
2025-01-01,76.32861828618287
2025-02-01,73.32440476190477
2025-03-01,72.54181084198386
2025-04-01,74.56225943033103
2025-05-01,72.62557736720554
2025-06-01,81.5159217877095
2025-07-01,96.27822426329888
2025-08-01,83.85833333333333
2025-09-01,85.90365853658537
2025-10-01,91.51799130090944
2025-11-01,97.38387096774193
2025-12-01,89.96721854304636
