date,medicare supplement
2021-09-01,58.22330917874396
2021-10-01,48.54443916349809
2021-11-01,47.475565106653924
2021-12-01,43.75368139223561
2022-01-01,43.214265294453966
2022-02-01,46.26437282229965
2022-03-01,47.84819819819819
2022-04-01,43.27320872274144
2022-05-01,39.30803848541278
2022-06-01,39.43980692788188
2022-07-01,39.06898907103825
2022-08-01,41.64627930682976
2022-09-01,37.49975845410628
2022-10-01,40.7773288973384
2022-11-01,40.97206303724928
2022-12-01,37.372936189201255
2023-01-01,44.382218410520295
2023-02-01,40.33304297328687
2023-03-01,42.94069069069069
2023-04-01,42.00046728971963
2023-05-01,41.84404096834264
2023-06-01,41.759795570698465
2023-07-01,39.06898907103825
2023-08-01,38.52280835881753
2023-09-01,41.447101449275365
2023-10-01,41.42458808618504
2023-11-01,42.923113658070676
2023-12-01,38.28447121820616
2024-01-01,46.71812464265294
2024-02-01,47.450638792102204
2024-03-01,47.84819819819819
2024-04-01,45.81869158878505
2024-05-01,44.38004345127249
2024-06-01,42.919789892106756
2024-07-01,41.301502732240436
2024-08-01,44.769750254841995
2024-09-01,40.46026570048309
2024-10-01,44.013624841571605
2024-11-01,43.573463865011135
2024-12-01,45.57675145024543
2025-01-01,57.22970268724985
2025-02-01,51.00943670150987
2025-03-01,52.7557057057057
2025-04-01,52.182398753894084
2025-05-01,53.25605214152699
2025-06-01,57.99971607041453
2025-07-01,64.74289617486339
2025-08-01,55.18132008154944
2025-09-01,59.210144927536234
2025-10-01,64.72591888466413
2025-11-01,61.78326965934415
2025-12-01,63.8074520303436
