date,insurance lapse
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,28.409090909090907
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,23.780487804878046
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,20.833333333333332
2005-10-01,20.409688995215312
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,25.01539408866995
2006-02-01,0.0
2006-03-01,16.84451219512195
2006-04-01,0.0
2006-05-01,21.186440677966097
2006-06-01,0.0
2006-07-01,17.622716894977167
2006-08-01,18.217488789237667
2006-09-01,0.0
2006-10-01,16.52212918660287
2006-11-01,14.696382428940568
2006-12-01,0.0
2007-01-01,20.01231527093596
2007-02-01,0.0
2007-03-01,15.853658536585364
2007-04-01,14.196908602150538
2007-05-01,11.652542372881355
2007-06-01,22.122524752475247
2007-07-01,22.26027397260274
2007-08-01,20.039237668161434
2007-09-01,17.992424242424242
2007-10-01,18.46590909090909
2007-11-01,18.8953488372093
2007-12-01,10.337150127226462
2008-01-01,13.008004926108374
2008-02-01,20.91377091377091
2008-03-01,18.82621951219512
2008-04-01,24.0255376344086
2008-05-01,19.067796610169488
2008-06-01,17.09467821782178
2008-07-01,17.622716894977167
2008-08-01,11.841367713004482
2008-09-01,17.992424242424242
2008-10-01,15.55023923444976
2008-11-01,13.646640826873385
2008-12-01,19.640585241730278
2009-01-01,21.012931034482758
2009-02-01,27.187902187902186
2009-03-01,15.853658536585364
2009-04-01,21.841397849462364
2009-05-01,22.245762711864405
2009-06-01,24.133663366336634
2009-07-01,20.405251141552508
2009-08-01,25.50448430493273
2009-09-01,26.515151515151512
2009-10-01,28.18480861244019
2009-11-01,18.8953488372093
2009-12-01,27.910305343511446
2010-01-01,25.01539408866995
2010-02-01,26.14221364221364
2010-03-01,27.74390243902439
2010-04-01,32.762096774193544
2010-05-01,25.42372881355932
2010-06-01,34.18935643564356
2010-07-01,24.115296803652967
2010-08-01,24.59360986547085
2010-09-01,24.62121212121212
2010-10-01,20.409688995215312
2010-11-01,24.14405684754522
2010-12-01,23.775445292620862
2011-01-01,27.016625615763548
2011-02-01,21.95945945945946
2011-03-01,31.707317073170728
2011-04-01,24.0255376344086
2011-05-01,26.483050847457623
2011-06-01,22.122524752475247
2011-07-01,26.89783105022831
2011-08-01,28.237107623318384
2011-09-01,25.568181818181817
2011-10-01,25.269138755980862
2011-11-01,23.094315245478036
2011-12-01,25.842875318066156
2012-01-01,30.018472906403943
2012-02-01,26.14221364221364
2012-03-01,23.780487804878046
2012-04-01,30.577956989247312
2012-05-01,31.77966101694915
2012-06-01,30.16707920792079
2012-07-01,25.970319634703195
2012-08-01,28.237107623318384
2012-09-01,25.568181818181817
2012-10-01,27.21291866028708
2012-11-01,29.392764857881136
2012-12-01,20.674300254452923
2013-01-01,35.02155172413793
2013-02-01,31.37065637065637
2013-03-01,30.71646341463414
2013-04-01,32.762096774193544
2013-05-01,31.77966101694915
2013-06-01,35.194925742574256
2013-07-01,34.31792237442922
2013-08-01,32.7914798206278
2013-09-01,34.090909090909086
2013-10-01,29.156698564593302
2013-11-01,30.44250645994832
2013-12-01,28.944020356234095
2014-01-01,31.01908866995074
2014-02-01,35.55341055341055
2014-03-01,31.707317073170728
2014-04-01,31.67002688172043
2014-05-01,38.135593220338976
2014-06-01,35.194925742574256
2014-07-01,38.95547945205479
2014-08-01,32.7914798206278
2014-09-01,33.14393939393939
2014-10-01,30.12858851674641
2014-11-01,32.541989664082685
2014-12-01,35.14631043256997
2015-01-01,39.024014778325125
2015-02-01,38.69047619047619
2015-03-01,36.661585365853654
2015-04-01,40.406586021505376
2015-05-01,39.19491525423728
2015-06-01,37.20606435643564
2015-07-01,37.10045662100456
2015-08-01,38.2567264573991
2015-09-01,42.61363636363636
2015-10-01,36.93181818181818
2015-11-01,37.7906976744186
2015-12-01,38.24745547073791
2016-01-01,43.02647783251231
2016-02-01,44.96460746460746
2016-03-01,39.634146341463406
2016-04-01,41.498655913978496
2016-05-01,40.254237288135585
2016-06-01,45.25061881188119
2016-07-01,45.44805936073059
2016-08-01,40.07847533632287
2016-09-01,35.984848484848484
2016-10-01,37.90370813397129
2016-11-01,43.03940568475452
2016-12-01,41.34860050890585
2017-01-01,41.02524630541872
2017-02-01,41.82754182754182
2017-03-01,45.57926829268292
2017-04-01,44.77486559139785
2017-05-01,47.66949152542372
2017-06-01,51.28403465346534
2017-07-01,44.52054794520548
2017-08-01,49.1872197309417
2017-09-01,37.878787878787875
2017-10-01,44.70693779904306
2017-11-01,48.28811369509044
2017-12-01,46.51717557251908
2018-01-01,49.0301724137931
2018-02-01,57.51287001287001
2018-03-01,46.570121951219505
2018-04-01,54.60349462365591
2018-05-01,50.84745762711864
2018-06-01,51.28403465346534
2018-07-01,51.94063926940639
2018-08-01,51.00896860986546
2018-09-01,40.71969696969697
2018-10-01,49.56638755980861
2018-11-01,47.23837209302326
2018-12-01,52.71946564885496
2019-01-01,56.03448275862069
2019-02-01,55.42149292149292
2019-03-01,49.542682926829265
2019-04-01,49.14314516129032
2019-05-01,56.14406779661016
2019-06-01,54.30074257425742
2019-07-01,48.230593607305934
2019-08-01,49.1872197309417
2019-09-01,51.13636363636363
2019-10-01,49.56638755980861
2019-11-01,49.337855297157624
2019-12-01,49.61832061068702
2020-01-01,55.03386699507389
2020-02-01,57.51287001287001
2020-03-01,40.62499999999999
2020-04-01,33.854166666666664
2020-05-01,38.135593220338976
2020-06-01,38.211633663366335
2020-07-01,35.24543378995433
2020-08-01,41.90022421524663
2020-09-01,39.77272727272727
2020-10-01,43.73504784688995
2020-11-01,45.13888888888889
2020-12-01,44.44974554707379
2021-01-01,44.02709359605912
2021-02-01,44.96460746460746
2021-03-01,44.58841463414634
2021-04-01,45.86693548387097
2021-05-01,44.49152542372881
2021-06-01,49.27289603960396
2021-07-01,40.810502283105016
2021-08-01,42.811098654708516
2021-09-01,46.40151515151515
2021-10-01,42.76315789473684
2021-11-01,49.337855297157624
2021-12-01,46.51717557251908
2022-01-01,51.0314039408867
2022-02-01,59.6042471042471
2022-03-01,59.45121951219512
2022-04-01,61.155913978494624
2022-05-01,51.90677966101694
2022-06-01,52.289603960396036
2022-07-01,55.650684931506845
2022-08-01,52.83071748878923
2022-09-01,53.030303030303024
2022-10-01,53.453947368421055
2022-11-01,54.58656330749354
2022-12-01,57.88804071246819
2023-01-01,61.03756157635468
2023-02-01,63.78700128700128
2023-03-01,60.4420731707317
2023-04-01,64.43212365591398
2023-05-01,66.7372881355932
2023-06-01,66.36757425742574
2023-07-01,64.92579908675799
2023-08-01,71.0482062780269
2023-09-01,65.3409090909091
2023-10-01,66.08851674641149
2023-11-01,76.63113695090439
2023-12-01,69.2589058524173
2024-01-01,69.04248768472907
2024-02-01,75.28957528957528
2024-03-01,76.29573170731706
2024-04-01,77.53696236559139
2024-05-01,72.03389830508473
2024-06-01,69.38428217821782
2024-07-01,72.3458904109589
2024-08-01,67.40470852017937
2024-09-01,65.3409090909091
2024-10-01,67.06040669856459
2024-11-01,70.33268733850129
2024-12-01,70.29262086513994
2025-01-01,77.04741379310344
2025-02-01,83.65508365508364
2025-03-01,76.29573170731706
2025-04-01,87.36559139784946
2025-05-01,77.33050847457626
2025-06-01,77.42883663366337
2025-07-01,88.11358447488584
2025-08-01,86.53307174887891
2025-09-01,79.54545454545455
2025-10-01,89.41387559808612
2025-11-01,85.02906976744187
2025-12-01,103.37150127226462
