date,cheap health insurance
2004-01-01,30.643041237113398
2004-02-01,40.20698614318706
2004-03-01,35.50871080139373
2004-04-01,41.5046992481203
2004-05-01,48.17645118733509
2004-06-01,42.515644555694614
2004-07-01,54.8224765258216
2004-08-01,46.90334900117509
2004-09-01,48.91513480392156
2004-10-01,42.51311084624553
2004-11-01,40.89333706606943
2004-12-01,31.559966216216214
2005-01-01,38.52268041237113
2005-02-01,32.361720554272516
2005-03-01,37.48141695702672
2005-04-01,43.633145363408524
2005-05-01,38.093007915567284
2005-06-01,43.57853566958698
2005-07-01,44.85475352112676
2005-08-01,48.899236192714454
2005-09-01,39.54840686274509
2005-10-01,34.41537544696067
2005-11-01,25.677211646136616
2005-12-01,29.64724099099099
2006-01-01,31.518556701030924
2006-02-01,33.34237875288683
2006-03-01,34.52235772357724
2006-04-01,36.18358395989975
2006-05-01,41.45415567282322
2006-06-01,41.45275344180225
2006-07-01,38.87411971830986
2006-08-01,39.91774383078731
2006-09-01,41.62990196078431
2006-10-01,39.476460071513706
2006-11-01,35.18729003359462
2006-12-01,28.69087837837838
2007-01-01,39.39819587628865
2007-02-01,49.03290993071593
2007-03-01,44.385888501742166
2007-04-01,56.403822055137844
2007-05-01,45.93568601583114
2007-06-01,47.83010012515644
2007-07-01,49.83861502347418
2007-08-01,46.90334900117509
2007-09-01,52.03737745098038
2007-10-01,51.623063170441
2007-11-01,36.138297872340424
2007-12-01,31.559966216216214
2008-01-01,42.90025773195876
2008-02-01,40.20698614318706
2008-03-01,38.467770034843205
2008-04-01,45.761591478696744
2008-05-01,43.69492084432718
2008-06-01,45.70431789737171
2008-07-01,46.84829812206573
2008-08-01,42.91157461809636
2008-09-01,47.874387254901954
2008-10-01,45.54976162097736
2008-11-01,43.74636058230683
2008-12-01,47.81813063063063
2009-01-01,48.15335051546391
2009-02-01,54.91685912240184
2009-03-01,51.29036004645761
2009-04-01,53.21115288220552
2009-05-01,50.41721635883905
2009-06-01,62.710575719649555
2009-07-01,56.81602112676057
2009-08-01,53.888954171562865
2009-09-01,54.1188725490196
2009-10-01,51.623063170441
2009-11-01,43.74636058230683
2009-12-01,39.21086711711712
2010-01-01,47.27783505154638
2010-02-01,48.05225173210161
2010-03-01,56.22212543554007
2010-04-01,48.95426065162907
2010-05-01,47.056068601583114
2010-06-01,47.83010012515644
2010-07-01,42.86120892018779
2010-08-01,51.893066980023505
2010-09-01,46.83363970588234
2010-10-01,42.51311084624553
2010-11-01,39.942329227323626
2010-12-01,38.2545045045045
2011-01-01,44.651288659793806
2011-02-01,42.1683025404157
2011-03-01,43.39953542392567
2011-04-01,41.5046992481203
2011-05-01,49.29683377308707
2011-06-01,42.515644555694614
2011-07-01,45.85152582159625
2011-08-01,42.91157461809636
2011-09-01,44.75214460784313
2011-10-01,41.50089392133492
2011-11-01,38.04031354983203
2011-12-01,36.34177927927928
2012-01-01,36.77164948453608
2012-02-01,39.226327944572745
2012-03-01,38.467770034843205
2012-04-01,42.56892230576441
2012-05-01,44.815303430079155
2012-06-01,45.70431789737171
2012-07-01,46.84829812206573
2012-08-01,46.90334900117509
2012-09-01,44.75214460784313
2012-10-01,42.51311084624553
2012-11-01,40.89333706606943
2012-12-01,29.64724099099099
2013-01-01,42.02474226804123
2013-02-01,44.12961893764434
2013-03-01,42.41318234610918
2013-04-01,47.890037593984964
2013-05-01,50.41721635883905
2013-06-01,44.641426783479346
2013-07-01,47.845070422535215
2013-08-01,49.89717978848414
2013-09-01,55.159620098039206
2013-10-01,63.769666269368294
2013-11-01,45.64837625979843
2013-12-01,60.25084459459459
2014-01-01,55.15747422680412
2014-02-01,52.9555427251732
2014-03-01,98.63530778164925
2014-04-01,48.95426065162907
2014-05-01,36.9726253298153
2014-06-01,37.201188986232786
2014-07-01,33.89025821596244
2014-08-01,31.934195064629847
2014-09-01,33.303921568627445
2014-10-01,36.43980929678188
2014-11-01,42.795352743561025
2014-12-01,47.81813063063063
2015-01-01,54.28195876288659
2015-02-01,68.6460739030023
2015-03-01,33.53600464576075
2015-04-01,35.11936090225564
2015-05-01,35.852242744063325
2015-06-01,29.76095118898623
2015-07-01,31.896713615023476
2015-08-01,33.930082256169214
2015-09-01,35.38541666666666
2015-10-01,37.45202622169249
2015-11-01,49.452407614781634
2015-12-01,56.42539414414414
2016-01-01,61.286082474226795
2016-02-01,42.1683025404157
2016-03-01,35.50871080139373
2016-04-01,39.37625313283208
2016-05-01,32.49109498680739
2016-06-01,37.201188986232786
2016-07-01,35.88380281690141
2016-08-01,36.92391304347826
2016-09-01,38.50765931372548
2016-10-01,40.48867699642432
2016-11-01,46.599384098544235
2016-12-01,47.81813063063063
2017-01-01,49.90438144329896
2017-02-01,40.20698614318706
2017-03-01,41.426829268292686
2017-04-01,40.44047619047619
2017-05-01,40.33377308707124
2017-06-01,42.515644555694614
2017-07-01,38.87411971830986
2017-08-01,40.91568742655699
2017-09-01,40.589154411764696
2017-10-01,43.52532777115614
2017-11-01,48.50139977603583
2017-12-01,45.9054054054054
2018-01-01,35.896134020618554
2018-02-01,39.226327944572745
2018-03-01,35.50871080139373
2018-04-01,39.37625313283208
2018-05-01,39.21339050131926
2018-06-01,38.264080100125156
2018-07-01,36.880575117370896
2018-08-01,36.92391304347826
2018-09-01,33.303921568627445
2018-10-01,35.42759237187128
2018-11-01,41.84434490481523
2018-12-01,41.12359234234234
2019-01-01,30.643041237113398
2019-02-01,33.34237875288683
2019-03-01,32.54965156794425
2019-04-01,38.31203007518797
2019-05-01,38.093007915567284
2019-06-01,36.138297872340424
2019-07-01,32.89348591549296
2019-08-01,34.9280258519389
2019-09-01,33.303921568627445
2019-10-01,35.42759237187128
2019-11-01,38.99132138857782
2019-12-01,36.34177927927928
2020-01-01,34.1451030927835
2020-02-01,34.32303695150115
2020-03-01,29.590592334494776
2020-04-01,21.284461152882205
2020-05-01,26.889182058047496
2020-06-01,29.76095118898623
2020-07-01,29.903169014084508
2020-08-01,27.942420681551116
2020-09-01,27.0594362745098
2020-10-01,29.354290822407627
2020-11-01,29.481243001119818
2020-12-01,28.69087837837838
2021-01-01,24.514432989690718
2021-02-01,25.497113163972283
2021-03-01,27.61788617886179
2021-04-01,30.8624686716792
2021-05-01,31.37071240105541
2021-06-01,29.76095118898623
2021-07-01,22.925762910798124
2021-08-01,27.942420681551116
2021-09-01,28.100183823529406
2021-10-01,28.34207389749702
2021-11-01,30.43225083986562
2021-12-01,23.909065315315313
2022-01-01,25.389948453608245
2022-02-01,23.535796766743644
2022-03-01,24.65882694541231
2022-04-01,26.60557644110276
2022-05-01,28.00956464379947
2022-06-01,27.6351689612015
2022-07-01,22.925762910798124
2022-08-01,21.954759106933018
2022-09-01,21.85569852941176
2022-10-01,20.24433849821216
2022-11-01,22.824188129899216
2022-12-01,23.909065315315313
2023-01-01,21.88788659793814
2023-02-01,20.59382217090069
2023-03-01,20.713414634146343
2023-04-01,22.348684210526315
2023-05-01,22.407651715039577
2023-06-01,22.320713391739673
2023-07-01,20.932218309859156
2023-08-01,22.9527027027027
2023-09-01,22.896446078431367
2023-10-01,23.28098927294398
2023-11-01,25.677211646136616
2023-12-01,25.82179054054054
2024-01-01,24.514432989690718
2024-02-01,21.57448036951501
2024-03-01,23.67247386759582
2024-04-01,24.477130325814535
2024-05-01,26.889182058047496
2024-06-01,23.383604505632036
2024-07-01,23.922535211267608
2024-08-01,23.950646298472385
2024-09-01,21.85569852941176
2024-10-01,23.28098927294398
2024-11-01,26.62821948488242
2024-12-01,27.734515765765764
2025-01-01,29.76752577319587
2025-02-01,23.535796766743644
2025-03-01,23.67247386759582
2025-04-01,24.477130325814535
2025-05-01,31.37071240105541
2025-06-01,30.823842302878596
2025-07-01,42.86120892018779
2025-08-01,37.92185663924794
2025-09-01,37.46691176470588
2025-10-01,40.48867699642432
2025-11-01,56.109462486002236
2025-12-01,70.77083333333333
