date,medigap
2004-01-01,32.88310708898944
2004-02-01,30.74297646165528
2004-03-01,27.445785440613026
2004-04-01,25.445261437908492
2004-05-01,20.660033167495854
2004-06-01,29.10747663551402
2004-07-01,27.87024608501119
2004-08-01,20.311956521739127
2004-09-01,25.004014129736674
2004-10-01,14.246917263325376
2004-11-01,14.046535465354653
2004-12-01,19.964743589743588
2005-01-01,27.01112368024133
2005-02-01,31.925398633257405
2005-03-01,29.832375478927204
2005-04-01,25.445261437908492
2005-05-01,24.533789386401327
2005-06-01,31.53309968847352
2005-07-01,23.225205070842655
2005-08-01,27.08260869565217
2005-09-01,23.00369299935774
2005-10-01,16.724642004773266
2005-11-01,22.346760967609676
2005-12-01,30.381131549609805
2006-01-01,28.185520361990953
2006-02-01,29.560554290053155
2006-03-01,27.445785440613026
2006-04-01,30.534313725490193
2006-05-01,29.69879767827529
2006-06-01,18.19217289719626
2006-07-01,22.063944817300523
2006-08-01,18.055072463768113
2006-09-01,18.002890173410407
2006-10-01,14.866348448687347
2006-11-01,15.323493234932348
2006-12-01,19.964743589743588
2007-01-01,19.96474358974359
2007-02-01,17.73633257403189
2007-03-01,21.479310344827585
2007-04-01,20.356209150326794
2007-05-01,23.242537313432834
2007-06-01,23.043419003115265
2007-07-01,20.902684563758392
2007-08-01,20.311956521739127
2007-09-01,19.00305073859987
2007-10-01,14.246917263325376
2007-11-01,16.600451004510045
2007-12-01,22.56884057971014
2008-01-01,22.313536953242835
2008-02-01,20.101176917236145
2008-03-01,17.899425287356323
2008-04-01,20.356209150326794
2008-05-01,19.368781094527364
2008-06-01,18.19217289719626
2008-07-01,22.063944817300523
2008-08-01,19.18351449275362
2008-09-01,14.002247912652537
2008-10-01,13.627486077963402
2008-11-01,19.154366543665436
2008-12-01,21.70080824972129
2009-01-01,21.139140271493215
2009-02-01,18.91875474563402
2009-03-01,20.286015325670498
2009-04-01,19.08394607843137
2009-05-01,18.077529021558874
2009-06-01,19.404984423676012
2009-07-01,18.580164056674125
2009-08-01,20.311956521739127
2009-09-01,19.00305073859987
2009-10-01,17.34407319013524
2009-11-01,20.43132431324313
2009-12-01,26.9090022296544
2010-01-01,21.139140271493215
2010-02-01,20.101176917236145
2010-03-01,26.25249042145594
2010-04-01,17.811683006535944
2010-05-01,21.951285240464344
2010-06-01,19.404984423676012
2010-07-01,16.257643549589858
2010-08-01,15.798188405797099
2010-09-01,16.00256904303147
2010-10-01,14.866348448687347
2010-11-01,17.23892988929889
2010-12-01,22.56884057971014
2011-01-01,18.790346907993968
2011-02-01,16.553910402429764
2011-03-01,17.899425287356323
2011-04-01,19.08394607843137
2011-05-01,18.077529021558874
2011-06-01,15.76654984423676
2011-07-01,17.418903803131993
2011-08-01,16.926630434782606
2011-09-01,17.00272960822094
2011-10-01,17.34407319013524
2011-11-01,19.79284542845428
2011-12-01,15.624581939799329
2012-01-01,15.267156862745098
2012-02-01,15.37148823082764
2012-03-01,14.319540229885057
2012-04-01,15.267156862745097
2012-05-01,15.49502487562189
2012-06-01,14.55373831775701
2012-07-01,16.257643549589858
2012-08-01,15.798188405797099
2012-09-01,17.00272960822094
2012-10-01,16.724642004773266
2012-11-01,14.6850143501435
2012-12-01,13.020484949832774
2013-01-01,15.267156862745098
2013-02-01,15.37148823082764
2013-03-01,16.706130268199235
2013-04-01,16.53941993464052
2013-05-01,16.78627694859038
2013-06-01,15.76654984423676
2013-07-01,13.935123042505595
2013-08-01,15.798188405797099
2013-09-01,19.00305073859987
2013-10-01,23.538385043754968
2013-11-01,21.708282082820826
2013-12-01,17.36064659977703
2014-01-01,18.790346907993968
2014-02-01,16.553910402429764
2014-03-01,19.09272030651341
2014-04-01,16.53941993464052
2014-05-01,18.077529021558874
2014-06-01,18.19217289719626
2014-07-01,17.418903803131993
2014-08-01,18.055072463768113
2014-09-01,19.00305073859987
2014-10-01,25.396678599840886
2014-11-01,22.346760967609676
2014-12-01,19.096711259754734
2015-01-01,17.615950226244344
2015-02-01,17.73633257403189
2015-03-01,17.899425287356323
2015-04-01,20.356209150326794
2015-05-01,19.368781094527364
2015-06-01,18.19217289719626
2015-07-01,19.741424310216257
2015-08-01,19.18351449275362
2015-09-01,20.00321130378934
2015-10-01,24.15781622911694
2015-11-01,22.346760967609676
2015-12-01,19.096711259754734
2016-01-01,18.790346907993968
2016-02-01,20.101176917236145
2016-03-01,20.286015325670498
2016-04-01,21.628472222222218
2016-05-01,20.660033167495854
2016-06-01,19.404984423676012
2016-07-01,20.902684563758392
2016-08-01,22.56884057971014
2016-09-01,22.00353243416827
2016-10-01,22.918953858392996
2016-11-01,22.98523985239852
2016-12-01,19.964743589743588
2017-01-01,22.313536953242835
2017-02-01,21.283599088838272
2017-03-01,23.865900383141764
2017-04-01,24.17299836601307
2017-05-01,25.825041459369817
2017-06-01,23.043419003115265
2017-07-01,22.063944817300523
2017-08-01,22.56884057971014
