date,health insurance
2011-02-01,47.697792869269946
2011-03-01,45.21566523605151
2011-04-01,45.346921921921926
2011-05-01,47.983873530346365
2011-06-01,48.54953917050691
2011-07-01,46.369938380281695
2011-08-01,45.0224358974359
2011-09-01,47.0278020378457
2011-10-01,42.46595688748686
2011-11-01,39.834235627739105
2011-12-01,37.31725391498882
2012-01-01,41.93968949044586
2012-02-01,44.716680814940574
2012-03-01,43.206080114449215
2012-04-01,44.292342342342344
2012-05-01,46.86796949475691
2012-06-01,49.628417818740395
2012-07-01,48.43082453051644
2012-08-01,44.02193732193732
2012-09-01,47.0278020378457
2012-10-01,41.542783911671926
2012-11-01,40.73955916473318
2012-12-01,35.35318791946309
2013-01-01,41.93968949044586
2013-02-01,42.729272778721
2013-03-01,40.19170243204578
2013-04-01,46.4015015015015
2013-05-01,44.63616142357801
2013-06-01,43.155145929339476
2013-07-01,47.400381455399064
2013-08-01,50.02492877492878
2013-09-01,60.318267831149925
2013-10-01,77.54652996845427
2013-11-01,53.41408868265017
2013-12-01,59.904012863534675
2014-01-01,51.25962048832272
2014-02-01,48.69149688737974
2014-03-01,67.32110157367669
2014-04-01,47.45608108108108
2014-05-01,41.28844931680966
2014-06-01,40.9973886328725
2014-07-01,42.24816607981221
2014-08-01,41.020441595441596
2014-09-01,43.96077147016011
2014-10-01,44.312302839116725
2014-11-01,51.603441608662024
2014-12-01,57.93994686800895
2015-01-01,53.12360668789809
2015-02-01,57.63483305036785
2015-03-01,43.206080114449215
2015-04-01,45.346921921921926
2015-05-01,42.40435335239911
2015-06-01,44.23402457757296
2015-07-01,44.30905223004695
2015-08-01,44.02193732193732
2015-09-01,42.93842794759825
2015-10-01,47.08182176656152
2015-11-01,54.319412219644235
2015-12-01,57.93994686800895
2016-01-01,57.783572186836516
2016-02-01,55.647425014148276
2016-03-01,45.21566523605151
2016-04-01,48.51066066066066
2016-05-01,46.86796949475691
2016-06-01,45.31290322580645
2016-07-01,42.24816607981221
2016-08-01,46.02293447293447
2016-09-01,43.96077147016011
2016-10-01,48.92816771819138
2016-11-01,58.84602990461459
2016-12-01,53.02978187919463
2017-01-01,57.783572186836516
2017-02-01,51.67260894170911
2017-03-01,54.258798283261804
2017-04-01,49.56524024024024
2017-05-01,54.67929774388306
2017-06-01,50.70729646697389
2017-07-01,51.52215375586855
2017-08-01,48.02393162393163
2017-09-01,47.0278020378457
2017-10-01,49.85134069400631
2017-11-01,61.56200051559681
2017-12-01,57.93994686800895
2018-01-01,49.395634288747345
2018-02-01,50.67890492359932
2018-03-01,49.234835479256084
2018-04-01,51.6743993993994
2018-05-01,49.09977756593581
2018-06-01,47.47066052227342
2018-07-01,47.400381455399064
2018-08-01,50.02492877492878
2018-09-01,48.050145560407564
2018-10-01,51.697686645636175
2018-11-01,53.41408868265017
2018-12-01,52.04774888143177
2019-01-01,47.53164808917197
2019-02-01,50.67890492359932
2019-03-01,48.23004291845494
2019-04-01,51.6743993993994
2019-05-01,49.09977756593581
2019-06-01,47.47066052227342
2019-07-01,48.43082453051644
2019-08-01,48.02393162393163
2019-09-01,48.050145560407564
2019-10-01,51.697686645636175
2019-11-01,50.698118071667956
2019-12-01,51.06571588366891
2020-01-01,47.53164808917197
2020-02-01,50.67890492359932
2020-03-01,44.21087267525036
2020-04-01,40.07402402402403
2020-05-01,42.40435335239911
2020-06-01,45.31290322580645
2020-07-01,49.46126760563381
2020-08-01,43.02143874643875
2020-09-01,43.96077147016011
2020-10-01,48.004994742376454
2020-11-01,44.36085331270946
2020-12-01,48.119616890380314
2021-01-01,42.87168259023355
2021-02-01,46.70408885116016
2021-03-01,49.234835479256084
2021-04-01,50.619819819819824
2021-05-01,51.33158563711471
2021-06-01,47.47066052227342
2021-07-01,47.400381455399064
2021-08-01,49.024430199430206
2021-09-01,48.050145560407564
2021-10-01,49.85134069400631
2021-11-01,48.88747099767981
2021-12-01,51.06571588366891
2022-01-01,47.53164808917197
2022-02-01,52.6663129598189
2022-03-01,52.24921316165952
2022-04-01,54.83813813813814
2022-05-01,49.09977756593581
2022-06-01,48.54953917050691
2022-07-01,48.43082453051644
2022-08-01,48.02393162393163
2022-09-01,44.98311499272198
2022-10-01,45.235475814931654
2022-11-01,49.79279453467389
2022-12-01,48.119616890380314
2023-01-01,50.32762738853503
2023-02-01,48.69149688737974
2023-03-01,49.234835479256084
2023-04-01,52.72897897897898
2023-05-01,52.447489672704165
2023-06-01,49.628417818740395
2023-07-01,50.491710680751176
2023-08-01,50.02492877492878
2023-09-01,50.094832605531295
2023-10-01,51.697686645636175
2023-11-01,57.03538283062645
2023-12-01,53.02978187919463
2024-01-01,54.98759288747346
2024-02-01,57.63483305036785
2024-03-01,53.25400572246066
2024-04-01,59.05645645645646
2024-05-01,58.02700985065142
2024-06-01,57.180568356374806
2024-07-01,55.64392605633803
2024-08-01,53.02642450142451
2024-09-01,54.18420669577875
2024-10-01,55.3903785488959
2024-11-01,62.467324052590875
2024-12-01,68.74230984340045
2025-01-01,64.30752388535032
2025-02-01,62.60335314091681
2025-03-01,58.27796852646638
2025-04-01,63.27477477477478
2025-05-01,62.49062599300922
2025-06-01,65.8115975422427
2025-07-01,76.25278755868545
2025-08-01,67.03340455840457
2025-09-01,71.56404657933042
2025-10-01,78.4697029442692
2025-11-01,90.53235369940707
2025-12-01,90.34703579418345
