date,term life insurance
2004-01-01,90.0686553030303
2004-02-01,76.97521497218007
2004-03-01,74.25321006676938
2004-04-01,79.32238728173051
2004-05-01,78.54046242774565
2004-06-01,82.84505862646566
2004-07-01,83.07642725598525
2004-08-01,92.64204545454545
2004-09-01,87.82028029678483
2004-10-01,72.43907083015993
2004-11-01,83.39417989417989
2004-12-01,74.21285140562247
2005-01-01,74.75698390151514
2005-02-01,74.08864441072332
2005-03-01,73.27619414483821
2005-04-01,70.39861871253584
2005-05-01,75.39884393063583
2005-06-01,77.53447794528196
2005-07-01,74.06813996316758
2005-08-01,71.02556818181817
2005-09-01,65.86521022258862
2005-10-01,66.64394516374715
2005-11-01,62.30599647266314
2005-12-01,66.57329317269075
2006-01-01,65.75011837121212
2006-02-01,70.23988366211432
2006-03-01,70.34514637904468
2006-04-01,64.44943966640605
2006-05-01,67.02119460500963
2006-06-01,71.16178112786153
2006-07-01,70.06445672191528
2006-08-01,68.96685606060606
2006-09-01,65.86521022258862
2006-10-01,73.40492510789541
2006-11-01,65.18165784832452
2006-12-01,61.116465863453804
2007-01-01,64.84943181818181
2007-02-01,60.617981790591806
2007-03-01,64.48305084745762
2007-04-01,64.44943966640605
2007-05-01,63.8795761078998
2007-06-01,60.54061976549414
2007-07-01,65.0598526703499
2007-08-01,66.90814393939394
2007-09-01,63.774251167903266
2007-10-01,69.54150799695354
2007-11-01,67.09876543209876
2007-12-01,60.025100401606416
2008-01-01,61.2466856060606
2008-02-01,59.65579160343955
2008-03-01,57.64393939393939
2008-04-01,59.49179046129789
2008-05-01,62.83236994219652
2008-06-01,62.66485203796762
2008-07-01,61.056169429097594
2008-08-01,58.67329545454545
2008-09-01,64.81973069524594
2008-10-01,63.74638233054075
2008-11-01,55.59611992945326
2008-12-01,58.93373493975903
2009-01-01,57.64393939393939
2009-02-01,58.69360141628731
2009-03-01,61.5520030816641
2009-04-01,62.46637998436278
2009-05-01,52.36030828516377
2009-06-01,60.54061976549414
2009-07-01,65.0598526703499
2009-08-01,63.82007575757575
2009-09-01,63.774251167903266
2009-10-01,60.84881949733435
2009-11-01,58.47178130511464
2009-12-01,53.47690763052208
2010-01-01,52.23982007575757
2010-02-01,51.95827010622155
2010-03-01,56.666923472008214
2010-04-01,52.551081574146465
2010-05-01,51.313102119460495
2010-06-01,55.23003908431044
2010-07-01,50.046040515653765
2010-08-01,50.43844696969697
2010-09-01,48.092058257763114
2010-10-01,46.36100533130236
2010-11-01,47.92768959435626
2010-12-01,45.83734939759035
2011-01-01,52.23982007575757
2011-02-01,52.9204602933738
2011-03-01,53.735875706214685
2011-04-01,50.568021892103204
2011-05-01,51.313102119460495
2011-06-01,50.981574539363486
2011-07-01,50.046040515653765
2011-08-01,48.379734848484844
2011-09-01,50.18301731244847
2011-10-01,48.29271388677329
2011-11-01,46.01058201058201
2011-12-01,48.020080321285135
2012-01-01,46.83570075757576
2012-02-01,49.0716995447648
2012-03-01,46.89676425269646
2012-04-01,46.60190252801668
2012-05-01,47.12427745664739
2012-06-01,48.85734226689001
2012-07-01,48.04419889502762
2012-08-01,48.379734848484844
2012-09-01,49.13753778510579
2012-10-01,47.326859609037825
2012-11-01,46.96913580246913
2012-12-01,48.020080321285135
2013-01-01,45.93501420454545
2013-02-01,44.26074860900354
2013-03-01,48.85079609655881
2013-04-01,49.57649205108157
2013-05-01,46.07707129094412
2013-06-01,43.546761585706314
2013-07-01,44.040515653775316
2013-08-01,45.291666666666664
2013-09-01,48.092058257763114
2013-10-01,50.224422442244226
2013-11-01,45.052028218694886
2013-12-01,46.92871485943774
2014-01-01,49.537760416666664
2014-02-01,47.14731917046029
2014-03-01,47.87378017462763
