date,cheap car insurance
2010-12-01,14.60028517110266
2011-01-01,17.375
2011-02-01,19.432565789473685
2011-03-01,17.489309210526315
2011-04-01,17.965563506261176
2011-05-01,19.48654513888889
2011-06-01,18.864285714285714
2011-07-01,15.990225563909775
2011-08-01,16.614843750000002
2011-09-01,17.547029702970296
2011-10-01,17.137798634812285
2011-11-01,17.43911439114391
2011-12-01,16.84648288973384
2012-01-01,18.39705882352941
2012-02-01,21.37582236842105
2012-03-01,18.4609375
2012-04-01,20.07915921288014
2012-05-01,19.48654513888889
2012-06-01,20.849999999999998
2012-07-01,18.655263157894737
2012-08-01,20.30703125
2012-09-01,19.496699669966993
2012-10-01,19.15401023890785
2012-11-01,19.619003690036898
2012-12-01,17.96958174904943
2013-01-01,20.441176470588232
2013-02-01,22.347450657894736
2013-03-01,22.347450657894736
2013-04-01,21.135957066189622
2013-05-01,21.537760416666664
2013-06-01,20.849999999999998
2013-07-01,22.20864661654135
2013-08-01,20.30703125
2013-09-01,21.446369636963695
2013-10-01,21.17022184300341
2013-11-01,21.798892988929886
2013-12-01,21.338878326996195
2014-01-01,22.485294117647058
2014-02-01,25.262335526315788
2014-03-01,22.347450657894736
2014-04-01,24.306350626118064
2014-05-01,22.563368055555554
2014-06-01,22.835714285714285
2014-07-01,21.3203007518797
2014-08-01,21.230078125000002
2014-09-01,23.396039603960393
2014-10-01,22.178327645051194
2014-11-01,21.798892988929886
2014-12-01,21.338878326996195
2015-01-01,23.507352941176467
2015-02-01,23.31907894736842
2015-03-01,23.31907894736842
2015-04-01,23.249552772808585
2015-05-01,23.588975694444443
2015-06-01,22.835714285714285
2015-07-01,21.3203007518797
2015-08-01,23.076171875
2015-09-01,23.396039603960393
2015-10-01,25.202645051194537
2015-11-01,22.888837638376383
2015-12-01,23.585076045627375
2016-01-01,25.551470588235293
2016-02-01,32.063733552631575
2016-03-01,26.233963815789473
2016-04-01,27.476744186046506
2016-05-01,26.66579861111111
2016-06-01,27.799999999999997
2016-07-01,25.76203007518797
2016-08-01,27.69140625
2016-09-01,29.245049504950494
2016-10-01,29.235068259385663
2016-11-01,30.518450184501845
2016-12-01,30.32366920152091
2017-01-01,33.72794117647059
2017-02-01,40.80838815789473
2017-03-01,40.80838815789473
2017-04-01,44.3855098389982
2017-05-01,41.02430555555556
2017-06-01,41.699999999999996
2017-07-01,39.975563909774436
2017-08-01,40.6140625
2017-09-01,42.89273927392739
2017-10-01,42.34044368600682
2017-11-01,42.50784132841328
2017-12-01,33.69296577946768
2018-01-01,37.81617647058823
2018-02-01,39.836759868421055
2018-03-01,41.78001644736842
2018-04-01,38.04472271914132
2018-05-01,37.947482638888886
2018-06-01,37.72857142857143
2018-07-01,36.422180451127815
2018-08-01,39.691015625
2018-09-01,33.14438943894389
2018-10-01,34.27559726962457
2018-11-01,33.788284132841326
2018-12-01,34.81606463878327
2019-01-01,35.772058823529406
2019-02-01,35.950246710526315
2019-03-01,39.836759868421055
2019-04-01,36.987924865831836
2019-05-01,38.97309027777778
2019-06-01,38.72142857142857
2019-07-01,33.75714285714285
2019-08-01,37.844921875000004
2019-09-01,36.06889438943894
2019-10-01,35.283703071672356
2019-11-01,38.1480627306273
2019-12-01,38.18536121673004
2020-01-01,40.882352941176464
2020-02-01,41.78001644736842
2020-03-01,36.921875
2020-04-01,28.53354203935599
2020-05-01,33.84505208333333
2020-06-01,32.76428571428571
2020-07-01,31.092105263157894
2020-08-01,30.460546875000002
2020-09-01,31.19471947194719
2020-10-01,35.283703071672356
2020-11-01,33.788284132841326
2020-12-01,35.93916349809886
2021-01-01,35.772058823529406
2021-02-01,31.092105263157894
2021-03-01,38.86513157894737
2021-04-01,40.15831842576028
2021-05-01,37.947482638888886
2021-06-01,37.72857142857143
2021-07-01,31.092105263157894
2021-08-01,32.306640625
2021-09-01,32.16955445544554
2021-10-01,37.299914675767916
2021-11-01,34.87822878228782
2021-12-01,38.18536121673004
2022-01-01,30.66176470588235
2022-02-01,35.950246710526315
2022-03-01,37.893503289473685
2022-04-01,35.93112701252235
2022-05-01,35.89626736111111
2022-06-01,37.72857142857143
2022-07-01,33.75714285714285
2022-08-01,35.998828125
2022-09-01,36.06889438943894
2022-10-01,33.26749146757679
2022-11-01,34.87822878228782
2022-12-01,37.06226235741445
2023-01-01,37.81617647058823
2023-02-01,34.97861842105263
2023-03-01,37.893503289473685
2023-04-01,38.04472271914132
2023-05-01,38.97309027777778
2023-06-01,41.699999999999996
2023-07-01,35.53383458646616
2023-08-01,35.998828125
2023-09-01,40.94306930693069
2023-10-01,38.3080204778157
2023-11-01,40.32795202952029
2023-12-01,39.30846007604563
2024-01-01,39.86029411764706
2024-02-01,38.86513157894737
2024-03-01,39.836759868421055
2024-04-01,38.04472271914132
2024-05-01,35.89626736111111
2024-06-01,35.74285714285714
2024-07-01,33.75714285714285
2024-08-01,35.07578125
2024-09-01,36.06889438943894
2024-10-01,35.283703071672356
2024-11-01,32.69833948339483
2024-12-01,33.69296577946768
2025-01-01,51.10294117647059
2025-02-01,37.893503289473685
2025-03-01,37.893503289473685
2025-04-01,40.15831842576028
2025-05-01,38.97309027777778
2025-06-01,38.72142857142857
2025-07-01,88.8345864661654
2025-08-01,64.61328125
2025-09-01,59.464933993399335
2025-10-01,61.49445392491467
2025-11-01,59.94695571955719
2025-12-01,62.893536121673
