category,keyword,pearson_r,p_value,n_months,p_adj_bh,significant
Luxuries,luxury_spa,-0.4568,0.0001,72,0.000171,True
Luxuries,steakhouse,-0.5029,0.0,72,2.4e-05,True
Luxuries,Jimmy_Choo,-0.5073,0.0,72,2e-05,True
Luxuries,modern_art,-0.5181,0.0,72,1.2e-05,True
Luxuries,Omega_watch,-0.5186,0.0,72,1.2e-05,True
Luxuries,private_club,-0.5448,0.0,72,3e-06,True
Luxuries,fine_dining,-0.5502,0.0,72,3e-06,True
Luxuries,spa_treatment,-0.556,0.0,72,2e-06,True
Luxuries,Michelin_star_restaurant,-0.5712,0.0,72,1e-06,True
Luxuries,groom_suit,-0.5714,0.0,72,1e-06,True
Luxuries,Rolex,-0.6245,0.0,72,0.0,True
Luxuries,fancy_shoes,-0.6335,0.0,72,0.0,True
Luxuries,bridal_gown,-0.6421,0.0,72,0.0,True
Luxuries,Patek_Philippe,-0.6659,0.0,72,0.0,True
Luxuries,seafood_restaurant,-0.6936,0.0,72,0.0,True
Travel,RV_rental,0.6111,0.0,72,0.0,True
Travel,vacation_rentals,0.2549,0.0307,72,0.051128,False
Travel,mountain_vacation,0.2158,0.0686,72,0.101598,False
Travel,hotels_near_me,0.1217,0.3084,72,0.383711,False
Travel,ski_vacation,0.0586,0.6248,72,0.692884,False
Travel,hostel,-0.0138,0.9085,72,0.927071,False
Travel,hotel_deals,-0.0389,0.7457,72,0.803666,False
Travel,beach_vacation,-0.0508,0.6715,72,0.734869,False
Travel,camping_trip,-0.0857,0.4742,72,0.560765,False
Travel,vacation_packages,-0.1679,0.1587,72,0.212307,False
Travel,road_trip,-0.1696,0.1545,72,0.207791,False
Travel,VRBO,-0.1942,0.102,72,0.148026,False
Travel,luxury_travel,-0.2533,0.0318,72,0.052349,False
Travel,travel_blog,-0.2616,0.0265,72,0.045073,True
Travel,Airbnb,-0.2952,0.0118,72,0.022319,True
Travel,travel_vlog,-0.3306,0.0046,72,0.009613,True
Travel,travel_tips,-0.3778,0.0011,72,0.002611,True
Travel,travel_insurance,-0.3982,0.0005,72,0.001381,True
Travel,wedding_locations,-0.4072,0.0004,72,0.001029,True
Travel,last_minute_travel,-0.4297,0.0002,72,0.000463,True
Travel,cruise_line,-0.4384,0.0001,72,0.000334,True
Travel,backpacking_trip,-0.4451,0.0001,72,0.000262,True
Travel,destination_wedding,-0.451,0.0001,72,0.000209,True
Travel,eco_tourism,-0.4544,0.0001,72,0.000185,True
Travel,weekend_getaway,-0.4927,0.0,72,3.8e-05,True
Travel,cheap_flights,-0.5121,0.0,72,1.6e-05,True
Travel,tourist_attractions,-0.5186,0.0,72,1.2e-05,True
Travel,flight_deals,-0.5301,0.0,72,7e-06,True
Travel,cruise_deals,-0.5517,0.0,72,2e-06,True
Travel,Royal_Caribbean_Cruise,-0.5517,0.0,72,2e-06,True
Travel,airfare,-0.5846,0.0,72,0.0,True
Travel,Carnival_Cruise,-0.6038,0.0,72,0.0,True
Travel,Caribbean_cruise,-0.6082,0.0,72,0.0,True
Travel,engagement_trip,-0.6184,0.0,72,0.0,True
Travel,travel_booking,-0.6241,0.0,72,0.0,True
Travel,car_rental,-0.636,0.0,72,0.0,True
Travel,honeymoon_destinations,-0.6625,0.0,72,0.0,True
Travel,all_inclusive_resort,-0.6858,0.0,72,0.0,True
Travel,adventure_travel,-0.6872,0.0,72,0.0,True
Travel,budget_travel,-0.7047,0.0,72,0.0,True
Travel,Mediterranean_cruise,-0.707,0.0,72,0.0,True
Travel,Universal_Studios_tickets,-0.7137,0.0,72,0.0,True
Travel,cruise,-0.7196,0.0,72,0.0,True
Travel,Disney_Cruise,-0.7271,0.0,72,0.0,True
Travel,safari_tour,-0.7287,0.0,72,0.0,True
Travel,flights,-0.8195,0.0,72,0.0,True
Travel,theme_park_tickets,-0.8379,0.0,72,0.0,True
Travel,Disney_tickets,-0.8529,0.0,72,0.0,True
Travel,guided_tours,-0.8635,0.0,72,0.0,True
Travel,things_to_do,-0.8808,0.0,72,0.0,True
