lag,category,keyword,pearson_r,t_stat,p_value,n_months,p_adj_bh,significant
-3,Credit_and_debt,chapter_7_bankruptcy,0.9436,23.8442,0.0,72,0.0,True
-3,Credit_and_debt,chapter_13_bankruptcy,0.93,21.1732,0.0,72,0.0,True
-3,Credit_and_debt,overdraft_fee,0.8324,12.5683,0.0,72,0.0,True
-3,Credit_and_debt,late_fee,0.8266,12.29,0.0,72,0.0,True
-3,Credit_and_debt,debt_collector,0.8264,12.2795,0.0,72,0.0,True
-3,Credit_and_debt,late_payment,0.8249,12.2108,0.0,72,0.0,True
-3,Credit_and_debt,bankruptcy,0.8209,12.0247,0.0,72,0.0,True
-3,Credit_and_debt,loan_default,0.8137,11.7125,0.0,72,0.0,True
-3,Credit_and_debt,bad_credit_score,0.7716,10.1488,0.0,72,0.0,True
-3,Credit_and_debt,debt_payoff_calculator,0.6911,8.0009,0.0,72,0.0,True
-3,Credit_and_debt,debt_relief,0.6821,7.8052,0.0,72,0.0,True
-3,Credit_and_debt,credit_karma,0.682,7.8011,0.0,72,0.0,True
-3,Credit_and_debt,debt_settlement,0.6594,7.3392,0.0,72,0.0,True
-3,Credit_and_debt,improve_credit_score,0.607,6.3903,0.0,72,0.0,True
-3,Credit_and_debt,credit_score,0.5834,6.0098,0.0,72,0.0,True
-3,Credit_and_debt,car_loan_refinance,0.575,5.8801,0.0,72,0.0,True
-3,Credit_and_debt,student_loan_forgiveness,0.5464,5.459,1e-06,72,1e-06,True
-3,Credit_and_debt,mortgage_refinance,0.5233,5.1379,2e-06,72,4e-06,True
-3,Credit_and_debt,installment_loan,0.5132,5.0034,4e-06,72,7e-06,True
-3,Credit_and_debt,title_loan,0.4951,4.7679,1e-05,72,1.6e-05,True
-3,Credit_and_debt,good_credit_score,0.4498,4.2138,7.4e-05,72,0.000112,True
-3,Credit_and_debt,refinance_loan,0.4498,4.2133,7.4e-05,72,0.000112,True
-3,Credit_and_debt,loan_calculator,0.4413,4.114,0.000105,72,0.000157,True
-3,Credit_and_debt,payday_loan,0.3949,3.5961,0.000598,72,0.000853,True
-3,Credit_and_debt,credit_card_application,0.3934,3.58,0.00063,72,0.000896,True
-3,Credit_and_debt,auto_loan,0.3719,3.352,0.001297,72,0.001802,True
-3,Credit_and_debt,cash_advance,0.2826,2.4646,0.016176,72,0.020898,True
-3,Credit_and_debt,0_percent_APR,0.2573,2.2279,0.029103,72,0.036513,True
-3,Credit_and_debt,secured_loan,0.2062,1.7629,0.082276,72,0.097831,False
-3,Credit_and_debt,minimum_payment,0.2005,1.7126,0.091215,72,0.107127,False
-3,Credit_and_debt,credit_card_interest,-0.2503,-2.1628,0.033977,72,0.042294,True
-3,Credit_and_debt,balance_transfer,-0.2961,-2.5939,0.011548,72,0.015248,True
-3,Credit_and_debt,collections,-0.3448,-3.073,0.003019,72,0.004134,True
-3,Credit_and_debt,student_loan,-0.3603,-3.2314,0.001879,72,0.002595,True
-3,Credit_and_debt,credit_counseling,-0.3867,-3.5085,0.000792,72,0.001117,True
-3,Credit_and_debt,interest_rate,-0.4561,-4.2876,5.7e-05,72,8.7e-05,True
-3,Credit_and_debt,HELOC,-0.4748,-4.5131,2.5e-05,72,4e-05,True
-3,Credit_and_debt,credit_card_approval,-0.4796,-4.5728,2e-05,72,3.3e-05,True
-3,Credit_and_debt,fico_score,-0.4838,-4.6246,1.7e-05,72,2.7e-05,True
-3,Credit_and_debt,APR,-0.6399,-6.967,0.0,72,0.0,True
-3,Credit_and_debt,debt_consolidation,-0.6924,-8.0293,0.0,72,0.0,True
-3,Credit_and_debt,credit_monitoring,-0.7618,-9.8396,0.0,72,0.0,True
-3,Credit_and_debt,home_equity_line_of_credit,-0.7792,-10.4006,0.0,72,0.0,True
-3,Credit_and_debt,unsecured_loan,-0.7853,-10.6113,0.0,72,0.0,True
-3,Credit_and_debt,personal_loan,-0.7983,-11.0897,0.0,72,0.0,True
-3,Credit_and_debt,credit_repair,-0.8625,-14.2622,0.0,72,0.0,True
-3,Credit_and_debt,credit_report,-0.8955,-16.8352,0.0,72,0.0,True
-3,Credit_and_debt,home_equity_loan,-0.9016,-17.4429,0.0,72,0.0,True
-3,Credit_and_debt,free_credit_report,-0.9278,-20.7992,0.0,72,0.0,True
-3,Frugality,discount_code,0.8773,15.2908,0.0,72,0.0,True
-3,Frugality,coupon_code,0.8478,13.3778,0.0,72,0.0,True
-3,Frugality,store_brands,0.8121,11.6421,0.0,72,0.0,True
-3,Frugality,yard_sale,0.7979,11.0748,0.0,72,0.0,True
-3,Frugality,discount_apps,0.7905,10.7998,0.0,72,0.0,True
-3,Frugality,cancel_subscription,0.7733,10.2042,0.0,72,0.0,True
-3,Frugality,cut_expenses,0.7695,10.0799,0.0,72,0.0,True
-3,Frugality,budget_planner,0.7483,9.4392,0.0,72,0.0,True
-3,Frugality,promo_code,0.7376,9.1381,0.0,72,0.0,True
-3,Frugality,grocery_deals,0.7197,8.6736,0.0,72,0.0,True
-3,Frugality,expense_tracker,0.7179,8.627,0.0,72,0.0,True
-3,Frugality,loyalty_program,0.7131,8.5104,0.0,72,0.0,True
-3,Frugality,cashback,0.7106,8.4505,0.0,72,0.0,True
-3,Frugality,clothing_swap,0.7091,8.4129,0.0,72,0.0,True
-3,Frugality,thrift_store,0.6884,7.9396,0.0,72,0.0,True
-3,Frugality,library_books,0.677,7.6967,0.0,72,0.0,True
-3,Frugality,pawn_shop,0.6751,7.6558,0.0,72,0.0,True
-3,Frugality,garage_sale,0.6307,6.799,0.0,72,0.0,True
-3,Frugality,coupon_apps,0.6303,6.7922,0.0,72,0.0,True
-3,Frugality,grocery_coupons,0.5412,5.3847,1e-06,72,2e-06,True
-3,Frugality,reduce_bills,0.5178,5.0641,3e-06,72,6e-06,True
-3,Frugality,bike_to_work,0.3762,3.3973,0.001126,72,0.001573,True
-3,Frugality,budgeting_tips,0.3626,3.2555,0.001746,72,0.002419,True
-3,Frugality,money_saving_tips,0.2708,2.3539,0.021387,72,0.027261,True
-3,Frugality,cash_envelope_system,0.2395,2.0635,0.042777,72,0.052564,False
-3,Frugality,bulk_shopping,0.2344,2.0174,0.047491,72,0.058058,False
-3,Frugality,side_hustle,0.1667,1.4148,0.161556,72,0.183866,False
-3,Frugality,cell_phone_plan_savings,0.1262,1.0645,0.290759,72,0.318038,False
-3,Frugality,electric_bill_savings,0.0552,0.4627,0.645013,72,0.660206,False
-3,Frugality,generic_products,0.0173,0.1449,0.885222,72,0.896475,False
-3,Frugality,second_hand,0.0119,0.1,0.920649,72,0.928418,False
-3,Frugality,meal_planning,-0.1569,-1.329,0.188163,72,0.212127,False
-3,Frugality,water_bill_savings,-0.1578,-1.3367,0.185639,72,0.209777,False
-3,Frugality,energy_saving_tips,-0.1681,-1.4268,0.158073,72,0.180763,False
-3,Frugality,home_repair_DIY,-0.1867,-1.59,0.11634,72,0.135306,False
-3,Frugality,rebate,-0.2031,-1.7354,0.087078,72,0.102773,False
-3,Frugality,free_stuff,-0.2415,-2.0826,0.040945,72,0.050442,False
-3,Frugality,digital_library,-0.2514,-2.1731,0.033162,72,0.041388,True
-3,Frugality,public_transit,-0.3813,-3.4506,0.000952,72,0.001338,True
-3,Frugality,ride_share,-0.459,-4.3228,5e-05,72,7.7e-05,True
-3,Frugality,free_samples,-0.4635,-4.3768,4.1e-05,72,6.4e-05,True
-3,Frugality,internet_savings,-0.6282,-6.7545,0.0,72,0.0,True
-3,Frugality,price_comparison,-0.7248,-8.802,0.0,72,0.0,True
-3,Frugality,refurbished_electronics,-0.7425,-9.2731,0.0,72,0.0,True
-3,Frugality,DIY_repair,-0.7747,-10.2519,0.0,72,0.0,True
-3,Frugality,used_car,-0.8013,-11.207,0.0,72,0.0,True
-3,Frugality,meal_prep,-0.9023,-17.509,0.0,72,0.0,True
-3,Government_support,disability_benefits,0.9199,19.6321,0.0,72,0.0,True
-3,Government_support,benefits_application,0.9088,18.2222,0.0,72,0.0,True
-3,Government_support,TANF_benefits,0.8874,16.1014,0.0,72,0.0,True
-3,Government_support,section_8_housing,0.8799,15.4928,0.0,72,0.0,True
-3,Government_support,food_stamps,0.875,15.1235,0.0,72,0.0,True
-3,Government_support,utility_assistance,0.8736,15.0197,0.0,72,0.0,True
-3,Government_support,cash_assistance,0.8676,14.5971,0.0,72,0.0,True
-3,Government_support,child_care_assistance,0.8676,14.5983,0.0,72,0.0,True
-3,Government_support,veterans_benefits,0.8639,14.3492,0.0,72,0.0,True
-3,Government_support,unemployment_benefits,0.8611,14.1705,0.0,72,0.0,True
-3,Government_support,file_for_unemployment,0.8525,13.6473,0.0,72,0.0,True
-3,Government_support,pell_grant,0.833,12.5985,0.0,72,0.0,True
-3,Government_support,SSI_benefits,0.8238,12.1585,0.0,72,0.0,True
-3,Government_support,housing_assistance,0.8226,12.1056,0.0,72,0.0,True
-3,Government_support,GI_bill,0.8205,12.0075,0.0,72,0.0,True
-3,Government_support,VA_disability,0.8183,11.9119,0.0,72,0.0,True
-3,Government_support,energy_assistance_program,0.8137,11.7138,0.0,72,0.0,True
-3,Government_support,LIHEAP,0.8084,11.4887,0.0,72,0.0,True
-3,Government_support,medicaid,0.8036,11.2977,0.0,72,0.0,True
-3,Government_support,EBT_balance,0.7551,9.6364,0.0,72,0.0,True
-3,Government_support,housing_voucher,0.744,9.3172,0.0,72,0.0,True
-3,Government_support,free_school_lunch,0.7358,9.0906,0.0,72,0.0,True
-3,Government_support,rental_assistance_program,0.7262,8.8372,0.0,72,0.0,True
-3,Government_support,SSDI_application,0.7178,8.6245,0.0,72,0.0,True
-3,Government_support,WIC_program,0.6852,7.8708,0.0,72,0.0,True
-3,Government_support,reduced_lunch_program,0.6361,6.8981,0.0,72,0.0,True
-3,Government_support,social_security_benefits,0.5918,6.1432,0.0,72,0.0,True
-3,Government_support,unemployment_extension,0.5599,5.6532,0.0,72,1e-06,True
-3,Government_support,student_loan_forgiveness,0.5464,5.459,1e-06,72,1e-06,True
-3,Government_support,head_start_program,0.5353,5.3029,1e-06,72,2e-06,True
-3,Government_support,where_is_my_refund,0.5331,5.2711,1e-06,72,3e-06,True
-3,Government_support,earned_income_tax_credit,0.5047,4.8915,6e-06,72,1e-05,True
-3,Government_support,tax_refund,0.4376,4.0716,0.000121,72,0.00018,True
-3,Government_support,premium_tax_credit,0.4351,4.0435,0.000134,72,0.000198,True
