category,keyword,pearson_r,p_value,n_months,p_adj_bh,significant
Credit_and_debt,chapter_13_bankruptcy,0.8856,0.0,72,0.0,True
Credit_and_debt,chapter_7_bankruptcy,0.8823,0.0,72,0.0,True
Credit_and_debt,late_fee,0.851,0.0,72,0.0,True
Credit_and_debt,overdraft_fee,0.8482,0.0,72,0.0,True
Credit_and_debt,debt_collector,0.8278,0.0,72,0.0,True
Credit_and_debt,bad_credit_score,0.8219,0.0,72,0.0,True
Credit_and_debt,late_payment,0.8065,0.0,72,0.0,True
Credit_and_debt,credit_karma,0.765,0.0,72,0.0,True
Credit_and_debt,loan_default,0.745,0.0,72,0.0,True
Credit_and_debt,bankruptcy,0.7164,0.0,72,0.0,True
Credit_and_debt,improve_credit_score,0.6571,0.0,72,0.0,True
Credit_and_debt,debt_payoff_calculator,0.6567,0.0,72,0.0,True
Credit_and_debt,credit_score,0.6387,0.0,72,0.0,True
Credit_and_debt,debt_relief,0.6257,0.0,72,0.0,True
Credit_and_debt,title_loan,0.5754,0.0,72,0.0,True
Credit_and_debt,student_loan_forgiveness,0.5664,0.0,72,0.0,True
Credit_and_debt,debt_settlement,0.562,0.0,72,1e-06,True
Credit_and_debt,installment_loan,0.5288,0.0,72,3e-06,True
Credit_and_debt,good_credit_score,0.5139,0.0,72,6e-06,True
Credit_and_debt,car_loan_refinance,0.506,0.0,72,1e-05,True
Credit_and_debt,credit_card_application,0.4926,0.0,72,1.8e-05,True
Credit_and_debt,mortgage_refinance,0.4487,0.0001,72,0.000115,True
Credit_and_debt,loan_calculator,0.4378,0.0001,72,0.000177,True
Credit_and_debt,auto_loan,0.3814,0.0009,72,0.001331,True
Credit_and_debt,refinance_loan,0.3688,0.0014,72,0.001974,True
Credit_and_debt,payday_loan,0.3586,0.002,72,0.002709,True
Credit_and_debt,cash_advance,0.2633,0.0254,72,0.03192,True
Credit_and_debt,minimum_payment,0.2053,0.0837,72,0.09901,False
Credit_and_debt,0_percent_APR,0.2031,0.0871,72,0.102776,False
Credit_and_debt,secured_loan,0.1908,0.1085,72,0.125519,False
Credit_and_debt,credit_card_interest,-0.3312,0.0045,72,0.00594,True
Credit_and_debt,credit_card_approval,-0.3811,0.001,72,0.00134,True
Credit_and_debt,student_loan,-0.4085,0.0004,72,0.00053,True
Credit_and_debt,balance_transfer,-0.4185,0.0003,72,0.000369,True
Credit_and_debt,collections,-0.438,0.0001,72,0.000176,True
Credit_and_debt,credit_counseling,-0.4946,0.0,72,1.6e-05,True
Credit_and_debt,interest_rate,-0.5449,0.0,72,1e-06,True
Credit_and_debt,fico_score,-0.5714,0.0,72,0.0,True
Credit_and_debt,HELOC,-0.5977,0.0,72,0.0,True
Credit_and_debt,APR,-0.6416,0.0,72,0.0,True
Credit_and_debt,debt_consolidation,-0.7712,0.0,72,0.0,True
Credit_and_debt,credit_monitoring,-0.8048,0.0,72,0.0,True
Credit_and_debt,unsecured_loan,-0.8087,0.0,72,0.0,True
Credit_and_debt,home_equity_line_of_credit,-0.8112,0.0,72,0.0,True
Credit_and_debt,personal_loan,-0.829,0.0,72,0.0,True
Credit_and_debt,home_equity_loan,-0.8989,0.0,72,0.0,True
Credit_and_debt,credit_repair,-0.9094,0.0,72,0.0,True
Credit_and_debt,credit_report,-0.9171,0.0,72,0.0,True
Credit_and_debt,free_credit_report,-0.939,0.0,72,0.0,True
Frugality,discount_code,0.9099,0.0,72,0.0,True
Frugality,coupon_code,0.8933,0.0,72,0.0,True
Frugality,discount_apps,0.8465,0.0,72,0.0,True
Frugality,store_brands,0.8326,0.0,72,0.0,True
Frugality,cancel_subscription,0.8043,0.0,72,0.0,True
Frugality,yard_sale,0.796,0.0,72,0.0,True
Frugality,promo_code,0.7917,0.0,72,0.0,True
Frugality,loyalty_program,0.7658,0.0,72,0.0,True
Frugality,pawn_shop,0.7364,0.0,72,0.0,True
Frugality,thrift_store,0.7312,0.0,72,0.0,True
Frugality,expense_tracker,0.7279,0.0,72,0.0,True
Frugality,library_books,0.7246,0.0,72,0.0,True
Frugality,coupon_apps,0.7081,0.0,72,0.0,True
Frugality,cut_expenses,0.7035,0.0,72,0.0,True
Frugality,grocery_deals,0.694,0.0,72,0.0,True
Frugality,clothing_swap,0.6852,0.0,72,0.0,True
Frugality,budget_planner,0.667,0.0,72,0.0,True
Frugality,garage_sale,0.6547,0.0,72,0.0,True
Frugality,cashback,0.6463,0.0,72,0.0,True
Frugality,grocery_coupons,0.4691,0.0,72,5e-05,True
Frugality,reduce_bills,0.4535,0.0001,72,9.6e-05,True
Frugality,bike_to_work,0.3397,0.0035,72,0.004713,True
Frugality,budgeting_tips,0.2971,0.0113,72,0.014577,True
Frugality,cash_envelope_system,0.289,0.0138,72,0.017742,True
Frugality,side_hustle,0.2124,0.0732,72,0.087704,False
Frugality,bulk_shopping,0.1978,0.0959,72,0.112298,False
Frugality,cell_phone_plan_savings,0.142,0.234,72,0.257077,False
Frugality,money_saving_tips,0.1057,0.3769,72,0.400373,False
Frugality,electric_bill_savings,0.0779,0.5153,72,0.537789,False
Frugality,generic_products,-0.0115,0.9238,72,0.927655,False
Frugality,second_hand,-0.0735,0.5395,72,0.55938,False
Frugality,water_bill_savings,-0.1465,0.2195,72,0.242272,False
Frugality,digital_library,-0.1928,0.1048,72,0.121846,False
Frugality,home_repair_DIY,-0.2128,0.0727,72,0.087537,False
Frugality,meal_planning,-0.2294,0.0525,72,0.063887,False
Frugality,rebate,-0.2748,0.0195,72,0.024706,True
Frugality,energy_saving_tips,-0.2827,0.0161,72,0.020624,True
Frugality,free_stuff,-0.3734,0.0012,72,0.001716,True
Frugality,public_transit,-0.4738,0.0,72,4.1e-05,True
Frugality,ride_share,-0.5248,0.0,72,4e-06,True
Frugality,free_samples,-0.5358,0.0,72,2e-06,True
Frugality,internet_savings,-0.6453,0.0,72,0.0,True
Frugality,price_comparison,-0.7345,0.0,72,0.0,True
Frugality,refurbished_electronics,-0.7767,0.0,72,0.0,True
Frugality,used_car,-0.7865,0.0,72,0.0,True
Frugality,DIY_repair,-0.8194,0.0,72,0.0,True
Frugality,meal_prep,-0.8929,0.0,72,0.0,True
Government_support,disability_benefits,0.955,0.0,72,0.0,True
Government_support,benefits_application,0.9234,0.0,72,0.0,True
Government_support,food_stamps,0.9007,0.0,72,0.0,True
Government_support,cash_assistance,0.8975,0.0,72,0.0,True
Government_support,veterans_benefits,0.8951,0.0,72,0.0,True
Government_support,TANF_benefits,0.8915,0.0,72,0.0,True
Government_support,utility_assistance,0.8895,0.0,72,0.0,True
Government_support,child_care_assistance,0.8845,0.0,72,0.0,True
Government_support,SSI_benefits,0.8699,0.0,72,0.0,True
Government_support,section_8_housing,0.8585,0.0,72,0.0,True
Government_support,VA_disability,0.853,0.0,72,0.0,True
Government_support,medicaid,0.8452,0.0,72,0.0,True
Government_support,pell_grant,0.8448,0.0,72,0.0,True
Government_support,file_for_unemployment,0.8266,0.0,72,0.0,True
Government_support,EBT_balance,0.8223,0.0,72,0.0,True
Government_support,GI_bill,0.8092,0.0,72,0.0,True
Government_support,unemployment_benefits,0.8045,0.0,72,0.0,True
Government_support,housing_assistance,0.759,0.0,72,0.0,True
Government_support,LIHEAP,0.7513,0.0,72,0.0,True
Government_support,SSDI_application,0.7466,0.0,72,0.0,True
Government_support,free_school_lunch,0.7398,0.0,72,0.0,True
Government_support,housing_voucher,0.7397,0.0,72,0.0,True
Government_support,energy_assistance_program,0.7298,0.0,72,0.0,True
Government_support,WIC_program,0.6886,0.0,72,0.0,True
Government_support,rental_assistance_program,0.6746,0.0,72,0.0,True
Government_support,social_security_benefits,0.6384,0.0,72,0.0,True
Government_support,unemployment_extension,0.6073,0.0,72,0.0,True
Government_support,where_is_my_refund,0.5928,0.0,72,0.0,True
Government_support,reduced_lunch_program,0.5909,0.0,72,0.0,True
Government_support,student_loan_forgiveness,0.5664,0.0,72,0.0,True
Government_support,head_start_program,0.5224,0.0,72,4e-06,True
Government_support,earned_income_tax_credit,0.5139,0.0,72,6e-06,True
Government_support,premium_tax_credit,0.5086,0.0,72,8e-06,True
Government_support,SNAP_benefits,0.4722,0.0,72,4.4e-05,True
Government_support,tax_refund,0.3945,0.0006,72,0.00087,True
Government_support,child_tax_credit,0.3424,0.0032,72,0.004358,True
Government_support,medicare,0.2731,0.0203,72,0.025644,True
Government_support,healthcare_subsidy,0.1351,0.258,72,0.280944,False
Government_support,disaster_relief,0.0258,0.8296,72,0.834807,False
Government_support,FEMA_assistance,-0.0772,0.5194,72,0.54094,False
Government_support,stimulus_check,-0.0992,0.4073,72,0.42973,False
Government_support,government_grants,-0.1291,0.2797,72,0.30119,False
Government_support,stimulus_payment_status,-0.1291,0.2798,72,0.30119,False
Government_support,SBA_loan,-0.1409,0.2379,72,0.260205,False
Government_support,public_housing,-0.1881,0.1136,72,0.13079,False
Government_support,small_business_grant,-0.4948,0.0,72,1.6e-05,True
Government_support,FAFSA,-0.5578,0.0,72,1e-06,True
Housing_rent_and_stress,electric_bill_help,0.9142,0.0,72,0.0,True
Housing_rent_and_stress,rent_assistance,0.8843,0.0,72,0.0,True
Housing_rent_and_stress,lease_agreement,0.868,0.0,72,0.0,True
Housing_rent_and_stress,section_8_housing,0.8585,0.0,72,0.0,True
Housing_rent_and_stress,cheap_apartments,0.8323,0.0,72,0.0,True
Housing_rent_and_stress,security_deposit,0.8247,0.0,72,0.0,True
Housing_rent_and_stress,apartment_for_rent,0.8075,0.0,72,0.0,True
Housing_rent_and_stress,emergency_rental_assistance,0.7979,0.0,72,0.0,True
Housing_rent_and_stress,housing_authority,0.7602,0.0,72,0.0,True
Housing_rent_and_stress,utility_bill_help,0.7513,0.0,72,0.0,True
Housing_rent_and_stress,housing_voucher,0.7397,0.0,72,0.0,True
Housing_rent_and_stress,late_rent,0.7116,0.0,72,0.0,True
Housing_rent_and_stress,utilities_assistance,0.689,0.0,72,0.0,True
Housing_rent_and_stress,homeless_assistance,0.6791,0.0,72,0.0,True
Housing_rent_and_stress,rental_assistance_program,0.6746,0.0,72,0.0,True
Housing_rent_and_stress,pre_foreclosure,0.6624,0.0,72,0.0,True
Housing_rent_and_stress,eviction_notice,0.6275,0.0,72,0.0,True
Housing_rent_and_stress,room_for_rent,0.6127,0.0,72,0.0,True
Housing_rent_and_stress,eviction_help,0.5869,0.0,72,0.0,True
Housing_rent_and_stress,renters_insurance,0.5772,0.0,72,0.0,True
Housing_rent_and_stress,first_time_home_buyer,0.5754,0.0,72,0.0,True
Housing_rent_and_stress,homeless_shelter,0.5725,0.0,72,0.0,True
Housing_rent_and_stress,water_bill_assistance,0.5525,0.0,72,1e-06,True
Housing_rent_and_stress,real_estate_listings,0.5503,0.0,72,1e-06,True
Housing_rent_and_stress,studio_apartment,0.5418,0.0,72,2e-06,True
Housing_rent_and_stress,mortgage_assistance,0.5276,0.0,72,3e-06,True
Housing_rent_and_stress,closing_costs,0.5037,0.0,72,1.1e-05,True
