lag,category,keyword,pearson_r,t_stat,p_value,n_months,p_adj_bh,significant
0,Credit_and_debt,chapter_13_bankruptcy,0.8856,15.9497,0.0,72,0.0,True
0,Credit_and_debt,chapter_7_bankruptcy,0.8823,15.6814,0.0,72,0.0,True
0,Credit_and_debt,late_fee,0.851,13.5575,0.0,72,0.0,True
0,Credit_and_debt,overdraft_fee,0.8482,13.3983,0.0,72,0.0,True
0,Credit_and_debt,debt_collector,0.8278,12.3444,0.0,72,0.0,True
0,Credit_and_debt,bad_credit_score,0.8219,12.0712,0.0,72,0.0,True
0,Credit_and_debt,late_payment,0.8065,11.4118,0.0,72,0.0,True
0,Credit_and_debt,credit_karma,0.765,9.937,0.0,72,0.0,True
0,Credit_and_debt,loan_default,0.745,9.3441,0.0,72,0.0,True
0,Credit_and_debt,bankruptcy,0.7164,8.591,0.0,72,0.0,True
0,Credit_and_debt,improve_credit_score,0.6571,7.2924,0.0,72,0.0,True
0,Credit_and_debt,debt_payoff_calculator,0.6567,7.2852,0.0,72,0.0,True
0,Credit_and_debt,credit_score,0.6387,6.9455,0.0,72,0.0,True
0,Credit_and_debt,debt_relief,0.6257,6.7103,0.0,72,0.0,True
0,Credit_and_debt,title_loan,0.5754,5.8858,0.0,72,0.0,True
0,Credit_and_debt,student_loan_forgiveness,0.5664,5.7497,0.0,72,0.0,True
0,Credit_and_debt,debt_settlement,0.562,5.6843,0.0,72,1e-06,True
0,Credit_and_debt,installment_loan,0.5288,5.2126,2e-06,72,3e-06,True
0,Credit_and_debt,good_credit_score,0.5139,5.0122,4e-06,72,6e-06,True
0,Credit_and_debt,car_loan_refinance,0.506,4.9086,6e-06,72,1e-05,True
0,Credit_and_debt,credit_card_application,0.4926,4.7353,1.1e-05,72,1.8e-05,True
0,Credit_and_debt,mortgage_refinance,0.4487,4.2004,7.7e-05,72,0.000115,True
0,Credit_and_debt,loan_calculator,0.4378,4.0744,0.00012,72,0.000177,True
0,Credit_and_debt,auto_loan,0.3814,3.4524,0.000947,72,0.001331,True
0,Credit_and_debt,refinance_loan,0.3688,3.3198,0.001433,72,0.001974,True
0,Credit_and_debt,payday_loan,0.3586,3.2136,0.001983,72,0.002709,True
0,Credit_and_debt,cash_advance,0.2633,2.2834,0.025443,72,0.03192,True
0,Credit_and_debt,minimum_payment,0.2053,1.7547,0.083682,72,0.09901,False
0,Credit_and_debt,0_percent_APR,0.2031,1.7353,0.08708,72,0.102776,False
0,Credit_and_debt,secured_loan,0.1908,1.626,0.108451,72,0.125519,False
0,Credit_and_debt,credit_card_interest,-0.3312,-2.9368,0.004486,72,0.00594,True
0,Credit_and_debt,credit_card_approval,-0.3811,-3.4493,0.000956,72,0.00134,True
0,Credit_and_debt,student_loan,-0.4085,-3.7447,0.000367,72,0.00053,True
0,Credit_and_debt,balance_transfer,-0.4185,-3.8548,0.000254,72,0.000369,True
0,Credit_and_debt,collections,-0.438,-4.0761,0.000119,72,0.000176,True
0,Credit_and_debt,credit_counseling,-0.4946,-4.7617,1e-05,72,1.6e-05,True
0,Credit_and_debt,interest_rate,-0.5449,-5.4372,1e-06,72,1e-06,True
0,Credit_and_debt,fico_score,-0.5714,-5.8259,0.0,72,0.0,True
0,Credit_and_debt,HELOC,-0.5977,-6.2368,0.0,72,0.0,True
0,Credit_and_debt,APR,-0.6416,-6.9992,0.0,72,0.0,True
0,Credit_and_debt,debt_consolidation,-0.7712,-10.1344,0.0,72,0.0,True
0,Credit_and_debt,credit_monitoring,-0.8048,-11.3425,0.0,72,0.0,True
0,Credit_and_debt,unsecured_loan,-0.8087,-11.5023,0.0,72,0.0,True
0,Credit_and_debt,home_equity_line_of_credit,-0.8112,-11.6081,0.0,72,0.0,True
0,Credit_and_debt,personal_loan,-0.829,-12.4004,0.0,72,0.0,True
0,Credit_and_debt,home_equity_loan,-0.8989,-17.1651,0.0,72,0.0,True
0,Credit_and_debt,credit_repair,-0.9094,-18.2897,0.0,72,0.0,True
0,Credit_and_debt,credit_report,-0.9171,-19.2522,0.0,72,0.0,True
0,Credit_and_debt,free_credit_report,-0.939,-22.8385,0.0,72,0.0,True
0,Frugality,discount_code,0.9099,18.3555,0.0,72,0.0,True
0,Frugality,coupon_code,0.8933,16.627,0.0,72,0.0,True
0,Frugality,discount_apps,0.8465,13.3043,0.0,72,0.0,True
0,Frugality,store_brands,0.8326,12.5785,0.0,72,0.0,True
0,Frugality,cancel_subscription,0.8043,11.3238,0.0,72,0.0,True
0,Frugality,yard_sale,0.796,11.0031,0.0,72,0.0,True
0,Frugality,promo_code,0.7917,10.8421,0.0,72,0.0,True
0,Frugality,loyalty_program,0.7658,9.9635,0.0,72,0.0,True
0,Frugality,pawn_shop,0.7364,9.1065,0.0,72,0.0,True
0,Frugality,thrift_store,0.7312,8.967,0.0,72,0.0,True
0,Frugality,expense_tracker,0.7279,8.8815,0.0,72,0.0,True
0,Frugality,library_books,0.7246,8.7975,0.0,72,0.0,True
0,Frugality,coupon_apps,0.7081,8.3912,0.0,72,0.0,True
0,Frugality,cut_expenses,0.7035,8.2828,0.0,72,0.0,True
0,Frugality,grocery_deals,0.694,8.0646,0.0,72,0.0,True
0,Frugality,clothing_swap,0.6852,7.8707,0.0,72,0.0,True
0,Frugality,budget_planner,0.667,7.491,0.0,72,0.0,True
0,Frugality,garage_sale,0.6547,7.2458,0.0,72,0.0,True
