category,keyword,pearson_r,p_value,n_months,p_adj_bh,significant
Insurance,claim_status,0.8437,0.0,72,0.0,True
Insurance,policy_number,0.8231,0.0,72,0.0,True
Insurance,full_coverage_insurance,0.7693,0.0,72,0.0,True
Insurance,insurance_payout,0.7604,0.0,72,0.0,True
Insurance,supplemental_insurance,0.7523,0.0,72,0.0,True
Insurance,cheap_car_insurance,0.7393,0.0,72,0.0,True
Insurance,health_insurance_cost,0.7383,0.0,72,0.0,True
Insurance,coverage_limits,0.7379,0.0,72,0.0,True
Insurance,medicare_supplement,0.7185,0.0,72,0.0,True
Insurance,insurance_lapse,0.6752,0.0,72,0.0,True
Insurance,insurance_premium,0.6072,0.0,72,0.0,True
Insurance,renters_insurance,0.5769,0.0,72,0.0,True
Insurance,short_term_disability_insurance,0.4621,0.0,72,6.7e-05,True
Insurance,policy_renewal,0.4616,0.0,72,6.9e-05,True
Insurance,COBRA_insurance,0.4524,0.0001,72,9.9e-05,True
Insurance,open_enrollment,0.4486,0.0001,72,0.000115,True
Insurance,liability_coverage,0.4406,0.0001,72,0.000159,True
Insurance,cheap_health_insurance,0.3972,0.0006,72,0.000789,True
Insurance,insurance_agent,0.3688,0.0014,72,0.001967,True
Insurance,insurance_adjuster,0.257,0.0293,72,0.036515,True
Insurance,whole_life_insurance,0.2338,0.048,72,0.058876,False
Insurance,workers_compensation_insurance,0.2128,0.0727,72,0.087737,False
Insurance,long_term_disability_insurance,0.171,0.151,72,0.170601,False
Insurance,dental_insurance,0.1531,0.1993,72,0.222066,False
Insurance,insurance_cancellation,0.1025,0.3913,72,0.414771,False
Insurance,car_insurance_rates,0.0629,0.5996,72,0.616319,False
Insurance,earthquake_insurance,-0.1619,0.1743,72,0.195139,False
Insurance,flood_insurance,-0.2454,0.0378,72,0.046764,True
Insurance,medigap,-0.2478,0.0359,72,0.044542,True
Insurance,health_insurance,-0.3133,0.0074,72,0.009604,True
Insurance,umbrella_insurance,-0.3187,0.0064,72,0.008351,True
Insurance,auto_insurance_quote,-0.438,0.0001,72,0.000176,True
Insurance,gap_insurance,-0.4569,0.0001,72,8.3e-05,True
Insurance,vision_insurance,-0.499,0.0,72,1.3e-05,True
Insurance,liability_insurance,-0.507,0.0,72,9e-06,True
Insurance,home_insurance,-0.5312,0.0,72,3e-06,True
Insurance,life_insurance,-0.534,0.0,72,2e-06,True
Insurance,homeowners_insurance_quote,-0.5594,0.0,72,1e-06,True
Insurance,car_insurance,-0.5755,0.0,72,0.0,True
Insurance,pet_insurance,-0.5995,0.0,72,0.0,True
Insurance,travel_insurance,-0.6599,0.0,72,0.0,True
Insurance,business_insurance,-0.7024,0.0,72,0.0,True
Insurance,malpractice_insurance,-0.7091,0.0,72,0.0,True
Insurance,disability_insurance,-0.7196,0.0,72,0.0,True
Insurance,insurance_broker,-0.7397,0.0,72,0.0,True
Insurance,term_life_insurance,-0.7475,0.0,72,0.0,True
Insurance,health_insurance_quote,-0.8247,0.0,72,0.0,True
Investing_and_markets,stock_market_today,0.7327,0.0,72,0.0,True
Investing_and_markets,dividend_stocks,0.7228,0.0,72,0.0,True
Investing_and_markets,penny_stocks,0.6202,0.0,72,0.0,True
Investing_and_markets,target_date_fund,0.5859,0.0,72,0.0,True
Investing_and_markets,gold_price,0.5516,0.0,72,1e-06,True
Investing_and_markets,ETF,0.4809,0.0,72,3e-05,True
Investing_and_markets,Dow_Jones,0.3597,0.0019,72,0.002604,True
Investing_and_markets,recession,0.262,0.0262,72,0.032891,True
Investing_and_markets,commodity_prices,0.2185,0.0652,72,0.079114,False
Investing_and_markets,bitcoin,0.2058,0.0828,72,0.098228,False
Investing_and_markets,brokerage_account,0.1907,0.1086,72,0.12542,False
Investing_and_markets,margin_account,0.1721,0.1482,72,0.168278,False
Investing_and_markets,bull_market,0.1716,0.1494,72,0.169278,False
Investing_and_markets,401k,0.1356,0.256,72,0.279346,False
Investing_and_markets,call_options,0.1263,0.2904,72,0.313338,False
Investing_and_markets,blue_chip_stocks,0.0657,0.5833,72,0.603475,False
Investing_and_markets,crypto_exchange,0.0605,0.6136,72,0.629365,False
Investing_and_markets,treasury_yields,0.0594,0.62,72,0.634579,False
Investing_and_markets,bond_yields,0.0383,0.7494,72,0.757332,False
Investing_and_markets,put_options,0.0152,0.899,72,0.902728,False
Investing_and_markets,earnings_report,0.0105,0.9304,72,0.930392,False
Investing_and_markets,stock_market,-0.0275,0.8189,72,0.82579,False
Investing_and_markets,short_selling,-0.0388,0.746,72,0.755448,False
Investing_and_markets,bear_market,-0.0486,0.6851,72,0.69528,False
Investing_and_markets,market_volatility,-0.0528,0.6598,72,0.672512,False
Investing_and_markets,S&P_500,-0.0947,0.4287,72,0.45337,False
Investing_and_markets,oil_prices,-0.1455,0.2228,72,0.247044,False
Investing_and_markets,market_crash,-0.1628,0.1719,72,0.193327,False
Investing_and_markets,day_trading,-0.2341,0.0478,72,0.058714,False
Investing_and_markets,value_stocks,-0.3106,0.0079,72,0.010291,True
Investing_and_markets,interest_rates,-0.3466,0.0029,72,0.003856,True
Investing_and_markets,IPO,-0.4111,0.0003,72,0.000482,True
Investing_and_markets,IRA_account,-0.4654,0.0,72,5.9e-05,True
Investing_and_markets,stock_screener,-0.4861,0.0,72,2.4e-05,True
Investing_and_markets,Federal_Reserve,-0.4904,0.0,72,2e-05,True
Investing_and_markets,growth_stocks,-0.5456,0.0,72,1e-06,True
Investing_and_markets,portfolio_tracker,-0.5647,0.0,72,0.0,True
Investing_and_markets,options_trading,-0.592,0.0,72,0.0,True
Investing_and_markets,online_trading,-0.6158,0.0,72,0.0,True
Investing_and_markets,index_fund,-0.6797,0.0,72,0.0,True
Investing_and_markets,NASDAQ,-0.696,0.0,72,0.0,True
Investing_and_markets,Roth_IRA,-0.7249,0.0,72,0.0,True
Investing_and_markets,inflation_rate,-0.7892,0.0,72,0.0,True
Investing_and_markets,REIT,-0.8234,0.0,72,0.0,True
Investing_and_markets,asset_allocation,-0.8416,0.0,72,0.0,True
Investing_and_markets,retirement_planning,-0.8462,0.0,72,0.0,True
Investing_and_markets,real_estate_investing,-0.8867,0.0,72,0.0,True
Investing_and_markets,mutual_fund,-0.8972,0.0,72,0.0,True
Jobs,apply_for_work,0.887,0.0,72,0.0,True
Jobs,SimplyHired,0.8581,0.0,72,0.0,True
Jobs,CV_template,0.8303,0.0,72,0.0,True
Jobs,full_time_work,0.8153,0.0,72,0.0,True
Jobs,LinkedIn_Jobs,0.7986,0.0,72,0.0,True
Jobs,remote_work,0.7963,0.0,72,0.0,True
Jobs,LinkedIn_profile,0.7889,0.0,72,0.0,True
Jobs,job_training,0.7639,0.0,72,0.0,True
Jobs,Indeed,0.7335,0.0,72,0.0,True
Jobs,FlexJobs,0.6695,0.0,72,0.0,True
Jobs,employment_benefits,0.6416,0.0,72,0.0,True
Jobs,Glassdoor,0.5633,0.0,72,0.0,True
Jobs,Fiverr,0.5194,0.0,72,5e-06,True
Jobs,tutoring,0.4643,0.0,72,6.1e-05,True
Jobs,internship,0.4605,0.0,72,7.2e-05,True
Jobs,work_flexibility,0.4509,0.0001,72,0.000105,True
Jobs,online_teaching,0.4181,0.0003,72,0.000375,True
Jobs,AngelList,0.3545,0.0022,72,0.003055,True
Jobs,ZipRecruiter,0.334,0.0041,72,0.005511,True
Jobs,CareerBuilder,0.3166,0.0067,72,0.008802,True
Jobs,part_time_work,0.3051,0.0091,72,0.011851,True
Jobs,TaskRabbit,0.283,0.016,72,0.020441,True
Jobs,side_hustle,0.21,0.0767,72,0.091639,False
Jobs,contract_work,0.1926,0.1051,72,0.121608,False
Jobs,Monster,0.1598,0.1799,72,0.200971,False
Jobs,skills_development,0.1208,0.312,72,0.334406,False
Jobs,Fiverr_gigs,0.1089,0.3626,72,0.386041,False
Jobs,Lyft_driver,0.0902,0.451,72,0.473834,False
Jobs,consulting_work,-0.089,0.4571,72,0.479187,False
Jobs,extra_income,-0.2025,0.088,72,0.103914,False
Jobs,virtual_assistant,-0.2367,0.0453,72,0.05578,False
Jobs,job_interview_tips,-0.3329,0.0043,72,0.005676,True
Jobs,work_from_home,-0.4317,0.0002,72,0.000224,True
Jobs,career_development,-0.685,0.0,72,0.0,True
Jobs,temporary_work,-0.7121,0.0,72,0.0,True
Jobs,career_change,-0.7639,0.0,72,0.0,True
Jobs,telecommute,-0.7746,0.0,72,0.0,True
Jobs,resume_tips,-0.8143,0.0,72,0.0,True
Jobs,freelance,-0.8218,0.0,72,0.0,True
Jobs,career_advice,-0.8662,0.0,72,0.0,True
Jobs,work_at_home,-0.9228,0.0,72,0.0,True
Luxuries,painting_for_sale,0.827,0.0,72,0.0,True
Luxuries,Louis_Vuitton,0.7795,0.0,72,0.0,True
Luxuries,necklace,0.776,0.0,72,0.0,True
Luxuries,champagne,0.7552,0.0,72,0.0,True
Luxuries,Michelin_star_restaurant,0.7417,0.0,72,0.0,True
Luxuries,bracelet,0.7073,0.0,72,0.0,True
Luxuries,steakhouse,0.6921,0.0,72,0.0,True
Luxuries,Christian_Louboutin,0.6798,0.0,72,0.0,True
Luxuries,sculpture_for_sale,0.6638,0.0,72,0.0,True
Luxuries,golf_club_membership,0.6141,0.0,72,0.0,True
Luxuries,fancy_shoes,0.5507,0.0,72,1e-06,True
Luxuries,wedding_dress,0.5486,0.0,72,1e-06,True
Luxuries,earrings,0.5328,0.0,72,3e-06,True
Luxuries,groom_suit,0.5124,0.0,72,7e-06,True
Luxuries,Jimmy_Choo,0.4894,0.0,72,2.1e-05,True
Luxuries,Hermes_bag,0.4406,0.0001,72,0.000159,True
Luxuries,Chanel_bag,0.3755,0.0012,72,0.001602,True
Luxuries,engagement_ring,0.3511,0.0025,72,0.003383,True
Luxuries,wedding_ring,0.2619,0.0263,72,0.032891,True
Luxuries,jet_ski,0.2333,0.0486,72,0.059399,False
Luxuries,Gucci_bag,0.2049,0.0843,72,0.099739,False
Luxuries,Patek_Philippe,0.1967,0.0977,72,0.113571,False
Luxuries,seafood_restaurant,0.0943,0.4307,72,0.454489,False
Luxuries,private_jet,0.0782,0.5137,72,0.534988,False
Luxuries,luxury_watch,-0.1402,0.2402,72,0.263322,False
Luxuries,high-end_furniture,-0.1623,0.173,72,0.19416,False
Luxuries,luxury_yacht,-0.3842,0.0009,72,0.001214,True
Luxuries,new_car,-0.3874,0.0008,72,0.001096,True
Luxuries,diamond_ring,-0.4605,0.0,72,7.2e-05,True
Luxuries,spa_treatment,-0.5036,0.0,72,1.1e-05,True
Luxuries,rare_wine,-0.5225,0.0,72,4e-06,True
Luxuries,wine_collection,-0.5459,0.0,72,1e-06,True
Luxuries,sports_car,-0.5535,0.0,72,1e-06,True
Luxuries,car_financing,-0.5576,0.0,72,1e-06,True
Luxuries,luxury_car,-0.5892,0.0,72,0.0,True
Luxuries,luxury_spa,-0.6267,0.0,72,0.0,True
Luxuries,car_dealership,-0.6311,0.0,72,0.0,True
Luxuries,car_lease,-0.7174,0.0,72,0.0,True
Luxuries,fine_dining,-0.7257,0.0,72,0.0,True
Luxuries,new_boat,-0.7399,0.0,72,0.0,True
Luxuries,yacht,-0.7655,0.0,72,0.0,True
Luxuries,used_car,-0.7907,0.0,72,0.0,True
Luxuries,Omega_watch,-0.8304,0.0,72,0.0,True
Luxuries,Rolex,-0.8436,0.0,72,0.0,True
Luxuries,private_club,-0.85,0.0,72,0.0,True
Luxuries,modern_art,-0.8517,0.0,72,0.0,True
Luxuries,fine_jewelry,-0.8577,0.0,72,0.0,True
Luxuries,designer_furniture,-0.8648,0.0,72,0.0,True
Luxuries,designer_handbag,-0.916,0.0,72,0.0,True
Luxuries,bridal_gown,-0.9394,0.0,72,0.0,True
Travel,cheap_flights,0.9238,0.0,72,0.0,True
Travel,Carnival_Cruise,0.9113,0.0,72,0.0,True
Travel,hotel_deals,0.9058,0.0,72,0.0,True
Travel,honeymoon_destinations,0.8666,0.0,72,0.0,True
Travel,flights,0.857,0.0,72,0.0,True
Travel,things_to_do,0.8379,0.0,72,0.0,True
Travel,all_inclusive_resort,0.8176,0.0,72,0.0,True
