lag,category,keyword,pearson_r,t_stat,p_value,n_months,p_adj_bh,significant
2,Credit_and_debt,late_fee,0.8536,13.7071,0.0,72,0.0,True
2,Credit_and_debt,overdraft_fee,0.8517,13.5971,0.0,72,0.0,True
2,Credit_and_debt,bad_credit_score,0.8486,13.4192,0.0,72,0.0,True
2,Credit_and_debt,chapter_13_bankruptcy,0.8371,12.8042,0.0,72,0.0,True
2,Credit_and_debt,chapter_7_bankruptcy,0.8299,12.4433,0.0,72,0.0,True
2,Credit_and_debt,debt_collector,0.8185,11.918,0.0,72,0.0,True
2,Credit_and_debt,credit_karma,0.8081,11.4788,0.0,72,0.0,True
2,Credit_and_debt,late_payment,0.7792,10.4005,0.0,72,0.0,True
2,Credit_and_debt,loan_default,0.6989,8.1747,0.0,72,0.0,True
2,Credit_and_debt,improve_credit_score,0.6675,7.5006,0.0,72,0.0,True
2,Credit_and_debt,credit_score,0.6654,7.4585,0.0,72,0.0,True
2,Credit_and_debt,bankruptcy,0.642,7.0066,0.0,72,0.0,True
2,Credit_and_debt,debt_payoff_calculator,0.6186,6.5866,0.0,72,0.0,True
2,Credit_and_debt,title_loan,0.6185,6.5852,0.0,72,0.0,True
2,Credit_and_debt,student_loan_forgiveness,0.586,6.0507,0.0,72,0.0,True
2,Credit_and_debt,debt_relief,0.5803,5.962,0.0,72,0.0,True
2,Credit_and_debt,credit_card_application,0.55,5.5097,1e-06,72,1e-06,True
2,Credit_and_debt,good_credit_score,0.5441,5.4259,1e-06,72,1e-06,True
2,Credit_and_debt,installment_loan,0.544,5.4242,1e-06,72,1e-06,True
2,Credit_and_debt,debt_settlement,0.4849,4.6392,1.6e-05,72,2.5e-05,True
2,Credit_and_debt,car_loan_refinance,0.4451,4.159,8.9e-05,72,0.000135,True
2,Credit_and_debt,loan_calculator,0.3952,3.5993,0.000591,72,0.000852,True
2,Credit_and_debt,auto_loan,0.3706,3.3383,0.001353,72,0.001891,True
2,Credit_and_debt,mortgage_refinance,0.3692,3.3234,0.001417,72,0.001963,True
2,Credit_and_debt,payday_loan,0.3494,3.1198,0.002628,72,0.003539,True
2,Credit_and_debt,refinance_loan,0.2851,2.489,0.015189,72,0.019106,True
2,Credit_and_debt,cash_advance,0.242,2.0868,0.040548,72,0.04957,True
2,Credit_and_debt,minimum_payment,0.2086,1.7844,0.078688,72,0.092642,False
2,Credit_and_debt,secured_loan,0.1897,1.6161,0.110571,72,0.129541,False
2,Credit_and_debt,0_percent_APR,0.1692,1.436,0.155454,72,0.177768,False
2,Credit_and_debt,credit_card_approval,-0.3048,-2.6779,0.009223,72,0.011788,True
2,Credit_and_debt,credit_card_interest,-0.3926,-3.5711,0.000648,72,0.000927,True
2,Credit_and_debt,student_loan,-0.4243,-3.9203,0.000204,72,0.0003,True
2,Credit_and_debt,collections,-0.4969,-4.7907,9e-06,72,1.4e-05,True
2,Credit_and_debt,balance_transfer,-0.5036,-4.8768,7e-06,72,1.1e-05,True
2,Credit_and_debt,credit_counseling,-0.5658,-5.7417,0.0,72,0.0,True
2,Credit_and_debt,interest_rate,-0.5976,-6.2354,0.0,72,0.0,True
2,Credit_and_debt,fico_score,-0.6403,-6.9734,0.0,72,0.0,True
2,Credit_and_debt,APR,-0.6561,-7.2734,0.0,72,0.0,True
2,Credit_and_debt,HELOC,-0.6712,-7.5759,0.0,72,0.0,True
2,Credit_and_debt,unsecured_loan,-0.8128,-11.6751,0.0,72,0.0,True
2,Credit_and_debt,debt_consolidation,-0.8167,-11.84,0.0,72,0.0,True
2,Credit_and_debt,home_equity_line_of_credit,-0.8207,-12.0188,0.0,72,0.0,True
2,Credit_and_debt,credit_monitoring,-0.8257,-12.2461,0.0,72,0.0,True
2,Credit_and_debt,personal_loan,-0.8339,-12.6406,0.0,72,0.0,True
2,Credit_and_debt,home_equity_loan,-0.888,-16.1567,0.0,72,0.0,True
2,Credit_and_debt,credit_report,-0.9257,-20.4744,0.0,72,0.0,True
2,Credit_and_debt,credit_repair,-0.9281,-20.8553,0.0,72,0.0,True
2,Credit_and_debt,free_credit_report,-0.9366,-22.3715,0.0,72,0.0,True
2,Frugality,discount_code,0.9203,19.6754,0.0,72,0.0,True
2,Frugality,coupon_code,0.9151,18.9848,0.0,72,0.0,True
2,Frugality,discount_apps,0.8838,15.8076,0.0,72,0.0,True
2,Frugality,store_brands,0.8364,12.7644,0.0,72,0.0,True
2,Frugality,promo_code,0.8221,12.0791,0.0,72,0.0,True
2,Frugality,cancel_subscription,0.812,11.6416,0.0,72,0.0,True
2,Frugality,loyalty_program,0.8065,11.4111,0.0,72,0.0,True
2,Frugality,yard_sale,0.7869,10.6685,0.0,72,0.0,True
2,Frugality,pawn_shop,0.7721,10.165,0.0,72,0.0,True
2,Frugality,thrift_store,0.7577,9.713,0.0,72,0.0,True
2,Frugality,library_books,0.7555,9.6486,0.0,72,0.0,True
2,Frugality,coupon_apps,0.7553,9.642,0.0,72,0.0,True
2,Frugality,expense_tracker,0.7302,8.9412,0.0,72,0.0,True
2,Frugality,garage_sale,0.6605,7.3592,0.0,72,0.0,True
2,Frugality,clothing_swap,0.6604,7.3591,0.0,72,0.0,True
2,Frugality,grocery_deals,0.6588,7.3265,0.0,72,0.0,True
