lag,category,keyword,pearson_r,t_stat,p_value,n_months,p_adj_bh,significant
-2,Credit_and_debt,chapter_7_bankruptcy,0.9271,20.7008,0.0,72,0.0,True
-2,Credit_and_debt,chapter_13_bankruptcy,0.9203,19.6763,0.0,72,0.0,True
-2,Credit_and_debt,late_fee,0.8391,12.9081,0.0,72,0.0,True
-2,Credit_and_debt,overdraft_fee,0.8363,12.7616,0.0,72,0.0,True
-2,Credit_and_debt,debt_collector,0.831,12.4989,0.0,72,0.0,True
-2,Credit_and_debt,late_payment,0.8238,12.1568,0.0,72,0.0,True
-2,Credit_and_debt,loan_default,0.7924,10.8675,0.0,72,0.0,True
-2,Credit_and_debt,bad_credit_score,0.7897,10.7695,0.0,72,0.0,True
-2,Credit_and_debt,bankruptcy,0.7887,10.7344,0.0,72,0.0,True
-2,Credit_and_debt,credit_karma,0.7119,8.4815,0.0,72,0.0,True
-2,Credit_and_debt,debt_payoff_calculator,0.6868,7.9046,0.0,72,0.0,True
-2,Credit_and_debt,debt_relief,0.6671,7.4914,0.0,72,0.0,True
-2,Credit_and_debt,debt_settlement,0.6312,6.8085,0.0,72,0.0,True
-2,Credit_and_debt,improve_credit_score,0.6254,6.7049,0.0,72,0.0,True
-2,Credit_and_debt,credit_score,0.6037,6.3363,0.0,72,0.0,True
-2,Credit_and_debt,car_loan_refinance,0.5564,5.6024,0.0,72,1e-06,True
-2,Credit_and_debt,student_loan_forgiveness,0.5494,5.5012,1e-06,72,1e-06,True
-2,Credit_and_debt,title_loan,0.5224,5.1255,3e-06,72,4e-06,True
-2,Credit_and_debt,installment_loan,0.5176,5.0614,3e-06,72,6e-06,True
-2,Credit_and_debt,mortgage_refinance,0.5075,4.9276,5e-06,72,9e-06,True
-2,Credit_and_debt,good_credit_score,0.4749,4.5146,2.5e-05,72,3.9e-05,True
-2,Credit_and_debt,loan_calculator,0.4444,4.1502,9.2e-05,72,0.000138,True
-2,Credit_and_debt,refinance_loan,0.4335,4.0246,0.000143,72,0.00021,True
-2,Credit_and_debt,credit_card_application,0.4267,3.9475,0.000186,72,0.00027,True
-2,Credit_and_debt,auto_loan,0.3829,3.4682,0.0009,72,0.001273,True
-2,Credit_and_debt,payday_loan,0.3768,3.403,0.001106,72,0.00155,True
-2,Credit_and_debt,cash_advance,0.2719,2.3641,0.020854,72,0.026796,True
-2,Credit_and_debt,0_percent_APR,0.2305,1.9822,0.051388,72,0.062983,False
-2,Credit_and_debt,minimum_payment,0.2065,1.7661,0.081737,72,0.096709,False
-2,Credit_and_debt,secured_loan,0.1972,1.6833,0.096779,72,0.113106,False
-2,Credit_and_debt,credit_card_interest,-0.2741,-2.3849,0.019797,72,0.025506,True
-2,Credit_and_debt,balance_transfer,-0.3356,-2.9808,0.003952,72,0.005292,True
-2,Credit_and_debt,student_loan,-0.3735,-3.3689,0.00123,72,0.00171,True
-2,Credit_and_debt,collections,-0.3763,-3.3986,0.001121,72,0.001567,True
-2,Credit_and_debt,credit_counseling,-0.4228,-3.903,0.000216,72,0.000312,True
-2,Credit_and_debt,credit_card_approval,-0.4457,-4.1651,8.7e-05,72,0.000131,True
-2,Credit_and_debt,interest_rate,-0.4875,-4.6716,1.4e-05,72,2.3e-05,True
-2,Credit_and_debt,fico_score,-0.5081,-4.9353,5e-06,72,9e-06,True
-2,Credit_and_debt,HELOC,-0.5136,-5.0085,4e-06,72,7e-06,True
-2,Credit_and_debt,APR,-0.6438,-7.0392,0.0,72,0.0,True
-2,Credit_and_debt,debt_consolidation,-0.7186,-8.6459,0.0,72,0.0,True
-2,Credit_and_debt,credit_monitoring,-0.7767,-10.3154,0.0,72,0.0,True
-2,Credit_and_debt,home_equity_line_of_credit,-0.7913,-10.8294,0.0,72,0.0,True
-2,Credit_and_debt,unsecured_loan,-0.7954,-10.981,0.0,72,0.0,True
-2,Credit_and_debt,personal_loan,-0.8131,-11.6848,0.0,72,0.0,True
-2,Credit_and_debt,credit_repair,-0.8817,-15.6329,0.0,72,0.0,True
-2,Credit_and_debt,home_equity_loan,-0.9029,-17.5729,0.0,72,0.0,True
-2,Credit_and_debt,credit_report,-0.905,-17.7953,0.0,72,0.0,True
-2,Credit_and_debt,free_credit_report,-0.9342,-21.9102,0.0,72,0.0,True
-2,Frugality,discount_code,0.8908,16.3997,0.0,72,0.0,True
-2,Frugality,coupon_code,0.8645,14.388,0.0,72,0.0,True
-2,Frugality,store_brands,0.8202,11.9955,0.0,72,0.0,True
-2,Frugality,discount_apps,0.81,11.5573,0.0,72,0.0,True
-2,Frugality,yard_sale,0.7964,11.017,0.0,72,0.0,True
-2,Frugality,cancel_subscription,0.7862,10.6443,0.0,72,0.0,True
-2,Frugality,promo_code,0.7565,9.6769,0.0,72,0.0,True
-2,Frugality,cut_expenses,0.7467,9.3921,0.0,72,0.0,True
-2,Frugality,loyalty_program,0.7314,8.9731,0.0,72,0.0,True
-2,Frugality,expense_tracker,0.7297,8.929,0.0,72,0.0,True
-2,Frugality,budget_planner,0.7254,8.8172,0.0,72,0.0,True
-2,Frugality,grocery_deals,0.7158,8.5761,0.0,72,0.0,True
-2,Frugality,thrift_store,0.7042,8.2985,0.0,72,0.0,True
-2,Frugality,clothing_swap,0.6993,8.1853,0.0,72,0.0,True
-2,Frugality,pawn_shop,0.6977,8.1487,0.0,72,0.0,True
-2,Frugality,cashback,0.6925,8.0306,0.0,72,0.0,True
-2,Frugality,library_books,0.6924,8.0287,0.0,72,0.0,True
-2,Frugality,coupon_apps,0.658,7.3105,0.0,72,0.0,True
-2,Frugality,garage_sale,0.6403,6.974,0.0,72,0.0,True
-2,Frugality,grocery_coupons,0.5165,5.0469,3e-06,72,6e-06,True
-2,Frugality,reduce_bills,0.5048,4.892,6e-06,72,1e-05,True
-2,Frugality,bike_to_work,0.3662,3.2926,0.001558,72,0.002153,True
-2,Frugality,budgeting_tips,0.3385,3.0094,0.003637,72,0.004883,True
-2,Frugality,cash_envelope_system,0.2605,2.2573,0.027109,72,0.034101,True
-2,Frugality,bulk_shopping,0.2244,1.9262,0.058139,72,0.070356,False
-2,Frugality,money_saving_tips,0.2122,1.8171,0.073475,72,0.087149,False
-2,Frugality,side_hustle,0.1825,1.5527,0.125,72,0.14363,False
-2,Frugality,cell_phone_plan_savings,0.1441,1.2179,0.227345,72,0.250394,False
-2,Frugality,electric_bill_savings,0.0574,0.481,0.632023,72,0.652499,False
-2,Frugality,generic_products,0.0095,0.0794,0.936915,72,0.936915,False
-2,Frugality,second_hand,-0.0208,-0.1743,0.862147,72,0.867592,False
-2,Frugality,water_bill_savings,-0.1484,-1.2556,0.213428,72,0.236154,False
-2,Frugality,meal_planning,-0.1828,-1.5559,0.124253,72,0.143462,False
-2,Frugality,home_repair_DIY,-0.1932,-1.6471,0.104024,72,0.120982,False
-2,Frugality,energy_saving_tips,-0.2056,-1.7574,0.08323,72,0.098232,False
-2,Frugality,digital_library,-0.2255,-1.9364,0.056858,72,0.06898,False
-2,Frugality,rebate,-0.2302,-1.9791,0.051737,72,0.063249,False
-2,Frugality,free_stuff,-0.2876,-2.5123,0.014303,72,0.01868,True
-2,Frugality,public_transit,-0.4096,-3.7561,0.000354,72,0.000509,True
-2,Frugality,ride_share,-0.4827,-4.611,1.8e-05,72,2.8e-05,True
-2,Frugality,free_samples,-0.4834,-4.6206,1.7e-05,72,2.7e-05,True
-2,Frugality,internet_savings,-0.6404,-6.9767,0.0,72,0.0,True
-2,Frugality,price_comparison,-0.7263,-8.8407,0.0,72,0.0,True
-2,Frugality,refurbished_electronics,-0.7606,-9.8021,0.0,72,0.0,True
-2,Frugality,DIY_repair,-0.7924,-10.8679,0.0,72,0.0,True
-2,Frugality,used_car,-0.7937,-10.9147,0.0,72,0.0,True
-2,Frugality,meal_prep,-0.9013,-17.403,0.0,72,0.0,True
-2,Government_support,disability_benefits,0.9342,21.9001,0.0,72,0.0,True
-2,Government_support,benefits_application,0.9199,19.6237,0.0,72,0.0,True
-2,Government_support,TANF_benefits,0.8931,16.614,0.0,72,0.0,True
-2,Government_support,food_stamps,0.8858,15.9672,0.0,72,0.0,True
-2,Government_support,utility_assistance,0.8842,15.8379,0.0,72,0.0,True
-2,Government_support,veterans_benefits,0.8803,15.524,0.0,72,0.0,True
-2,Government_support,cash_assistance,0.8794,15.458,0.0,72,0.0,True
-2,Government_support,section_8_housing,0.8744,15.0753,0.0,72,0.0,True
-2,Government_support,child_care_assistance,0.8733,14.9999,0.0,72,0.0,True
-2,Government_support,file_for_unemployment,0.8475,13.3584,0.0,72,0.0,True
-2,Government_support,unemployment_benefits,0.8464,13.2989,0.0,72,0.0,True
-2,Government_support,SSI_benefits,0.8407,12.9883,0.0,72,0.0,True
-2,Government_support,pell_grant,0.8391,12.9068,0.0,72,0.0,True
-2,Government_support,VA_disability,0.8343,12.6633,0.0,72,0.0,True
-2,Government_support,medicaid,0.8206,12.0153,0.0,72,0.0,True
-2,Government_support,GI_bill,0.8202,11.9975,0.0,72,0.0,True
-2,Government_support,housing_assistance,0.805,11.3544,0.0,72,0.0,True
-2,Government_support,energy_assistance_program,0.793,10.8886,0.0,72,0.0,True
-2,Government_support,LIHEAP,0.7921,10.8582,0.0,72,0.0,True
-2,Government_support,EBT_balance,0.7806,10.4483,0.0,72,0.0,True
-2,Government_support,housing_voucher,0.7472,9.4064,0.0,72,0.0,True
-2,Government_support,free_school_lunch,0.733,9.0159,0.0,72,0.0,True
-2,Government_support,SSDI_application,0.731,8.9617,0.0,72,0.0,True
-2,Government_support,rental_assistance_program,0.71,8.4347,0.0,72,0.0,True
-2,Government_support,WIC_program,0.69,7.9762,0.0,72,0.0,True
-2,Government_support,reduced_lunch_program,0.6276,6.7445,0.0,72,0.0,True
-2,Government_support,social_security_benefits,0.6121,6.476,0.0,72,0.0,True
-2,Government_support,unemployment_extension,0.5761,5.8967,0.0,72,0.0,True
-2,Government_support,where_is_my_refund,0.5626,5.6942,0.0,72,1e-06,True
-2,Government_support,student_loan_forgiveness,0.5494,5.5012,1e-06,72,1e-06,True
-2,Government_support,head_start_program,0.532,5.2567,2e-06,72,3e-06,True
-2,Government_support,earned_income_tax_credit,0.5075,4.9277,5e-06,72,9e-06,True
-2,Government_support,premium_tax_credit,0.4647,4.3907,3.9e-05,72,6.1e-05,True
-2,Government_support,SNAP_benefits,0.4336,4.0262,0.000142,72,0.000209,True
-2,Government_support,tax_refund,0.4274,3.9548,0.000181,72,0.000264,True
-2,Government_support,child_tax_credit,0.3408,3.0332,0.003393,72,0.004569,True
-2,Government_support,medicare,0.246,2.1235,0.037252,72,0.046011,True
-2,Government_support,healthcare_subsidy,0.1011,0.8501,0.398156,72,0.423872,False
-2,Government_support,disaster_relief,0.0256,0.2146,0.830698,72,0.839479,False
-2,Government_support,stimulus_check,-0.0227,-0.1903,0.849598,72,0.856767,False
-2,Government_support,government_grants,-0.0392,-0.3285,0.743477,72,0.762623,False
-2,Government_support,FEMA_assistance,-0.0682,-0.5722,0.568987,72,0.591315,False
-2,Government_support,stimulus_payment_status,-0.092,-0.7734,0.441909,72,0.466297,False
-2,Government_support,SBA_loan,-0.114,-0.9597,0.340507,72,0.365758,False
-2,Government_support,public_housing,-0.165,-1.3994,0.166113,72,0.187268,False
-2,Government_support,small_business_grant,-0.4479,-4.1915,8e-05,72,0.000121,True
-2,Government_support,FAFSA,-0.5572,-5.6146,0.0,72,1e-06,True
-2,Housing_rent_and_stress,electric_bill_help,0.9206,19.7181,0.0,72,0.0,True
-2,Housing_rent_and_stress,lease_agreement,0.8794,15.4543,0.0,72,0.0,True
-2,Housing_rent_and_stress,section_8_housing,0.8744,15.0753,0.0,72,0.0,True
-2,Housing_rent_and_stress,rent_assistance,0.8653,14.4459,0.0,72,0.0,True
-2,Housing_rent_and_stress,security_deposit,0.806,11.3945,0.0,72,0.0,True
-2,Housing_rent_and_stress,cheap_apartments,0.8048,11.3439,0.0,72,0.0,True
-2,Housing_rent_and_stress,emergency_rental_assistance,0.803,11.2742,0.0,72,0.0,True
-2,Housing_rent_and_stress,apartment_for_rent,0.7958,10.9942,0.0,72,0.0,True
-2,Housing_rent_and_stress,utility_bill_help,0.7792,10.4024,0.0,72,0.0,True
-2,Housing_rent_and_stress,housing_voucher,0.7472,9.4064,0.0,72,0.0,True
-2,Housing_rent_and_stress,pre_foreclosure,0.7429,9.2862,0.0,72,0.0,True
-2,Housing_rent_and_stress,housing_authority,0.7308,8.9573,0.0,72,0.0,True
-2,Housing_rent_and_stress,utilities_assistance,0.7129,8.506,0.0,72,0.0,True
-2,Housing_rent_and_stress,rental_assistance_program,0.71,8.4347,0.0,72,0.0,True
-2,Housing_rent_and_stress,late_rent,0.6924,8.029,0.0,72,0.0,True
-2,Housing_rent_and_stress,homeless_assistance,0.6914,8.0073,0.0,72,0.0,True
-2,Housing_rent_and_stress,eviction_notice,0.6453,7.0669,0.0,72,0.0,True
-2,Housing_rent_and_stress,mortgage_assistance,0.6182,6.5807,0.0,72,0.0,True
-2,Housing_rent_and_stress,eviction_help,0.618,6.5769,0.0,72,0.0,True
-2,Housing_rent_and_stress,first_time_home_buyer,0.6033,6.3283,0.0,72,0.0,True
-2,Housing_rent_and_stress,homeless_shelter,0.5827,5.9983,0.0,72,0.0,True
-2,Housing_rent_and_stress,room_for_rent,0.5684,5.7807,0.0,72,0.0,True
-2,Housing_rent_and_stress,real_estate_listings,0.56,5.6555,0.0,72,1e-06,True
-2,Housing_rent_and_stress,renters_insurance,0.5554,5.5874,0.0,72,1e-06,True
-2,Housing_rent_and_stress,foreclosure,0.5472,5.4693,1e-06,72,1e-06,True
-2,Housing_rent_and_stress,studio_apartment,0.5265,5.1819,2e-06,72,4e-06,True
-2,Housing_rent_and_stress,water_bill_assistance,0.5194,5.0857,3e-06,72,5e-06,True
-2,Housing_rent_and_stress,refinance_mortgage,0.5075,4.9276,5e-06,72,9e-06,True
-2,Housing_rent_and_stress,closing_costs,0.5051,4.8959,6e-06,72,1e-05,True
-2,Housing_rent_and_stress,low_income_housing,0.449,4.2043,7.6e-05,72,0.000116,True
-2,Housing_rent_and_stress,rent_payment_help,0.3089,2.7171,0.008292,72,0.010979,True
-2,Housing_rent_and_stress,storage_unit_rental,0.2962,2.5945,0.011529,72,0.01514,True
-2,Housing_rent_and_stress,mortgage_rates,0.264,2.2901,0.025035,72,0.031658,True
-2,Housing_rent_and_stress,rent_relief,0.1622,1.3755,0.173356,72,0.194974,False
-2,Housing_rent_and_stress,down_payment_assistance,0.1448,1.224,0.22504,72,0.248428,False
-2,Housing_rent_and_stress,missed_mortgage_payment,0.064,0.5369,0.593057,72,0.614927,False
-2,Housing_rent_and_stress,public_housing,-0.165,-1.3994,0.166113,72,0.187268,False
-2,Housing_rent_and_stress,housing_market_crash,-0.215,-1.8417,0.069748,72,0.082935,False
-2,Housing_rent_and_stress,housing_affordability,-0.3475,-3.1009,0.00278,72,0.003774,True
-2,Housing_rent_and_stress,tenant_rights,-0.3642,-3.2719,0.00166,72,0.002287,True
-2,Housing_rent_and_stress,property_tax,-0.5583,-5.6302,0.0,72,1e-06,True
-2,Housing_rent_and_stress,home_appraisal,-0.5969,-6.2239,0.0,72,0.0,True
-2,Housing_rent_and_stress,sublease,-0.6189,-6.5929,0.0,72,0.0,True
-2,Housing_rent_and_stress,property_tax_relief,-0.6192,-6.5976,0.0,72,0.0,True
-2,Housing_rent_and_stress,moving_costs,-0.6242,-6.6849,0.0,72,0.0,True
-2,Housing_rent_and_stress,housing_prices,-0.7802,-10.4367,0.0,72,0.0,True
-2,Housing_rent_and_stress,rent_increase,-0.8236,-12.148,0.0,72,0.0,True
-2,Housing_rent_and_stress,rent_control,-0.8434,-13.1333,0.0,72,0.0,True
-2,Housing_rent_and_stress,affordable_housing,-0.8654,-14.4466,0.0,72,0.0,True
-2,Housing_rent_and_stress,cost_of_living,-0.9404,-23.1403,0.0,72,0.0,True
-2,Inflation,natural_gas_bill,0.8901,16.3424,0.0,72,0.0,True
-2,Inflation,electric_bill,0.8875,16.1123,0.0,72,0.0,True
-2,Inflation,chicken_prices,0.8813,15.5996,0.0,72,0.0,True
-2,Inflation,college_tuition,0.8559,13.8474,0.0,72,0.0,True
-2,Inflation,water_bill,0.8523,13.6335,0.0,72,0.0,True
-2,Inflation,restaurant_prices,0.8485,13.4121,0.0,72,0.0,True
-2,Inflation,tuition_fees,0.8469,13.3225,0.0,72,0.0,True
-2,Inflation,medical_cost,0.8405,12.9766,0.0,72,0.0,True
-2,Inflation,utility_bill,0.834,12.6476,0.0,72,0.0,True
-2,Inflation,insurance_cost,0.8228,12.1142,0.0,72,0.0,True
-2,Inflation,food_budget,0.7939,10.9222,0.0,72,0.0,True
-2,Inflation,rent_prices,0.7888,10.7354,0.0,72,0.0,True
-2,Inflation,egg_price,0.7282,8.8907,0.0,72,0.0,True
-2,Inflation,monthly_expenses,0.708,8.3887,0.0,72,0.0,True
-2,Inflation,student_expenses,0.6522,7.1988,0.0,72,0.0,True
-2,Inflation,coffee_price,0.6496,7.1486,0.0,72,0.0,True
-2,Inflation,healthcare_cost,0.5806,5.9666,0.0,72,0.0,True
-2,Inflation,entertainment_cost,0.4738,4.5009,2.6e-05,72,4.1e-05,True
-2,Inflation,heating_cost,0.4558,4.2845,5.7e-05,72,8.8e-05,True
-2,Inflation,bread_price,0.4538,4.2602,6.3e-05,72,9.5e-05,True
-2,Inflation,beef_prices,0.3216,2.842,0.005869,72,0.007837,True
-2,Inflation,mortgage_rates,0.264,2.2901,0.025035,72,0.031658,True
-2,Inflation,milk_price,0.2511,2.1705,0.033363,72,0.04153,True
-2,Inflation,minimum_wage,0.2263,1.9436,0.055965,72,0.068069,False
-2,Inflation,food_prices,0.2172,1.8619,0.06682,72,0.079972,False
-2,Inflation,living_expenses,0.1726,1.4658,0.147187,72,0.167912,False
-2,Inflation,public_transit_cost,0.1574,1.3335,0.186677,72,0.208973,False
-2,Inflation,clothing_inflation,0.1386,1.1712,0.245485,72,0.269752,False
-2,Inflation,grocery_inflation,0.1375,1.1616,0.249338,72,0.273357,False
-2,Inflation,beer_prices,0.1268,1.0692,0.288661,72,0.314305,False
-2,Inflation,groceries_prices,-0.1225,-1.0331,0.305132,72,0.330733,False
-2,Inflation,energy_prices,-0.1508,-1.2763,0.206079,72,0.229083,False
-2,Inflation,childcare_cost,-0.1953,-1.6659,0.100201,72,0.11682,False
-2,Inflation,cost_of_living_calculator,-0.1975,-1.6853,0.09639,72,0.112928,False
-2,Inflation,fuel_prices,-0.2028,-1.7326,0.087566,72,0.102842,False
-2,Inflation,gas_prices,-0.2192,-1.8793,0.064369,72,0.077307,False
-2,Inflation,clothing_prices,-0.248,-2.1419,0.035683,72,0.044188,True
-2,Inflation,transportation_costs,-0.3773,-3.4086,0.001087,72,0.001528,True
-2,Inflation,salary_calculator,-0.5107,-4.9696,5e-06,72,8e-06,True
-2,Inflation,CPI,-0.5321,-5.2574,2e-06,72,3e-06,True
-2,Inflation,wage_increase,-0.5906,-6.1229,0.0,72,0.0,True
-2,Inflation,budgeting,-0.7563,-9.6732,0.0,72,0.0,True
-2,Inflation,inflation_rate,-0.7646,-9.9256,0.0,72,0.0,True
-2,Inflation,housing_costs,-0.788,-10.7074,0.0,72,0.0,True
-2,Inflation,used_car_prices,-0.8569,-13.9091,0.0,72,0.0,True
-2,Inflation,new_car_prices,-0.8584,-14.0022,0.0,72,0.0,True
-2,Inflation,consumer_price_index,-0.8691,-14.7032,0.0,72,0.0,True
-2,Inflation,car_prices,-0.8712,-14.8494,0.0,72,0.0,True
-2,Inflation,cost_of_living,-0.9404,-23.1403,0.0,72,0.0,True
-2,Insurance,insurance_claim,0.8674,14.5845,0.0,72,0.0,True
-2,Insurance,insurance_deductible,0.8417,13.0417,0.0,72,0.0,True
-2,Insurance,claim_status,0.8133,11.6941,0.0,72,0.0,True
-2,Insurance,policy_number,0.7975,11.0597,0.0,72,0.0,True
-2,Insurance,coverage_limits,0.7767,10.3174,0.0,72,0.0,True
-2,Insurance,insurance_payout,0.755,9.6334,0.0,72,0.0,True
-2,Insurance,full_coverage_insurance,0.7509,9.5138,0.0,72,0.0,True
-2,Insurance,cheap_car_insurance,0.7404,9.2153,0.0,72,0.0,True
-2,Insurance,supplemental_insurance,0.7373,9.1307,0.0,72,0.0,True
-2,Insurance,health_insurance_cost,0.7259,8.8299,0.0,72,0.0,True
-2,Insurance,medicare_supplement,0.68,7.7587,0.0,72,0.0,True
-2,Insurance,insurance_lapse,0.6607,7.365,0.0,72,0.0,True
-2,Insurance,insurance_premium,0.6022,6.3105,0.0,72,0.0,True
-2,Insurance,renters_insurance,0.5554,5.5874,0.0,72,1e-06,True
-2,Insurance,short_term_disability_insurance,0.4938,4.7506,1e-05,72,1.7e-05,True
-2,Insurance,COBRA_insurance,0.4917,4.7247,1.2e-05,72,1.9e-05,True
-2,Insurance,policy_renewal,0.4609,4.3458,4.6e-05,72,7.1e-05,True
-2,Insurance,liability_coverage,0.4474,4.185,8.2e-05,72,0.000123,True
-2,Insurance,cheap_health_insurance,0.4411,4.1123,0.000105,72,0.000157,True
-2,Insurance,open_enrollment,0.4393,4.0908,0.000113,72,0.000168,True
-2,Insurance,insurance_agent,0.3618,3.2472,0.001791,72,0.00246,True
-2,Insurance,insurance_adjuster,0.28,2.44,0.017221,72,0.022369,True
-2,Insurance,whole_life_insurance,0.2506,2.1658,0.033734,72,0.041883,True
-2,Insurance,workers_compensation_insurance,0.2171,1.8612,0.066922,72,0.079972,False
