date,DIY repair
2004-01-01,102.89534120734909
2004-02-01,86.67221084953941
2004-03-01,75.34534534534534
2004-04-01,67.41377927494385
2004-05-01,72.61130899376668
2004-06-01,72.15838945005612
2004-07-01,69.75046891747053
2004-08-01,75.91389617964421
2004-09-01,46.77934500648508
2004-10-01,68.90490902849297
2004-11-01,64.2120150862069
2004-12-01,62.325178102737155
2005-01-01,75.11359908136484
2005-02-01,85.60218355510065
2005-03-01,57.55547213880547
2005-04-01,67.41377927494385
2005-05-01,65.16399525081626
2005-06-01,71.2784090909091
2005-07-01,78.15413987138264
2005-08-01,68.59689413823271
2005-09-01,71.18595979247729
2005-10-01,75.36474424991418
2005-11-01,70.97117456896552
2005-12-01,65.85301837270342
2006-01-01,67.9109251968504
2006-02-01,53.501364721937904
2006-03-01,62.787787787787785
2006-04-01,62.382900224574904
2006-05-01,65.16399525081626
2006-06-01,69.51844837261504
2006-07-01,68.91010182207931
2006-08-01,69.51151939340916
2006-09-01,74.23678664072632
2006-10-01,62.44507380707175
2006-11-01,68.71812140804597
2006-12-01,64.677071616048
2007-01-01,58.65034448818898
2007-02-01,65.27166496076424
2007-03-01,64.8807140473807
2007-04-01,66.40760346487006
2007-05-01,65.16399525081626
2007-06-01,75.67831088664421
2007-07-01,68.91010182207931
2007-08-01,73.1700204141149
2007-09-01,67.1181906614786
2007-10-01,66.75163062135256
2007-11-01,63.08548850574713
2007-12-01,74.08464566929133
2008-01-01,55.56348425196851
2008-02-01,68.48174684408052
2008-03-01,59.64839839839839
2008-04-01,53.327317933910805
2008-05-01,54.92393885425942
2008-06-01,55.43876262626262
2008-07-01,60.5064308681672
2008-08-01,52.133639545056866
2008-09-01,55.931825551232166
2008-10-01,60.291795399931345
2008-11-01,56.32632902298851
2008-12-01,63.501124859392576
2009-01-01,58.65034448818898
2009-02-01,57.78147389969294
2009-03-01,54.41608274941608
2009-04-01,57.35202117420596
2009-05-01,55.85485307212822
2009-06-01,53.67880190796857
2009-07-01,50.422025723472665
2009-08-01,53.96289005540974
2009-09-01,50.847114137483786
2009-10-01,51.678681771369725
2009-11-01,60.83243534482759
2009-12-01,49.389763779527556
2010-01-01,51.447670603674545
2010-02-01,43.871119071989085
2010-03-01,47.09084084084084
2010-04-01,46.284087263394284
2010-05-01,47.47662511130899
2010-06-01,42.23905723905724
2010-07-01,42.01835476956056
2010-08-01,42.9873869932925
2010-09-01,42.71157587548638
2010-10-01,37.68237212495709
2010-11-01,37.17537715517241
2010-12-01,41.15813648293963
2011-01-01,42.18708989501312
2011-02-01,43.871119071989085
2011-03-01,44.99791458124791
2011-04-01,45.27791145332049
2011-05-01,45.614796675571384
2011-06-01,38.71913580246913
2011-07-01,49.581658628081456
2011-08-01,42.072761738116064
2011-09-01,43.72851815823606
2011-10-01,43.065568142808104
2011-11-01,41.6814834770115
2011-12-01,43.510029996250466
2012-01-01,38.071276246719165
2012-02-01,37.45095530535654
2012-03-01,41.85852519185852
2012-04-01,41.25320821302534
2012-05-01,38.16748293262095
2012-06-01,37.839155443322106
2012-07-01,38.65688638799571
2012-08-01,36.58501020705745
2012-09-01,43.72851815823606
2012-10-01,40.9122897356677
2012-11-01,40.55495689655173
2012-12-01,41.15813648293963
2013-01-01,41.15813648293964
2013-02-01,37.45095530535654
2013-03-01,38.71913580246913
2013-04-01,37.228504972730185
2013-05-01,41.89113980409616
2013-06-01,43.99901795735129
2013-07-01,39.49725348338692
2013-08-01,44.816637503645374
2013-09-01,44.74546044098573
2013-10-01,39.835650532097496
2013-11-01,41.6814834770115
2013-12-01,44.68597675290589
2014-01-01,43.216043307086615
2014-02-01,41.73106448311157
2014-03-01,43.95145145145145
2014-04-01,44.27173564324671
2014-05-01,43.75296823983377
2014-06-01,44.87899831649831
2014-07-01,46.22019024651661
2014-08-01,45.73126275882181
2014-09-01,50.847114137483786
2014-10-01,40.9122897356677
2014-11-01,43.93453663793104
2014-12-01,44.68597675290589
2015-01-01,39.10022965879266
2015-02-01,38.52098259979529
2015-03-01,47.09084084084084
2015-04-01,46.284087263394284
2015-05-01,44.68388245770258
2015-06-01,43.99901795735129
2015-07-01,45.3798231511254
2015-08-01,46.645888013998245
2015-09-01,47.796287289234755
2015-10-01,49.52540336422932
2015-11-01,43.93453663793104
2015-12-01,44.68597675290589
2016-01-01,42.18708989501312
2016-02-01,43.871119071989085
2016-03-01,44.99791458124791
2016-04-01,45.27791145332049
2016-05-01,43.75296823983377
2016-06-01,43.99901795735129
2016-07-01,40.337620578778136
2016-08-01,41.15813648293963
2016-09-01,46.77934500648508
2016-10-01,48.44876416065912
2016-11-01,48.440642959770116
2016-12-01,49.389763779527556
2017-01-01,43.216043307086615
2017-02-01,48.151228249744115
2017-03-01,49.18376710043376
2017-04-01,52.321142123837014
2017-05-01,49.3384535470466
2017-06-01,47.51893939393939
2017-07-01,47.060557341907824
2017-08-01,44.816637503645374
2017-09-01,48.81322957198444
2017-10-01,47.372124957088914
2017-11-01,48.440642959770116
2017-12-01,48.21381702287214
2018-01-01,44.244996719160106
2018-02-01,43.871119071989085
2018-03-01,43.95145145145145
2018-04-01,43.265559833172915
2018-05-01,44.68388245770258
2018-06-01,45.75897867564534
2018-07-01,44.53945605573419
2018-08-01,44.816637503645374
2018-09-01,44.74546044098573
2018-10-01,45.21884654994851
2018-11-01,46.187589798850574
2018-12-01,44.68597675290589
2019-01-01,40.12918307086615
2019-02-01,41.73106448311157
2019-03-01,43.95145145145145
2019-04-01,46.284087263394284
2019-05-01,44.68388245770258
2019-06-01,43.99901795735129
2019-07-01,41.177987674169344
2019-08-01,38.41426071741032
2019-09-01,41.6946335927367
2019-10-01,41.9889289392379
2019-11-01,40.55495689655173
2019-12-01,37.63029621297338
2020-01-01,36.01336942257218
2020-02-01,37.45095530535654
2020-03-01,37.67267267267267
2020-04-01,45.27791145332049
2020-05-01,47.47662511130899
2020-06-01,43.99901795735129
2020-07-01,41.177987674169344
2020-08-01,41.15813648293963
2020-09-01,41.6946335927367
2020-10-01,38.75901132852729
2020-11-01,39.428430316091955
2020-12-01,39.98218972628421
2021-01-01,34.98441601049869
2021-02-01,36.38092801091778
2021-03-01,42.90498832165498
2021-04-01,38.23468078280397
2021-05-01,35.37474027901454
2021-06-01,34.31923400673401
