date,yard sale
2004-01-01,21.07719298245614
2004-02-01,18.23065250379363
2004-03-01,20.135195530726257
2004-04-01,22.444088604216706
2004-05-01,22.891504147052228
2004-06-01,22.42497591522158
2004-07-01,28.277226463104327
2004-08-01,29.019323671497585
2004-09-01,26.937219730941706
2004-10-01,23.07848518111965
2004-11-01,20.304472178887156
2004-12-01,18.693983402489625
2005-01-01,36.88508771929824
2005-02-01,25.82675771370764
2005-03-01,25.728305400372438
2005-04-01,27.253536162263142
2005-05-01,25.58462228199955
2005-06-01,25.31852119460501
2005-07-01,29.04147582697201
2005-08-01,29.019323671497585
2005-09-01,21.549775784753365
2005-10-01,18.68258324185876
2005-11-01,20.304472178887156
2005-12-01,18.693983402489625
2006-01-01,21.07719298245614
2006-02-01,22.788315629742034
2006-03-01,21.253817504655494
2006-04-01,22.444088604216706
2006-05-01,24.238063214525887
2006-06-01,22.42497591522158
2006-07-01,28.277226463104327
2006-08-01,28.25565725908975
2006-09-01,22.44768310911809
2006-10-01,27.474387120380534
2006-11-01,20.304472178887156
2006-12-01,22.848201936376206
2007-01-01,22.83362573099415
2007-02-01,21.26909458775923
2007-03-01,25.728305400372438
2007-04-01,25.650386976247663
2007-05-01,26.93118134947321
2007-06-01,27.488680154142582
2007-07-01,29.805725190839695
2007-08-01,31.310322908721076
2007-09-01,29.630941704035877
2007-10-01,32.96926454445664
2007-11-01,24.99011960478419
2007-12-01,24.9253112033195
2008-01-01,33.37222222222222
2008-02-01,33.42286292362165
2008-03-01,32.440037243947856
2008-04-01,31.26140912730184
2008-05-01,33.663976686841515
2008-06-01,31.828998073217726
2008-07-01,35.15547073791349
2008-08-01,38.183320620391555
2008-09-01,32.32466367713005
2008-10-01,36.2661909989023
2008-11-01,32.79953198127925
2008-12-01,37.38796680497925
2009-01-01,35.12865497076023
2009-02-01,34.94208396560445
2009-03-01,36.9145251396648
2009-04-01,35.26928209234054
2009-05-01,36.357094821788834
2009-06-01,41.23302023121387
2009-07-01,38.212468193384225
2009-08-01,40.47431985761505
2009-09-01,36.814200298953665
2009-10-01,38.46414196853274
2009-11-01,37.48517940717629
2009-12-01,39.46507607192254
2010-01-01,38.64152046783625
2010-02-01,34.94208396560445
2010-03-01,38.03314711359404
2010-04-01,40.078729650386975
2010-05-01,35.683815288052
2010-06-01,34.72254335260116
2010-07-01,37.44821882951654
2010-08-01,35.12865497076024
2010-09-01,35.01838565022422
2010-10-01,35.16721551408708
2010-11-01,34.36141445657826
2010-12-01,33.233748271092665
2011-01-01,42.15438596491228
2011-02-01,44.057410217501264
2011-03-01,40.270391061452514
2011-04-01,41.681878836402454
2011-05-01,41.74333109168347
2011-06-01,43.403179190751445
2011-07-01,45.09071246819339
2011-08-01,43.528985507246375
2011-09-01,50.28281016442452
2011-10-01,46.1569703622393
2011-11-01,43.732709308372335
2011-12-01,47.77351313969571
2012-01-01,49.18011695906432
2012-02-01,50.134294385432476
2012-03-01,51.456610800744876
2012-04-01,49.69762476647985
2012-05-01,48.476126429051774
2012-06-01,49.19026974951831
2012-07-01,51.20470737913486
2012-08-01,54.220315280956015
2012-09-01,58.36397608370703
2012-10-01,59.34467618002195
2012-11-01,59.35153406136245
2012-12-01,60.236168741355456
2013-01-01,52.69298245614035
2013-02-01,59.249620637329286
2013-03-01,60.40558659217877
2013-04-01,57.71337069655724
2013-05-01,57.9020399013674
2013-06-01,61.487837186897885
2013-07-01,61.90419847328244
2013-08-01,60.329646580218665
2013-09-01,61.0576980568012
2013-10-01,64.83955360409806
2013-11-01,71.84659386375455
2013-12-01,64.39038727524203
2014-01-01,64.98801169590642
2014-02-01,60.76884167931209
2014-03-01,64.88007448789571
2014-04-01,65.72911662663464
2014-05-01,67.32795337368303
2014-06-01,60.76445086705203
2014-07-01,61.90419847328244
2014-08-01,65.67531146707348
2014-09-01,61.0576980568012
2014-10-01,58.24570069520673
2014-11-01,62.47529901196047
2014-12-01,62.313278008298745
2015-01-01,72.01374269005848
2015-02-01,60.76884167931209
2015-03-01,62.64283054003724
2015-04-01,64.92754203362689
2015-05-01,67.32795337368303
2015-06-01,60.04106454720617
2015-07-01,62.668447837150126
2015-08-01,62.62064581744215
2015-09-01,63.75142002989537
2015-10-01,59.34467618002195
2015-11-01,59.35153406136245
2015-12-01,58.15905947441216
2016-01-01,63.23157894736842
2016-02-01,68.3649468892261
2016-03-01,65.99869646182495
2016-04-01,69.73698959167334
2016-05-01,61.26843757005155
2016-06-01,61.487837186897885
2016-07-01,59.61145038167939
2016-08-01,52.69298245614035
2016-09-01,59.26188340807175
2016-10-01,59.34467618002195
2016-11-01,59.35153406136245
2016-12-01,60.236168741355456
2017-01-01,59.71871345029239
2017-02-01,63.807283763277695
2017-03-01,60.40558659217877
2017-04-01,64.92754203362689
2017-05-01,59.248598968841065
2017-06-01,62.21122350674374
2017-07-01,61.90419847328244
2017-08-01,55.747648105771674
2017-09-01,59.26188340807175
2017-10-01,56.04774972557629
2017-11-01,57.78965158606344
2017-12-01,60.236168741355456
2018-01-01,57.96228070175438
2018-02-01,62.28806272129489
2018-03-01,59.286964618249534
2018-04-01,61.72124366159594
2018-05-01,62.614996637525216
2018-06-01,58.59429190751445
2018-07-01,58.847201017811706
2018-08-01,56.5113145181795
2018-09-01,54.772346786248136
2018-10-01,54.94877424076107
2018-11-01,56.22776911076443
2018-12-01,62.313278008298745
2019-01-01,56.20584795321637
2019-02-01,57.73039959534648
2019-03-01,61.52420856610801
2019-04-01,57.71337069655724
2019-05-01,60.59515803631472
2019-06-01,60.04106454720617
2019-07-01,55.025954198473286
2019-08-01,54.220315280956015
2019-09-01,57.466068759342306
2019-10-01,58.24570069520673
2019-11-01,70.28471138845553
2019-12-01,56.08195020746887
2020-01-01,57.96228070175438
2020-02-01,57.73039959534648
2020-03-01,40.270391061452514
2020-04-01,28.85668534827862
2020-05-01,36.357094821788834
2020-06-01,47.74349710982659
2020-07-01,48.91195928753181
2020-08-01,52.69298245614035
2020-09-01,53.87443946188341
2020-10-01,58.24570069520673
2020-11-01,56.22776911076443
2020-12-01,66.46749654218533
2021-01-01,57.96228070175438
2021-02-01,54.691957511380885
2021-03-01,57.04972067039106
2021-04-01,53.70549773151855
2021-05-01,53.18908316520959
2021-06-01,52.08381502890174
2021-07-01,51.20470737913486
2021-08-01,51.92931604373252
2021-09-01,50.28281016442452
2021-10-01,53.84979875594585
2021-11-01,56.22776911076443
2021-12-01,58.15905947441216
2022-01-01,52.69298245614035
2022-02-01,54.691957511380885
2022-03-01,53.69385474860335
2022-04-01,53.70549773151855
2022-05-01,47.80284689531495
2022-06-01,49.913656069364166
2022-07-01,44.326463104325704
2022-08-01,44.292651919654205
2022-09-01,49.384902840059794
2022-10-01,46.1569703622393
2022-11-01,42.17082683307332
2022-12-01,41.542185338865835
2023-01-01,42.15438596491228
2023-02-01,45.57663125948407
2023-03-01,43.626256983240225
2023-04-01,47.292900987456626
2023-05-01,47.80284689531495
2023-06-01,48.46688342967245
2023-07-01,41.26946564885496
2023-08-01,39.71065344520722
2023-09-01,43.09955156950673
2023-10-01,39.56311745334797
2023-11-01,42.17082683307332
2023-12-01,37.38796680497925
2024-01-01,33.37222222222222
2024-02-01,36.46130500758726
2024-03-01,38.03314711359404
2024-04-01,40.078729650386975
2024-05-01,41.74333109168347
2024-06-01,40.50963391136801
2024-07-01,33.626972010178115
2024-08-01,34.3649885583524
2024-09-01,35.91629297458894
2024-10-01,35.16721551408708
2024-11-01,34.36141445657826
2024-12-01,33.233748271092665
2025-01-01,29.859356725146196
2025-02-01,33.42286292362165
2025-03-01,41.38901303538175
2025-04-01,39.27715505737923
2025-05-01,42.416610625420304
2025-06-01,39.78624759152216
2025-07-01,37.44821882951654
2025-08-01,41.23798627002289
2025-09-01,38.61001494768311
2025-10-01,39.56311745334797
2025-11-01,39.0470618824753
2025-12-01,37.38796680497925
