date,library books
2004-01-01,74.4841295116773
2004-02-01,69.56403569772834
2004-03-01,76.15765765765767
2004-04-01,74.58369591491419
2004-05-01,67.6956956956957
2004-06-01,70.44583333333334
2004-07-01,71.45220238095239
2004-08-01,62.880520688052066
2004-09-01,77.2902070940736
2004-10-01,75.5506038647343
2004-11-01,78.27314814814817
2004-12-01,82.28873980531439
2005-01-01,70.89453290870489
2005-02-01,75.44268660176172
2005-03-01,73.1514343290659
2005-04-01,71.51861252115059
2005-05-01,76.15765765765767
2005-06-01,70.44583333333334
2005-07-01,65.4139880952381
2005-08-01,65.8280450953045
2005-09-01,72.63417052214146
2005-10-01,76.5715579710145
2005-11-01,75.18341861598442
2005-12-01,64.49657984740857
2006-01-01,67.3049363057325
2006-02-01,65.64493509503941
2006-03-01,70.14521100047416
2006-04-01,66.41014019821127
2006-05-01,62.40696946946948
2006-06-01,58.53949530516432
2006-07-01,62.39488095238096
2006-08-01,63.86302882380288
2006-09-01,66.11571932143646
2006-10-01,66.36201690821255
2006-11-01,64.8843201754386
2006-12-01,57.82451986319389
2007-01-01,62.817940552017
2007-02-01,64.66515994436719
2007-03-01,63.130689900426745
2007-04-01,67.43183466279913
2007-05-01,66.63795045045046
2007-06-01,65.48485915492958
2007-07-01,68.43309523809523
2007-08-01,66.81055323105532
2007-09-01,70.77175589336859
2007-10-01,71.46678743961353
2007-11-01,66.94413986354778
2007-12-01,65.60858984477768
2008-01-01,60.1257430997877
2008-02-01,64.66515994436719
2008-03-01,64.13276434329066
2008-04-01,66.41014019821127
2008-05-01,69.81118618618619
2008-06-01,63.500469483568075
2008-07-01,64.40761904761905
2008-08-01,65.8280450953045
2008-09-01,76.35899977968717
2008-10-01,70.44583333333333
2008-11-01,74.15350877192984
2008-12-01,73.39265982636148
2009-01-01,70.89453290870489
2009-02-01,69.56403569772834
2009-03-01,73.1514343290659
2009-04-01,73.56200145032632
2009-05-01,70.86893143143143
2009-06-01,76.39900234741783
2009-07-01,75.47767857142857
2009-08-01,73.68811018131102
2009-09-01,75.42779246530074
2009-10-01,80.65537439613527
2009-11-01,79.30305799220274
2009-12-01,72.28064982899237
2010-01-01,75.3815286624204
2010-02-01,83.28088780713956
2010-03-01,84.17425320056898
2010-04-01,81.73555716702924
2010-05-01,77.21540290290291
2010-06-01,77.3911971830986
2010-07-01,73.46494047619048
2010-08-01,70.74058577405857
2010-09-01,72.63417052214146
2010-10-01,71.46678743961353
2010-11-01,79.30305799220274
2010-12-01,78.95270981320705
2011-01-01,89.73991507430999
2011-02-01,85.24043810848401
2011-03-01,86.17840208629683
2011-04-01,82.75725163161711
2011-05-01,86.73511011011013
2011-06-01,87.3131455399061
2011-07-01,91.57958333333333
2011-08-01,86.46071594607159
2011-09-01,86.60228023793789
2011-10-01,81.67632850241546
2011-11-01,90.63206627680313
2011-12-01,108.9769797421731
2012-01-01,88.84251592356689
2012-02-01,84.26066295781179
2012-03-01,81.16802987197724
2012-04-01,82.75725163161711
2012-05-01,88.85060060060061
2012-06-01,80.36778169014084
2012-07-01,78.49678571428572
2012-08-01,76.63563458856345
2012-09-01,73.56537783652789
2012-10-01,75.5506038647343
2012-11-01,73.12359892787525
2012-12-01,76.72868981846882
2013-01-01,73.5867303609342
2013-02-01,70.54381084840057
2013-03-01,69.14313655761025
2013-04-01,69.47522359197487
2013-05-01,63.464714714714724
2013-06-01,73.42241784037559
2013-07-01,73.46494047619048
2013-08-01,72.7056020455602
2013-09-01,67.97813395020931
2013-10-01,70.44583333333333
2013-11-01,72.09368908382068
2013-12-01,74.5046698237306
2014-01-01,67.3049363057325
2014-02-01,70.54381084840057
2014-03-01,64.13276434329066
2014-04-01,68.453529127387
2014-05-01,68.75344094094095
2014-06-01,69.45363849765258
2014-07-01,70.44583333333334
2014-08-01,70.74058577405857
2014-09-01,67.04692663582289
2014-10-01,66.36201690821255
2014-11-01,62.824500487329445
2014-12-01,63.38456985003946
2015-01-01,61.920541401273894
2015-02-01,59.76628419100604
2015-03-01,62.12861545756283
2015-04-01,60.27997341068407
2015-05-01,63.464714714714724
2015-06-01,61.51607981220657
2015-07-01,62.39488095238096
2015-08-01,63.86302882380288
2015-09-01,62.39089006389074
2015-10-01,64.32010869565218
2015-11-01,63.854410331384024
2015-12-01,62.27255985267035
2016-01-01,52.9465498938429
2016-02-01,53.88763328697266
2016-03-01,53.109945471787576
2016-04-01,56.19319555233261
2016-05-01,56.060497997998006
2016-06-01,53.57852112676056
2016-07-01,52.33119047619048
2016-08-01,53.05543933054393
2016-09-01,52.14760960564002
2016-10-01,52.068659420289855
2016-11-01,53.55531189083822
2016-12-01,51.152459878979215
2017-01-01,52.9465498938429
2017-02-01,52.907858136300426
2017-03-01,55.11409435751541
2017-04-01,54.14980662315688
2017-05-01,52.88726226226227
2017-06-01,51.59413145539906
2017-07-01,53.337559523809524
2017-08-01,57.967980009297996
2017-09-01,52.14760960564002
2017-10-01,55.131521739130434
2017-11-01,55.61513157894738
2017-12-01,51.152459878979215
2018-01-01,55.63874734607219
2018-02-01,52.907858136300426
2018-03-01,53.109945471787576
2018-04-01,54.14980662315688
2018-05-01,53.94500750750751
2018-06-01,52.586326291079814
2018-07-01,56.35666666666667
2018-08-01,56.00296373779637
2018-09-01,54.94123154879931
2018-10-01,55.131521739130434
2018-11-01,53.55531189083822
2018-12-01,51.152459878979215
2019-01-01,52.049150743099794
2019-02-01,52.907858136300426
2019-03-01,50.103722143195824
2019-04-01,53.12811215856901
2019-05-01,55.00275275275276
2019-06-01,54.57071596244131
2019-07-01,52.33119047619048
2019-08-01,55.02045560204556
2019-09-01,54.010024234412874
2019-10-01,54.11056763285024
2019-11-01,50.465582358674475
2019-12-01,50.0404498816101
2020-01-01,55.63874734607219
2020-02-01,53.88763328697266
2020-03-01,54.1120199146515
2020-04-01,50.063028764805416
2020-05-01,50.77177177177178
2020-06-01,58.53949530516432
2020-07-01,54.34392857142858
2020-08-01,56.98547187354718
2020-09-01,54.010024234412874
2020-10-01,45.942934782608695
2020-11-01,39.13657407407408
2020-12-01,43.36838989739542
2021-01-01,40.3829617834395
2021-02-01,41.15055632823366
2021-03-01,42.08712660028449
2021-04-01,38.824389654338894
2021-05-01,40.19431931931933
2021-06-01,46.633157276995306
2021-07-01,42.2675
2021-08-01,43.230357973035794
2021-09-01,39.11070720423001
2021-10-01,40.83816425120773
