date,library books
2021-11-01,40.16648391812866
2021-12-01,42.2563799000263
2022-01-01,55.63874734607219
2022-02-01,55.847183588317115
2022-03-01,57.11824324324324
2022-04-01,57.21489001692048
2022-05-01,57.11824324324325
2022-06-01,57.54730046948357
2022-07-01,60.38214285714286
2022-08-01,68.77556950255695
2022-09-01,61.45968274950431
2022-10-01,55.131521739130434
2022-11-01,59.7347709551657
2022-12-01,58.936529860563006
2023-01-01,63.7153397027601
2023-02-01,62.705609643022726
2023-03-01,63.130689900426745
2023-04-01,61.30166787527194
2023-05-01,62.40696946946948
2023-06-01,64.49266431924883
2023-07-01,60.38214285714286
2023-08-01,59.93299628079963
2023-09-01,58.66606080634502
2023-10-01,55.131521739130434
2023-11-01,56.645041423001956
2023-12-01,60.04853985793212
2024-01-01,59.2283439490446
2024-02-01,58.786509040333804
2024-03-01,56.11616880037933
2024-04-01,59.258278946096205
2024-05-01,59.23373373373374
2024-06-01,57.54730046948357
2024-07-01,57.363035714285715
2024-08-01,57.967980009297996
2024-09-01,52.14760960564002
2024-10-01,55.131521739130434
2024-11-01,54.5852217348928
2024-12-01,57.82451986319389
2025-01-01,57.4335456475584
2025-02-01,60.74605934167827
2025-03-01,58.12031768610716
2025-04-01,59.258278946096205
2025-05-01,59.23373373373374
2025-06-01,57.54730046948357
2025-07-01,62.39488095238096
2025-08-01,59.93299628079963
2025-09-01,61.45968274950431
2025-10-01,69.42487922705314
2025-11-01,64.8843201754386
2025-12-01,62.27255985267035
