date,loyalty program
2021-08-01,32.99782135076253
2021-09-01,31.455867082035308
2021-10-01,34.276091586794465
2021-11-01,31.35817805383023
2021-12-01,32.22995606809446
2022-01-01,41.13407661520869
2022-02-01,45.007493540051684
2022-03-01,47.57397435897436
2022-04-01,46.96434108527133
2022-05-01,49.25528455284553
2022-06-01,44.456100051046455
2022-07-01,46.53149001536099
2022-08-01,47.434368191721134
2022-09-01,48.16679646936657
2022-10-01,44.35729499467519
2022-11-01,46.05732401656315
2022-12-01,46.78542009884679
2023-01-01,59.536163522012586
2023-02-01,52.83488372093024
2023-03-01,53.399358974358975
2023-04-01,50.878036175710605
2023-05-01,48.22913279132791
2023-06-01,46.388973966309344
2023-07-01,52.34792626728111
2023-08-01,51.55909586056645
2023-09-01,48.16679646936657
2023-10-01,52.42225772097977
2023-11-01,53.896868530020704
2023-12-01,45.7457440966502
2024-01-01,54.12378502001144
2024-02-01,52.83488372093024
2024-03-01,57.28294871794872
2024-04-01,51.85645994832042
2024-05-01,53.35989159891599
2024-06-01,46.388973966309344
2024-07-01,45.5620839733743
2024-08-01,47.434368191721134
2024-09-01,50.13278816199377
2024-10-01,50.40601703940363
2024-11-01,47.037267080745345
2024-12-01,46.78542009884679
2025-01-01,56.288736420811894
2025-02-01,68.48966408268736
2025-03-01,59.22474358974359
2025-04-01,57.727002583979335
2025-05-01,62.59525745257453
2025-06-01,92.77794793261869
2025-07-01,90.15476190476191
2025-08-01,86.61928104575163
2025-09-01,80.60565939771547
2025-10-01,74.60090521831737
2025-11-01,97.99430641821947
2025-12-01,103.96760021965954
