date,coupon code
2004-01-01,14.641069397042093
2004-02-01,11.70341435185185
2004-03-01,11.8266081871345
2004-04-01,12.767361111111109
2004-05-01,12.095394736842106
2004-06-01,13.487866817155757
2004-07-01,13.626282782212083
2004-08-01,13.457488738738737
2004-09-01,14.485151515151514
2004-10-01,14.538017031630169
2004-11-01,13.53081876724931
2004-12-01,15.898977987421382
2005-01-01,15.686860068259387
2005-02-01,14.895254629629626
2005-03-01,13.97690058479532
2005-04-01,13.831307870370368
2005-05-01,14.111293859649123
2005-06-01,14.525395033860045
2005-07-01,15.72263397947548
2005-08-01,16.563063063063062
2005-09-01,15.59939393939394
2005-10-01,15.656326034063259
2005-11-01,16.913523459061636
2005-12-01,20.957743710691823
2006-01-01,20.91581342434585
2006-02-01,17.023148148148145
2006-03-01,17.202339181286547
2006-04-01,17.023148148148145
2006-05-01,17.13514254385965
2006-06-01,17.63797968397291
2006-07-01,18.86716077537058
2006-08-01,18.633445945945944
2006-09-01,20.056363636363635
2006-10-01,21.24787104622871
2006-11-01,21.141904323827045
2006-12-01,22.40310534591195
2007-01-01,23.007394766780433
2007-02-01,21.278935185185183
2007-03-01,21.502923976608184
2007-04-01,20.214988425925924
2007-05-01,21.166940789473685
2007-06-01,22.825620767494357
2007-07-01,22.011687571265675
2007-08-01,23.809403153153152
2007-09-01,24.513333333333335
2007-10-01,23.48448905109489
2007-11-01,27.9073137074517
2007-12-01,31.797955974842765
2008-01-01,28.236348122866897
2008-02-01,26.598668981481477
2008-03-01,26.87865497076023
2008-04-01,28.726562499999996
2008-05-01,30.238486842105264
2008-06-01,31.12584650112867
2008-07-01,31.44526795895096
2008-08-01,30.0205518018018
2008-09-01,32.3130303030303
2008-10-01,33.5492700729927
2008-11-01,34.67272309107636
2008-12-01,42.63816823899371
2009-01-01,40.7858361774744
2009-02-01,40.42997685185185
2009-03-01,39.78040935672514
2009-04-01,39.36603009259259
2009-05-01,45.3577302631579
2009-06-01,48.76382618510158
2009-07-01,46.119726339794745
2009-08-01,47.618806306306304
2009-09-01,49.02666666666667
2009-10-01,51.44221411192214
2009-11-01,53.277598896044154
2009-12-01,59.25982704402516
2010-01-01,58.56427758816837
2010-02-01,56.38917824074073
2010-03-01,58.057894736842094
2010-04-01,55.325231481481474
2010-05-01,57.453125
2010-06-01,58.10158013544018
2010-07-01,52.40877993158494
2010-08-01,52.79476351351351
2010-09-01,52.36939393939394
2010-10-01,53.678832116788314
2010-11-01,54.96895124195032
2010-12-01,62.150550314465406
2011-01-01,67.976393629124
2011-02-01,75.54021990740739
2011-03-01,70.95964912280701
2011-04-01,70.2204861111111
2011-05-01,69.54851973684211
2011-06-01,68.47686230248307
2011-07-01,69.17958950969212
2011-08-01,68.32263513513513
2011-09-01,69.0830303030303
2011-10-01,70.45346715328466
2011-11-01,66.80841766329347
2011-12-01,71.54540094339622
2012-01-01,70.0679749715586
2012-02-01,71.28443287037035
2012-03-01,68.80935672514619
2012-04-01,65.96469907407406
2012-05-01,68.5405701754386
2012-06-01,66.4018058690745
2012-07-01,64.98688711516532
2012-08-01,67.28744369369369
2012-09-01,67.96878787878788
2012-10-01,62.625304136253035
2012-11-01,65.96274149034038
2012-12-01,62.87323113207547
2013-01-01,63.79323094425484
2013-02-01,62.77285879629628
2013-03-01,64.50877192982455
2013-04-01,63.83680555555554
2013-05-01,62.49287280701754
2013-06-01,61.21416478555305
2013-07-01,59.746009122006825
2013-08-01,67.28744369369369
2013-09-01,63.511818181818185
2013-10-01,67.0985401459854
2013-11-01,64.27138914443422
2013-12-01,72.26808176100629
2014-01-01,67.976393629124
2014-02-01,65.96469907407406
