date,side hustle
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,3.239267676767677
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,2.856904231625835
2006-08-01,0.0
2006-09-01,0.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,0.0
2007-10-01,0.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,0.0
2008-03-01,0.0
2008-04-01,0.0
2008-05-01,1.0204852824184567
2008-06-01,0.0
2008-07-01,0.0
2008-08-01,0.0
2008-09-01,0.0
2008-10-01,0.0
2008-11-01,0.0
2008-12-01,0.9717803030303032
2009-01-01,0.0
2009-02-01,0.0
2009-03-01,0.0
2009-04-01,0.0
2009-05-01,0.0
2009-06-01,0.0
2009-07-01,0.0
2009-08-01,0.9784515636918384
2009-09-01,0.0
2009-10-01,0.0
2009-11-01,1.0084512578616354
2009-12-01,0.0
2010-01-01,0.8871023513139696
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.9966977466977468
2010-07-01,0.9523014105419451
2010-08-01,0.9784515636918384
2010-09-01,0.0
2010-10-01,1.0662926018287615
2010-11-01,0.0
2010-12-01,0.0
2011-01-01,0.8871023513139696
2011-02-01,1.0636401326699834
2011-03-01,1.0797558922558923
2011-04-01,0.985215053763441
2011-05-01,1.0204852824184567
2011-06-01,0.9966977466977468
2011-07-01,0.9523014105419451
2011-08-01,0.9784515636918384
2011-09-01,1.02292663476874
2011-10-01,1.0662926018287615
2011-11-01,1.0084512578616354
2011-12-01,0.9717803030303032
2012-01-01,0.8871023513139696
2012-02-01,1.0636401326699834
2012-03-01,1.0797558922558923
2012-04-01,0.985215053763441
2012-05-01,1.0204852824184567
2012-06-01,0.9966977466977468
2012-07-01,0.9523014105419451
2012-08-01,0.9784515636918384
2012-09-01,1.02292663476874
2012-10-01,1.0662926018287615
2012-11-01,1.0084512578616354
2012-12-01,0.9717803030303032
2013-01-01,0.8871023513139696
2013-02-01,1.0636401326699834
2013-03-01,1.0797558922558923
2013-04-01,0.985215053763441
2013-05-01,2.0409705648369134
2013-06-01,1.9933954933954936
2013-07-01,0.9523014105419451
2013-08-01,1.9569031273836768
2013-09-01,2.04585326953748
2013-10-01,2.132585203657523
2013-11-01,1.0084512578616354
2013-12-01,4.858901515151516
2014-01-01,4.4355117565698485
2014-02-01,2.1272802653399667
2014-03-01,3.239267676767677
2014-04-01,2.955645161290323
2014-05-01,3.0614558472553703
2014-06-01,2.9900932400932403
2014-07-01,2.856904231625835
2014-08-01,2.9353546910755153
2014-09-01,2.04585326953748
2014-10-01,2.132585203657523
2014-11-01,3.0253537735849063
2014-12-01,1.9435606060606063
2015-01-01,2.661307053941909
2015-02-01,2.1272802653399667
2015-03-01,3.239267676767677
2015-04-01,2.955645161290323
2015-05-01,3.0614558472553703
2015-06-01,3.986790986790987
2015-07-01,2.856904231625835
2015-08-01,2.9353546910755153
2015-09-01,3.0687799043062203
2015-10-01,4.265170407315046
2015-11-01,3.0253537735849063
2015-12-01,3.8871212121212126
2016-01-01,3.5484094052558786
2016-02-01,4.2545605306799334
2016-03-01,4.319023569023569
2016-04-01,4.926075268817205
2016-05-01,5.102426412092283
2016-06-01,5.980186480186481
2016-07-01,5.71380846325167
2016-08-01,5.8707093821510306
2016-09-01,5.1146331738437
2016-10-01,6.397755610972569
2016-11-01,7.059158805031448
2016-12-01,6.802462121212122
2017-01-01,10.645228215767636
2017-02-01,11.700041459369817
2017-03-01,11.877314814814815
2017-04-01,12.807795698924732
2017-05-01,12.245823389021481
2017-06-01,12.957070707070708
2017-07-01,19.0460282108389
2017-08-01,17.61212814645309
2017-09-01,22.50438596491228
2017-10-01,21.32585203657523
2017-11-01,19.160573899371073
2017-12-01,17.49204545454546
2018-01-01,21.290456431535272
2018-02-01,19.1455223880597
2018-03-01,21.595117845117848
2018-04-01,19.70430107526882
2018-05-01,19.389220365950678
2018-06-01,22.924048174048178
2018-07-01,23.807535263548626
2018-08-01,22.504385964912284
2018-09-01,22.50438596491228
2018-10-01,22.39214463840399
2018-11-01,22.185927672955977
2018-12-01,23.322727272727278
2019-01-01,30.16147994467497
2019-02-01,30.845563847429517
2019-03-01,28.0736531986532
2019-04-01,27.586021505376348
2019-05-01,31.63504375497216
2019-06-01,34.88442113442114
2019-07-01,32.37824795842613
2019-08-01,32.288901601830666
2019-09-01,30.6877990430622
2019-10-01,31.988778054862845
2019-11-01,27.228183962264154
2019-12-01,28.181628787878793
2020-01-01,31.048582295988936
2020-02-01,32.97284411276949
2020-03-01,24.834385521885523
2020-04-01,25.615591397849464
2020-05-01,26.532617342879874
2020-06-01,29.900932400932405
2020-07-01,29.521343726800296
2020-08-01,33.26735316552251
2020-09-01,31.71072567783094
2020-10-01,33.055070656691605
2020-11-01,59.498624213836486
2020-12-01,52.47613636363637
2021-01-01,52.33903872752421
2021-02-01,57.4365671641791
2021-03-01,52.90803872053872
2021-04-01,48.27553763440861
2021-05-01,51.02426412092284
2021-06-01,47.841491841491845
2021-07-01,46.66276911655531
2021-08-01,49.901029748283754
2021-09-01,50.12340510366826
2021-10-01,56.51350789692436
2021-11-01,51.431014150943405
2021-12-01,48.589015151515156
2022-01-01,57.66165283540803
2022-02-01,62.754767827529015
2022-03-01,63.70559764309765
2022-04-01,94.58064516129033
2022-05-01,66.33154335719969
2022-06-01,72.75893550893552
2022-07-01,78.08871566443949
2022-08-01,81.21147978642259
2022-09-01,79.78827751196172
2022-10-01,72.50789692435578
2022-11-01,70.59158805031447
2022-12-01,73.85530303030303
2023-01-01,88.71023513139697
2023-02-01,76.5820895522388
2023-03-01,75.58291245791246
2023-04-01,67.97983870967742
2023-05-01,84.7002784407319
2023-06-01,68.77214452214453
2023-07-01,67.61340014847809
2023-08-01,63.5993516399695
2023-09-01,64.44437799043062
2023-10-01,61.84497090606817
2023-11-01,58.49017295597485
2023-12-01,53.44791666666667
2024-01-01,64.75847164591978
2024-02-01,65.94568822553897
2024-03-01,71.26388888888889
2024-04-01,64.03897849462366
2024-05-01,61.2291169451074
2024-06-01,63.788655788655795
2024-07-01,55.23348181143281
2024-08-01,54.79328756674295
2024-09-01,54.215111642743224
2024-10-01,56.51350789692436
2024-11-01,47.397209119496864
2024-12-01,49.56079545454546
2025-01-01,56.77455048409406
2025-02-01,58.500207296849084
2025-03-01,60.466329966329965
2025-04-01,53.201612903225815
2025-05-01,58.16766109785203
2025-06-01,55.81507381507382
2025-07-01,57.1380846325167
2025-08-01,54.79328756674295
2025-09-01,57.28389154704944
2025-10-01,53.314630091438076
2025-11-01,54.45636792452831
2025-12-01,60.250378787878795
