date,discount code
2004-01-01,9.79361567635904
2004-02-01,7.6172566371681425
2004-03-01,7.512780548628429
2004-04-01,8.276442307692307
2004-05-01,9.18950177935943
2004-06-01,8.803125
2004-07-01,8.753389830508475
2004-08-01,8.924827188940093
2004-09-01,9.768915510718788
2004-10-01,9.868471337579619
2004-11-01,9.631993896236011
2004-12-01,11.199349442379182
2005-01-01,10.881795195954489
2005-02-01,10.881795195954489
2005-03-01,10.732543640897756
2005-04-01,9.310997596153845
2005-05-01,10.21055753262159
2005-06-01,10.759375
2005-07-01,11.671186440677966
2005-08-01,11.899769585253456
2005-09-01,11.939785624211853
2005-10-01,13.157961783439493
2005-11-01,13.134537131230925
2005-12-01,14.399163568773234
2006-01-01,14.146333754740835
2006-02-01,14.146333754740835
2006-03-01,12.879052369077307
2006-04-01,13.449218749999998
2006-05-01,13.273724792408066
2006-06-01,13.69375
2006-07-01,14.588983050847457
2006-08-01,13.883064516129032
2006-09-01,14.110655737704917
2006-10-01,14.254458598726117
2006-11-01,13.134537131230925
2006-12-01,15.99907063197026
2007-01-01,16.322692793931733
2007-02-01,16.322692793931733
2007-03-01,13.952306733167083
2007-04-01,14.483774038461537
2007-05-01,14.294780545670225
2007-06-01,13.69375
2007-07-01,13.61638418079096
2007-08-01,14.87471198156682
2007-09-01,15.196090794451449
2007-10-01,14.254458598726117
2007-11-01,16.637080366225838
2007-12-01,19.19888475836431
2008-01-01,18.499051833122632
2008-02-01,18.499051833122632
2008-03-01,18.245324189526187
2008-04-01,17.587439903846153
2008-05-01,19.400059311981018
2008-06-01,19.5625
2008-07-01,19.451977401129945
2008-08-01,19.83294930875576
2008-09-01,17.366960907944513
2008-10-01,18.640445859872614
2008-11-01,21.01525940996948
2008-12-01,25.598513011152416
2009-01-01,25.028128950695326
2009-02-01,25.028128950695326
2009-03-01,23.611596009975063
2009-04-01,22.760216346153843
2009-05-01,24.505338078291814
2009-06-01,25.431250000000002
2009-07-01,25.287570621468927
2009-08-01,26.774481566820278
2009-09-01,27.1358764186633
2009-10-01,27.41242038216561
2009-11-01,26.26907426246185
2009-12-01,29.59828066914498
2010-01-01,30.46902654867257
2010-02-01,29.38084702907712
2010-03-01,31.124376558603494
