date,discount code
2010-04-01,28.967548076923073
2010-05-01,29.61061684460261
2010-06-01,30.321875000000002
2010-07-01,26.260169491525424
2010-08-01,27.766129032258064
2010-09-01,27.1358764186633
2010-10-01,25.21942675159236
2010-11-01,26.26907426246185
2010-12-01,27.998373605947954
2011-01-01,32.645385587863466
2011-02-01,34.821744627054365
2011-03-01,32.197630922693264
2011-04-01,32.071213942307686
2011-05-01,33.694839857651246
2011-06-01,34.234375
2011-07-01,34.0409604519774
2011-08-01,33.71601382488479
2011-09-01,32.56305170239596
2011-10-01,33.99140127388535
2011-11-01,31.52288911495422
2011-12-01,31.198187732342006
2012-01-01,34.821744627054365
2012-02-01,34.821744627054365
2012-03-01,35.417394014962596
2012-04-01,34.14032451923077
2012-05-01,33.694839857651246
2012-06-01,35.2125
2012-07-01,33.068361581920904
2012-08-01,33.71601382488479
2012-09-01,33.64848675914249
2012-10-01,31.798407643312107
2012-11-01,30.647253306205492
2012-12-01,32.798094795539036
2013-01-01,34.821744627054365
2013-02-01,35.909924146649814
2013-03-01,35.417394014962596
2013-04-01,34.14032451923077
2013-05-01,33.694839857651246
2013-06-01,34.234375
2013-07-01,34.0409604519774
2013-08-01,34.707661290322584
2013-09-01,34.733921815889026
2013-10-01,33.99140127388535
2013-11-01,32.39852492370295
2013-12-01,35.99790892193309
2014-01-01,41.350821744627055
2014-02-01,41.350821744627055
2014-03-01,38.63715710723192
2014-04-01,37.24399038461538
2014-05-01,38.800118623962035
2014-06-01,37.16875
2014-07-01,36.958757062146894
2014-08-01,35.69930875576037
2014-09-01,36.90479192938209
2014-10-01,35.08789808917198
2014-11-01,34.14979654120041
2014-12-01,38.39776951672862
2015-01-01,36.998103666245264
2015-02-01,40.26264222503161
2015-03-01,39.7104114713217
2015-04-01,37.24399038461538
2015-05-01,34.71589561091341
2015-06-01,35.2125
2015-07-01,38.90395480225989
2015-08-01,39.66589861751152
2015-09-01,36.90479192938209
2015-10-01,37.28089171974523
2015-11-01,35.025432349949135
2015-12-01,35.99790892193309
2016-01-01,36.998103666245264
2016-02-01,36.998103666245264
2016-03-01,36.490648379052374
2016-04-01,36.20943509615384
2016-05-01,37.77906287069988
2016-06-01,36.190625000000004
2016-07-01,35.0135593220339
2016-08-01,34.707661290322584
2016-09-01,35.81935687263556
2016-10-01,36.18439490445861
2016-11-01,35.025432349949135
2016-12-01,34.39800185873606
2017-01-01,38.08628318584071
2017-02-01,40.26264222503161
2017-03-01,39.7104114713217
2017-04-01,39.31310096153845
2017-05-01,35.73695136417556
2017-06-01,40.103125
2017-07-01,38.90395480225989
2017-08-01,38.67425115207374
2017-09-01,37.990226986128626
2017-10-01,40.5703821656051
2017-11-01,39.40361139369278
2017-12-01,38.39776951672862
2018-01-01,42.439001264222505
2018-02-01,42.439001264222505
2018-03-01,44.0034289276808
2018-04-01,41.38221153846153
2018-05-01,42.88434163701068
2018-06-01,43.0375
2018-07-01,42.79435028248587
2018-08-01,42.64084101382488
2018-09-01,43.417402269861284
2018-10-01,43.85987261146497
2018-11-01,44.657426246185146
2018-12-01,43.99744423791822
2019-01-01,46.7917193426043
2019-02-01,48.9680783817952
2019-03-01,49.369700748129674
2019-04-01,46.554987980769226
2019-05-01,46.96856465005931
2019-06-01,47.928125
2019-07-01,46.68474576271186
2019-08-01,47.59907834101382
2019-09-01,48.84457755359394
2019-10-01,53.72834394904459
2019-11-01,50.78687690742625
2019-12-01,51.19702602230483
2020-01-01,54.40897597977244
2020-02-01,52.23261694058155
2020-03-01,51.51620947630923
2020-04-01,69.31520432692307
2020-05-01,73.51601423487544
2020-06-01,68.46875
2020-07-01,70.99971751412428
2020-08-01,64.45708525345623
2020-09-01,65.12610340479192
2020-10-01,66.88630573248409
2020-11-01,61.294506612410984
2020-12-01,59.99651486988848
2021-01-01,70.73166877370417
2021-02-01,62.02623261694059
2021-03-01,65.4685162094763
2021-04-01,63.10787259615384
2021-05-01,64.32651245551601
2021-06-01,57.709375
2021-07-01,54.46553672316384
2021-08-01,57.51555299539171
2021-09-01,57.5280580075662
2021-10-01,59.21082802547772
2021-11-01,59.54323499491353
2021-12-01,49.59711895910781
2022-01-01,64.20259165613149
2022-02-01,66.37895069532239
2022-03-01,66.54177057356608
2022-04-01,65.17698317307692
2022-05-01,59.22123368920522
2022-06-01,56.73125
2022-07-01,56.41073446327683
2022-08-01,59.49884792626728
2022-09-01,60.784363177805794
2022-10-01,57.01783439490447
2022-11-01,60.41887080366226
2022-12-01,55.99674721189591
2023-01-01,59.84987357774969
2023-02-01,63.11441213653604
2023-03-01,65.4685162094763
2023-04-01,63.10787259615384
2023-05-01,65.34756820877817
2023-06-01,61.621875
2023-07-01,60.30112994350282
2023-08-01,60.49049539170507
2023-09-01,65.12610340479192
2023-10-01,62.500318471337586
2023-11-01,69.17522889114954
2023-12-01,59.19656133828996
2024-01-01,67.46713021491783
2024-02-01,68.55530973451329
2024-03-01,68.68827930174564
2024-04-01,66.21153846153845
2024-05-01,66.36862396204033
2024-06-01,62.6
2024-07-01,62.24632768361582
2024-08-01,64.45708525345623
2024-09-01,67.29697351828499
2024-10-01,67.9828025477707
2024-11-01,69.17522889114954
2024-12-01,69.59595724907064
2025-01-01,73.99620733249053
2025-02-01,70.73166877370417
2025-03-01,74.05455112219451
2025-04-01,80.69531249999999
2025-05-01,73.51601423487544
2025-06-01,88.03125
2025-07-01,96.28728813559322
2025-08-01,89.24827188940093
2025-09-01,81.4076292559899
2025-10-01,77.85127388535032
2025-11-01,81.43413021363173
2025-12-01,79.9953531598513
