date,free stuff
2013-04-01,56.53046594982079
2013-05-01,54.64192031675328
2013-06-01,56.32857142857143
2013-07-01,60.266127219599916
2013-08-01,61.37332375478927
2013-09-01,62.886762360446575
2013-10-01,61.4953740417658
2013-11-01,67.55919003115265
2013-12-01,64.33023909985936
2014-01-01,62.68205904617714
2014-02-01,65.56057007125891
2014-03-01,64.68984375000001
2014-04-01,69.65360983102919
2014-05-01,66.35090324177183
2014-06-01,66.6554761904762
2014-07-01,74.44639244774108
2014-08-01,70.81537356321839
2014-09-01,67.07921318447634
2014-10-01,66.70684641818663
2014-11-01,68.58281412253375
2014-12-01,69.87594936708861
2015-01-01,65.666919000757
2015-02-01,59.316706254948535
2015-03-01,62.63619791666667
2015-04-01,62.58730158730159
2015-05-01,65.37515466468696
2015-06-01,65.71666666666667
2015-07-01,63.8111935266352
2015-08-01,64.205938697318
2015-09-01,66.0311004784689
2015-10-01,65.66455194290246
2015-11-01,62.441069574247145
2015-12-01,65.4393811533052
2016-01-01,71.63663890991673
2016-02-01,72.84507785695433
2016-03-01,71.87760416666667
2016-04-01,77.72939068100358
2016-05-01,76.10838901262063
2016-06-01,76.98238095238096
2016-07-01,77.10519217801753
2016-08-01,71.7595785440613
2016-09-01,79.65656565656566
2016-10-01,76.08749669574412
2016-11-01,78.81905503634476
2016-12-01,76.53080168776371
2017-01-01,68.65177895533687
2017-02-01,71.80443388756927
2017-03-01,72.90442708333333
2017-04-01,73.69150025601638
2017-05-01,76.10838901262063
2017-06-01,77.92119047619047
2017-07-01,77.99145875477636
2017-08-01,77.42480842911877
2017-09-01,70.22355130249868
2017-10-01,70.87602431932329
2017-11-01,75.74818276220145
2017-12-01,74.31251758087201
2018-01-01,67.65682563714358
2018-02-01,69.72314594879916
2018-03-01,71.87760416666667
2018-04-01,68.64413722478238
2018-05-01,68.30240039594159
2018-06-01,71.34952380952382
2018-07-01,72.67385929422342
2018-08-01,66.09434865900383
2018-09-01,67.07921318447634
2018-10-01,66.70684641818663
2018-11-01,66.53556593977154
2018-12-01,68.76680731364276
2019-01-01,65.666919000757
2019-02-01,62.43863816310372
2019-03-01,62.63619791666667
2019-04-01,63.596774193548384
2019-05-01,66.35090324177183
2019-06-01,64.77785714285714
2019-07-01,61.15239379635874
2019-08-01,59.484913793103445
2019-09-01,60.790536948431686
2019-10-01,58.3684906159133
2019-11-01,61.41744548286604
2019-12-01,61.0028129395218
2020-01-01,56.71233913701741
2020-02-01,56.194774346793345
2020-03-01,54.42161458333334
2020-04-01,61.577828981054786
2020-05-01,56.593417470923036
2020-06-01,50.69571428571429
2020-07-01,46.97212856821758
2020-08-01,47.21024904214559
2020-09-01,48.21318447634237
2020-10-01,53.15701823949247
2020-11-01,52.20482866043614
2020-12-01,53.23881856540085
2021-01-01,46.76280595508453
2021-02-01,46.82897862232779
2021-03-01,41.07291666666667
2021-04-01,44.41679467485919
2021-05-01,45.860183122989355
2021-06-01,45.06285714285715
2021-07-01,41.654529107664644
2021-08-01,41.54501915708812
2021-09-01,40.876395534290275
2021-10-01,40.649484536082475
2021-11-01,41.96858774662513
2021-12-01,43.256540084388185
2022-01-01,37.80822609134494
2022-02-01,42.66640274478754
2022-03-01,41.07291666666667
2022-04-01,41.38837685611879
2022-05-01,41.95718881464984
2022-06-01,39.43
2022-07-01,41.654529107664644
2022-08-01,42.48922413793103
2022-09-01,41.92450824029771
2022-10-01,40.649484536082475
2022-11-01,38.89771547248183
2022-12-01,42.147398030942334
2023-01-01,37.80822609134494
2023-02-01,41.62575877540248
2023-03-01,41.07291666666667
2023-04-01,39.36943164362519
2023-05-01,40.98144023756496
2023-06-01,42.246428571428574
2023-07-01,39.881995954147
2023-08-01,36.82399425287356
2023-09-01,40.876395534290275
2023-10-01,38.564895585514144
2023-11-01,36.85046728971963
2023-12-01,37.71082981715893
2024-01-01,32.8334595003785
2024-02-01,29.138031142781735
2024-03-01,29.777864583333333
2024-04-01,28.265232974910393
2024-05-01,30.24820588963128
2024-06-01,30.041904761904764
2024-07-01,29.246797033041133
2024-08-01,29.270354406130267
2024-09-01,30.395268474215843
2024-10-01,29.18424530795665
2024-11-01,30.70872274143302
2024-12-01,27.728551336146275
2025-01-01,26.863739591218774
2025-02-01,28.097387173396672
2025-03-01,28.751041666666666
2025-04-01,29.274705581157193
2025-05-01,31.223954466716158
2025-06-01,30.041904761904764
2025-07-01,28.360530456282312
2025-08-01,29.270354406130267
2025-09-01,28.29904306220096
2025-10-01,28.141950832672485
2025-11-01,32.755970924195225
2025-12-01,28.837693389592125
