date,public transit
2004-01-01,81.16236096160746
2004-02-01,83.50043222683264
2004-03-01,76.9574521651561
2004-04-01,74.73459022038567
2004-05-01,77.84759832366215
2004-06-01,83.3021371199082
2004-07-01,70.32926487093154
2004-08-01,80.81063218390804
2004-09-01,76.8993710691824
2004-10-01,75.70897832817337
2004-11-01,79.76084160235207
2004-12-01,69.601250466592
2005-01-01,65.80731969860064
2005-02-01,68.70288727524205
2005-03-01,74.90525344075193
2005-04-01,62.10339187327824
2005-05-01,73.90594777562862
2005-06-01,78.04094951233505
2005-07-01,71.18693883277217
2005-08-01,79.93225574712643
2005-09-01,90.3567610062893
2005-10-01,77.81200550395597
2005-11-01,65.15674384417494
2005-12-01,68.46024636058229
2006-01-01,70.19447434517402
2006-02-01,64.4750172890733
2006-03-01,65.6703591809332
2006-04-01,66.31379132231405
2006-05-01,69.9642972275951
2006-06-01,66.64170969592656
2006-07-01,71.18693883277217
2006-08-01,72.90524425287356
2006-09-01,54.79080188679245
2006-10-01,60.98778809769522
2006-11-01,62.909959573686145
2006-12-01,60.47321761851436
2007-01-01,61.420165052027265
2007-02-01,60.247147302904565
2007-03-01,59.51376300772072
2007-04-01,61.05079201101928
2007-05-01,60.11017085751128
2007-06-01,64.88798049340218
2007-07-01,72.04461279461279
2007-08-01,69.39173850574713
2007-09-01,64.40322327044025
2007-10-01,62.039301685586516
2007-11-01,65.15674384417494
2007-12-01,63.89622993654348
2008-01-01,65.80731969860064
2008-02-01,59.19017980636238
2008-03-01,59.51376300772072
2008-04-01,72.62939049586777
2008-05-01,77.84759832366215
2008-06-01,87.68646012621916
2008-07-01,84.90972222222221
2008-08-01,74.66199712643677
2008-09-01,69.20943396226416
2008-10-01,70.4514103887169
2008-11-01,68.52692024990812
2008-12-01,63.89622993654348
2009-01-01,66.90410836024398
2009-02-01,63.41804979253112
2009-03-01,64.64425981873113
2009-04-01,63.15599173553719
2009-05-01,64.05182140554481
2009-06-01,62.2573866896156
2009-07-01,60.037177328843995
2009-08-01,64.99985632183908
2009-09-01,61.51949685534591
2009-10-01,65.1938424492604
2009-11-01,65.15674384417494
2009-12-01,63.89622993654348
2010-01-01,64.71053103695729
2010-02-01,64.4750172890733
2010-03-01,65.6703591809332
2010-04-01,62.10339187327824
2010-05-01,60.11017085751128
2010-06-01,53.488740676993686
2010-07-01,49.74508978675645
2010-08-01,48.3107040229885
2010-09-01,59.59701257861635
2010-10-01,51.52416580667355
2010-11-01,48.305861815509004
2010-12-01,50.204180664427014
2011-01-01,52.645855758880515
2011-02-01,53.90534232365145
2011-03-01,56.43546492111447
2011-04-01,51.57739325068871
2011-05-01,53.21228239845261
2011-06-01,52.611876075731494
2011-07-01,49.74508978675645
2011-08-01,50.94583333333333
2011-09-01,50.94583333333333
2011-10-01,48.36962504299966
2011-11-01,46.05907754502021
2011-12-01,44.49916013437849
2012-01-01,43.87154646573376
2012-02-01,45.44960235131397
2012-03-01,41.04397448808325
2012-04-01,45.26179407713499
2012-05-01,43.358156028368796
2012-06-01,44.72009466437177
2012-07-01,42.0260241301908
2012-08-01,43.04044540229885
2012-09-01,49.98459119496855
2012-10-01,53.627192982456144
2012-11-01,47.18246968026461
2012-12-01,43.35815602836879
2013-01-01,43.87154646573376
2013-02-01,43.3356673582296
2013-03-01,43.096173212487415
2013-04-01,45.26179407713499
2013-05-01,41.38733075435203
2013-06-01,42.0895008605852
2013-07-01,42.0260241301908
2013-08-01,44.797198275862065
2013-09-01,40.37216981132075
2013-10-01,43.11205710354317
2013-11-01,42.688901139287026
2013-12-01,41.076147816349376
2014-01-01,43.87154646573376
2014-02-01,44.392634854771785
2014-03-01,41.04397448808325
2014-04-01,39.99879476584022
2014-05-01,41.38733075435203
2014-06-01,40.335771658060814
2014-07-01,42.88369809203142
2014-08-01,41.28369252873563
2014-09-01,38.4496855345912
2014-10-01,39.95751633986928
2014-11-01,38.19533259830944
2014-12-01,36.51213139231056
2015-01-01,38.38760315751704
2015-02-01,35.9368948824343
2015-03-01,37.96567640147701
2015-04-01,37.893595041322314
2015-05-01,36.46026756931012
2015-06-01,35.95144865174986
2015-07-01,38.595328282828284
2015-08-01,36.89181034482758
2015-09-01,37.488443396226415
2015-10-01,37.85448916408669
2015-11-01,37.07194046306505
2015-12-01,36.51213139231056
2016-01-01,36.19402583423035
2016-02-01,34.87992738589212
2016-03-01,33.861278952668684
2016-04-01,34.73579545454545
2016-05-01,32.5186170212766
2016-06-01,32.44399024670109
2016-07-01,30.018588664421998
2016-08-01,30.74317528735632
2016-09-01,31.720990566037738
2016-10-01,31.545407636738908
2016-11-01,33.701764057331864
2016-12-01,31.94811496827174
2017-01-01,32.90365984930032
2017-02-01,33.82295988934993
2017-03-01,33.861278952668684
2017-04-01,34.73579545454545
2017-05-01,34.48944229529336
2017-06-01,30.690261044176705
2017-07-01,30.876262626262626
2017-08-01,30.74317528735632
2017-09-01,30.759748427672957
2017-10-01,31.545407636738908
2017-11-01,32.57837192208747
2017-12-01,31.94811496827174
2018-01-01,35.09723717258701
2018-02-01,31.70902489626556
2018-03-01,31.80908022826452
2018-04-01,32.63059573002755
2018-05-01,32.5186170212766
2018-06-01,32.44399024670109
2018-07-01,30.876262626262626
2018-08-01,31.62155172413793
2018-09-01,30.759748427672957
2018-10-01,33.6484348125215
2018-11-01,32.57837192208747
2018-12-01,30.807110862262032
2019-01-01,32.90365984930032
2019-02-01,32.765992392807746
2019-03-01,32.8351795904666
2019-04-01,34.73579545454545
2019-05-01,32.5186170212766
2019-06-01,29.813396442914513
2019-07-01,29.16091470258137
2019-08-01,32.49992816091954
2019-09-01,30.759748427672957
2019-10-01,32.5969212246302
2019-11-01,33.701764057331864
2019-12-01,29.66610675625233
2020-01-01,34.00044851094366
2020-02-01,30.652057399723375
2020-03-01,29.75688150386036
2020-04-01,16.84159779614325
2020-05-01,15.766602192134107
2020-06-01,15.783562822719448
2020-07-01,14.580457351290685
2020-08-01,14.932399425287356
2020-09-01,14.418632075471699
2020-10-01,16.82421740626075
2020-11-01,15.727489893421536
2020-12-01,14.833053378126165
2021-01-01,16.45182992465016
2021-02-01,17.96844744121715
2021-03-01,19.495887881839543
2021-04-01,19.99939738292011
2021-05-01,20.693665377176014
2021-06-01,20.167885829030407
2021-07-01,19.726501122334454
2021-08-01,20.20265804597701
2021-09-01,21.147327044025158
2021-10-01,22.081785345717236
2021-11-01,24.7146269753767
2021-12-01,21.679078014184395
2022-01-01,26.322927879440257
2022-02-01,34.87992738589212
2022-03-01,37.96567640147701
2022-04-01,38.946194903581265
2022-05-01,33.50402965828498
2022-06-01,33.32085484796328
2022-07-01,30.876262626262626
2022-08-01,29.86479885057471
2022-09-01,35.56595911949685
2022-10-01,32.5969212246302
2022-11-01,32.57837192208747
2022-12-01,30.807110862262032
2023-01-01,31.806871187656977
2023-02-01,34.87992738589212
2023-03-01,34.887378314870766
2023-04-01,36.84099517906336
2023-05-01,33.50402965828498
2023-06-01,31.567125645438896
2023-07-01,32.59161054994388
2023-08-01,32.49992816091954
2023-09-01,38.4496855345912
2023-10-01,39.95751633986928
2023-11-01,35.94854832782065
2023-12-01,35.371127286300855
2024-01-01,36.19402583423035
2024-02-01,39.10779737206086
2024-03-01,37.96567640147701
2024-04-01,42.103994490358126
2024-05-01,41.38733075435203
2024-06-01,35.95144865174986
2024-07-01,32.59161054994388
2024-08-01,36.013433908045975
2024-09-01,38.4496855345912
2024-10-01,38.90600275197799
2024-11-01,37.07194046306505
2024-12-01,36.51213139231056
2025-01-01,38.38760315751704
2025-02-01,41.22173236514523
2025-03-01,40.01787512588117
2025-04-01,45.26179407713499
2025-05-01,42.37274339136041
2025-06-01,44.72009466437177
2025-07-01,72.90228675645342
2025-08-01,51.82420977011494
2025-09-01,52.868317610062896
2025-10-01,52.575679394564844
2025-11-01,74.1438809261301
2025-12-01,112.95940649496079
