date,used car
2020-10-01,50.91480446927373
2020-11-01,47.596435546875
2020-12-01,49.38069908814589
2021-01-01,46.06781802864364
2021-02-01,47.62470542026708
2021-03-01,56.56298751950078
2021-04-01,56.41860949208992
2021-05-01,55.51328502415459
2021-06-01,53.2276119402985
2021-07-01,51.72423664122137
2021-08-01,48.75
2021-09-01,49.87762237762238
2021-10-01,50.91480446927373
2021-11-01,52.239990234375
2021-12-01,49.38069908814589
2022-01-01,48.07076663858467
2022-02-01,53.2276119402985
2022-03-01,53.78120124804992
2022-04-01,50.479808492922565
2022-05-01,47.856280193236714
2022-06-01,44.82325216025137
2022-07-01,42.64980916030534
2022-08-01,45.9375
2022-09-01,46.76027097902098
2022-10-01,50.91480446927373
2022-11-01,52.239990234375
2022-12-01,49.38069908814589
2023-01-01,46.06781802864364
2023-02-01,48.55852317360565
2023-03-01,47.290366614664585
2023-04-01,48.50020815986677
2023-05-01,46.89915458937198
2023-06-01,43.8894344069128
2023-07-01,46.27958015267175
2023-08-01,45.0
2023-09-01,46.76027097902098
2023-10-01,49.80796089385474
2023-11-01,49.918212890625
2023-12-01,50.585106382978715
2024-01-01,46.06781802864364
2024-02-01,46.69088766692851
2024-03-01,47.290366614664585
2024-04-01,46.52060782681099
2024-05-01,44.02777777777778
2024-06-01,42.95561665357423
2024-07-01,41.742366412213734
2024-08-01,45.9375
2024-09-01,46.76027097902098
2024-10-01,49.80796089385474
2024-11-01,51.0791015625
2024-12-01,49.38069908814589
2025-01-01,46.06781802864364
2025-02-01,45.75706991358994
2025-03-01,50.07215288611544
2025-04-01,50.479808492922565
2025-05-01,44.02777777777778
2025-06-01,44.82325216025137
2025-07-01,53.539122137404576
2025-08-01,51.5625
2025-09-01,51.95585664335665
2025-10-01,55.342178770949715
2025-11-01,58.04443359375
2025-12-01,67.44680851063829
