date,internet savings
2013-08-01,19.400616332819723
2013-09-01,19.19359756097561
2013-10-01,21.421672555948174
2013-11-01,22.089473684210525
2013-12-01,19.335772357723577
2014-01-01,22.118577075098816
2014-02-01,19.123021582733813
2014-03-01,25.57134433962264
2014-04-01,20.229071537290718
2014-05-01,22.85947712418301
2014-06-01,21.859375
2014-07-01,22.46100917431193
2014-08-01,18.32280431432974
2014-09-01,18.127286585365855
2014-10-01,19.773851590106005
2014-11-01,23.00986842105263
2014-12-01,17.0609756097561
2015-01-01,14.745718050065877
2015-02-01,21.13597122302158
2015-03-01,20.622051886792452
2015-04-01,15.970319634703198
2015-05-01,17.14460784313726
2015-06-01,14.20859375
2015-07-01,19.252293577981654
2015-08-01,15.089368258859785
2015-09-01,17.0609756097561
2015-10-01,17.302120141342755
2015-11-01,20.248684210526317
2015-12-01,18.198373983739838
2016-01-01,14.745718050065877
2016-02-01,18.116546762589927
2016-03-01,18.972287735849058
2016-04-01,19.164383561643838
2016-05-01,26.28839869281046
2016-06-01,21.859375
2016-07-01,19.252293577981654
2016-08-01,15.089368258859785
2016-09-01,21.326219512195124
2016-10-01,17.302120141342755
2016-11-01,18.407894736842106
2016-12-01,20.473170731707317
2017-01-01,23.040184453227933
2017-02-01,24.155395683453236
2017-03-01,21.44693396226415
2017-04-01,25.552511415525117
2017-05-01,28.574346405228763
2017-06-01,22.95234375
2017-07-01,33.156727828746185
2017-08-01,24.789676425269647
2017-09-01,28.790396341463417
2017-10-01,26.365135453474675
2017-11-01,23.930263157894736
2017-12-01,27.297560975609755
2018-01-01,19.353754940711465
2018-02-01,22.142446043165467
2018-03-01,21.44693396226415
2018-04-01,25.552511415525117
2018-05-01,26.28839869281046
2018-06-01,20.76640625
2018-07-01,19.252293577981654
2018-08-01,16.167180277349768
2018-09-01,21.326219512195124
2018-10-01,18.949941107184923
2018-11-01,18.407894736842106
2018-12-01,23.885365853658538
2019-01-01,19.353754940711465
2019-02-01,19.123021582733813
2019-03-01,20.622051886792452
2019-04-01,20.229071537290718
2019-05-01,25.14542483660131
2019-06-01,18.58046875
2019-07-01,21.391437308868504
2019-08-01,22.63405238828968
2019-09-01,21.326219512195124
2019-10-01,19.773851590106005
2019-11-01,22.089473684210525
2019-12-01,23.885365853658538
2020-01-01,21.1969696969697
2020-02-01,21.13597122302158
2020-03-01,19.797169811320757
2020-04-01,26.617199391171997
2020-05-01,22.85947712418301
2020-06-01,21.859375
2020-07-01,23.530581039755354
2020-08-01,21.556240369799692
2020-09-01,22.39253048780488
2020-10-01,19.773851590106005
2020-11-01,20.248684210526317
2020-12-01,22.7479674796748
2021-01-01,18.432147562582347
2021-02-01,20.1294964028777
2021-03-01,20.622051886792452
2021-04-01,25.552511415525117
2021-05-01,26.28839869281046
2021-06-01,19.673437500000002
2021-07-01,17.113149847094803
2021-08-01,15.089368258859785
2021-09-01,22.39253048780488
2021-10-01,18.949941107184923
2021-11-01,23.930263157894736
2021-12-01,22.7479674796748
2022-01-01,22.118577075098816
2022-02-01,31.20071942446043
2022-03-01,30.52063679245283
2022-04-01,34.07001522070016
2022-05-01,35.43218954248366
2022-06-01,24.0453125
2022-07-01,22.46100917431193
2022-08-01,23.71186440677966
2022-09-01,30.92301829268293
2022-10-01,27.189045936395758
2022-11-01,33.13421052631579
2022-12-01,32.984552845528455
2023-01-01,26.726613965744402
2023-02-01,33.2136690647482
2023-03-01,37.11969339622642
2023-04-01,39.39345509893455
2023-05-01,37.71813725490197
2023-06-01,24.0453125
2023-07-01,25.669724770642205
2023-08-01,25.867488443759633
2023-09-01,34.1219512195122
2023-10-01,31.308598351001176
2023-11-01,33.13421052631579
2023-12-01,30.709756097560977
2024-01-01,26.726613965744402
2024-02-01,36.233093525179854
2024-03-01,32.170400943396224
2024-04-01,40.458143074581436
2024-05-01,35.43218954248366
2024-06-01,24.0453125
2024-07-01,23.530581039755354
2024-08-01,26.945300462249616
2024-09-01,35.18826219512195
2024-10-01,29.660777385159008
2024-11-01,33.13421052631579
2024-12-01,29.572357723577237
2025-01-01,29.491436100131754
2025-02-01,36.233093525179854
2025-03-01,34.64504716981132
2025-04-01,45.78158295281584
2025-05-01,45.71895424836602
2025-06-01,38.25390625
2025-07-01,73.80045871559633
2025-08-01,59.279661016949156
2025-09-01,73.57545731707317
2025-10-01,54.378091872791515
2025-11-01,72.71118421052631
2025-12-01,92.12926829268294
