date,free samples
2015-12-01,26.19878048780488
2016-01-01,27.200794621026894
2016-02-01,24.814036222509706
2016-03-01,23.698841698841697
2016-04-01,23.698841698841697
2016-05-01,24.31083650190114
2016-06-01,24.12735849056604
2016-07-01,25.140473300970875
2016-08-01,23.768587360594797
2016-09-01,22.799418604651166
2016-10-01,22.327380952380953
2016-11-01,24.044871794871792
2016-12-01,24.951219512195124
2017-01-01,23.4489608801956
2017-02-01,23.821474773609317
2017-03-01,21.723938223938223
2017-04-01,21.723938223938223
2017-05-01,20.421102661596958
2017-06-01,21.232075471698113
2017-07-01,22.34708737864078
2017-08-01,21.867100371747213
2017-09-01,20.81686046511628
2017-10-01,21.3125
2017-11-01,21.858974358974358
2017-12-01,23.703658536585365
2018-01-01,21.573044009779952
2018-02-01,18.858667529107375
2018-03-01,19.74903474903475
2018-04-01,18.76158301158301
2018-05-01,18.476235741444867
2018-06-01,18.33679245283019
2018-07-01,17.691444174757283
2018-08-01,18.064126394052046
2018-09-01,17.843023255813954
2018-10-01,18.267857142857142
2018-11-01,17.487179487179485
2018-12-01,19.960975609756098
2019-01-01,18.75916870415648
2019-02-01,16.8735446313066
2019-03-01,15.799227799227799
2019-04-01,14.811776061776062
2019-05-01,14.586501901140684
2019-06-01,15.441509433962265
2019-07-01,15.829186893203884
2019-08-01,15.21189591078067
2019-09-01,14.86918604651163
2019-10-01,15.223214285714285
2019-11-01,15.30128205128205
2019-12-01,16.21829268292683
2020-01-01,15.007334963325183
2020-02-01,14.888421733505822
2020-03-01,13.824324324324325
2020-04-01,13.824324324324325
2020-05-01,12.641634980988593
2020-06-01,11.581132075471698
2020-07-01,11.17354368932039
2020-08-01,11.408921933085503
2020-09-01,10.904069767441861
2020-10-01,11.163690476190476
2020-11-01,12.022435897435896
2020-12-01,13.723170731707317
2021-01-01,10.317542787286063
2021-02-01,9.925614489003882
2021-03-01,8.887065637065637
2021-04-01,8.887065637065637
2021-05-01,9.724334600760455
2021-06-01,8.685849056603773
2021-07-01,9.31128640776699
2021-08-01,9.50743494423792
2021-09-01,8.921511627906977
2021-10-01,9.133928571428571
2021-11-01,9.83653846153846
2021-12-01,9.980487804878049
2022-01-01,10.317542787286063
2022-02-01,10.91817593790427
2022-03-01,10.861969111969112
2022-04-01,10.861969111969112
2022-05-01,10.6967680608365
2022-06-01,8.685849056603773
2022-07-01,9.31128640776699
2022-08-01,9.50743494423792
2022-09-01,8.921511627906977
2022-10-01,10.148809523809524
2022-11-01,9.83653846153846
2022-12-01,11.228048780487805
2023-01-01,10.317542787286063
2023-02-01,9.925614489003882
2023-03-01,9.874517374517374
2023-04-01,8.887065637065637
2023-05-01,8.75190114068441
2023-06-01,8.685849056603773
2023-07-01,9.31128640776699
2023-08-01,8.556691449814128
2023-09-01,9.912790697674419
2023-10-01,10.148809523809524
2023-11-01,10.929487179487179
2023-12-01,11.228048780487805
2024-01-01,10.317542787286063
2024-02-01,9.925614489003882
2024-03-01,8.887065637065637
2024-04-01,9.874517374517374
2024-05-01,7.779467680608365
2024-06-01,8.685849056603773
2024-07-01,9.31128640776699
2024-08-01,8.556691449814128
2024-09-01,8.921511627906977
2024-10-01,9.133928571428571
2024-11-01,8.743589743589743
2024-12-01,9.980487804878049
2025-01-01,9.37958435207824
2025-02-01,8.933053040103495
2025-03-01,8.887065637065637
2025-04-01,8.887065637065637
2025-05-01,8.75190114068441
2025-06-01,9.650943396226415
2025-07-01,12.104672330097088
2025-08-01,10.458178438661712
2025-09-01,8.921511627906977
2025-10-01,9.133928571428571
2025-11-01,10.929487179487179
2025-12-01,13.723170731707317
