date,meal planning
2018-12-01,57.096613545816744
2019-01-01,59.17879353233831
2019-02-01,55.194679054054056
2019-03-01,54.24749772520473
2019-04-01,53.66156615661566
2019-05-01,52.259069767441865
2019-06-01,53.96589817483189
2019-07-01,50.47484276729559
2019-08-01,56.12881219903692
2019-09-01,52.06980656013457
2019-10-01,49.288785046728975
2019-11-01,42.79666011787819
2019-12-01,50.24501992031873
2020-01-01,53.47481343283582
2020-02-01,49.38471283783784
2020-03-01,38.59918107370337
2020-04-01,42.31008100810081
2020-05-01,43.726976744186054
2020-06-01,42.95244956772334
2020-07-01,46.354447439353095
2020-08-01,45.087078651685395
2020-09-01,42.42724978973928
2020-10-01,42.859813084112155
2020-11-01,37.165520628683694
2020-12-01,43.39342629482073
2021-01-01,41.35385572139303
2021-02-01,39.701435810810814
2021-03-01,39.642402183803455
2021-04-01,40.24617461746175
2021-05-01,39.46093023255814
2021-06-01,39.648414985590776
2021-07-01,38.1136567834681
2021-08-01,34.965489566613165
2021-09-01,36.6417157275021
2021-10-01,36.43084112149533
2021-11-01,37.165520628683694
2021-12-01,38.825697211155386
2022-01-01,47.05783582089552
2022-02-01,48.41638513513514
2022-03-01,52.16105550500455
2022-04-01,49.53375337533754
2022-05-01,45.86000000000001
2022-06-01,47.35782901056676
2022-07-01,48.41464510332435
2022-08-01,47.84751203852328
2022-09-01,45.320016820857866
2022-10-01,46.07429906542056
2022-11-01,43.92288801571709
2022-12-01,44.53535856573706
2023-01-01,45.6318407960199
2023-02-01,43.57474662162162
2023-03-01,44.85850773430391
2023-04-01,44.37398739873988
2023-05-01,45.86000000000001
2023-06-01,40.74975984630163
2023-07-01,44.29424977538185
2023-08-01,41.406500802568225
2023-09-01,41.462994112699754
2023-10-01,43.93130841121496
2023-11-01,46.17534381139489
2023-12-01,45.6772908366534
2024-01-01,42.77985074626866
2024-02-01,42.60641891891892
2024-03-01,42.77206551410373
2024-04-01,41.27812781278128
2024-05-01,42.66046511627907
2024-06-01,39.648414985590776
2024-07-01,39.14375561545373
2024-08-01,37.72592295345105
2024-09-01,40.49873843566022
2024-10-01,41.78831775700935
2024-11-01,51.80648330058939
2024-12-01,66.23207171314742
2025-01-01,42.06685323383085
2025-02-01,46.47972972972973
2025-03-01,47.98817106460419
2025-04-01,48.501800180018
2025-05-01,49.059534883720936
2025-06-01,60.57396733909702
2025-07-01,69.01662174303684
2025-08-01,69.93097913322633
2025-09-01,72.31917577796469
2025-10-01,67.50420560747664
2025-11-01,72.07858546168958
2025-12-01,70.79980079681276
