date,budget planner
2010-02-01,73.02846003898635
2010-03-01,74.71621034332898
2010-04-01,70.77793361383824
2010-05-01,76.38971583220568
2010-06-01,66.37129745515227
2010-07-01,54.53467561521252
2010-08-01,50.599924156238146
2010-09-01,41.35455974842767
2010-10-01,37.78159509202453
2010-11-01,39.52759948652118
2010-12-01,29.83720930232558
2011-01-01,37.55121951219512
2011-02-01,40.015594541910325
2011-03-01,39.03085614950021
2011-04-01,41.98690977092099
2011-05-01,46.29679747406405
2011-06-01,44.96120150187734
2011-07-01,41.14019388516033
2011-08-01,39.89609404626469
2011-09-01,39.33726415094339
2011-10-01,37.78159509202453
2011-11-01,37.331621737270005
2011-12-01,30.74136715997181
2012-01-01,32.68346883468835
2012-02-01,33.01286549707602
2012-03-01,41.261190786614506
2012-04-01,41.98690977092099
2012-05-01,39.35227785295444
2012-06-01,39.60867751355861
2012-07-01,38.26994780014914
2012-08-01,43.78839590443686
2012-09-01,44.380503144654085
2012-10-01,40.93006134969325
2012-11-01,37.331621737270005
2012-12-01,28.93305144467935
2013-01-01,35.4650406504065
2013-02-01,40.015594541910325
2013-03-01,37.91568883094306
2013-04-01,39.58765778401122
2013-05-01,38.19485791610284
2013-06-01,35.326658322903626
2013-07-01,38.26994780014914
2013-08-01,38.92301858172165
2013-09-01,34.2940251572327
2013-10-01,32.53415132924335
2013-11-01,32.93966623876765
2013-12-01,31.645525017618038
2014-01-01,36.16043360433604
2014-02-01,34.01325536062378
2014-03-01,35.685354193828765
2014-04-01,41.98690977092099
2014-05-01,38.19485791610284
2014-06-01,36.39716312056737
2014-07-01,37.313199105145415
2014-08-01,32.111490329920365
2014-09-01,31.268081761006286
2014-10-01,28.336196319018402
2014-11-01,31.84167736414206
2014-12-01,26.220577871740662
2015-01-01,25.729539295392954
2015-02-01,32.01247563352826
2015-03-01,34.57018687527162
2015-04-01,37.188405797101446
2015-05-01,35.880018042399634
2015-06-01,34.25615352523988
2015-07-01,32.52945563012677
2015-08-01,35.03071672354949
2015-09-01,33.285377358490564
2015-10-01,30.435173824130874
2015-11-01,34.03765511339324
2015-12-01,30.74136715997181
2016-01-01,24.338753387533874
2016-02-01,27.01052631578947
2016-03-01,25.648848326814424
2016-04-01,31.19027582982702
2016-05-01,28.935498421290028
2016-06-01,28.90362953692115
2016-07-01,25.83221476510067
2016-08-01,26.273037542662113
2016-09-01,22.190251572327043
2016-10-01,28.336196319018402
2016-11-01,31.84167736414206
2016-12-01,32.54968287526427
2017-01-01,31.988075880758807
2017-02-01,31.0120857699805
2017-03-01,37.91568883094306
2017-04-01,37.188405797101446
2017-05-01,34.72259810554804
2017-06-01,32.11514392991239
2017-07-01,38.26994780014914
2017-08-01,36.97686765263557
2017-09-01,36.31132075471698
2017-10-01,36.732106339468295
2017-11-01,40.62558836114677
2017-12-01,38.878787878787875
2018-01-01,38.9420054200542
2018-02-01,37.01442495126705
2018-03-01,36.80052151238591
2018-04-01,37.188405797101446
2018-05-01,35.880018042399634
2018-06-01,33.18564872757614
2018-07-01,34.442953020134226
2018-08-01,35.03071672354949
2018-09-01,35.30267295597484
2018-10-01,35.68261758691206
2018-11-01,36.23363286264441
2018-12-01,44.30373502466526
2019-01-01,41.72357723577235
2019-02-01,35.01364522417153
2019-03-01,34.57018687527162
2019-04-01,32.3899018232819
2019-05-01,32.40775823184483
2019-06-01,32.11514392991239
2019-07-01,37.313199105145415
2019-08-01,38.92301858172165
2019-09-01,37.31996855345912
2019-10-01,35.68261758691206
2019-11-01,38.42961061189559
2019-12-01,50.632840028188866
2020-01-01,47.982113821138206
2020-02-01,40.015594541910325
2020-03-01,26.764015645371572
2020-04-01,27.591397849462364
2020-05-01,27.778078484438428
2020-06-01,31.04463913224864
2020-07-01,31.57270693512304
2020-08-01,35.03071672354949
2020-09-01,37.31996855345912
2020-10-01,36.732106339468295
2020-11-01,37.331621737270005
2020-12-01,45.207892882311484
2021-01-01,43.11436314363144
2021-02-01,38.01481481481481
2021-03-01,34.57018687527162
2021-04-01,33.58952781673679
2021-05-01,33.565178168696434
2021-06-01,32.11514392991239
2021-07-01,37.313199105145415
2021-08-01,36.97686765263557
2021-09-01,44.380503144654085
2021-10-01,44.078527607361956
2021-11-01,45.01754385964912
2021-12-01,44.30373502466526
2022-01-01,45.200542005420054
2022-02-01,45.017543859649116
2022-03-01,45.721860060843106
2022-04-01,49.1846657316503
2022-05-01,42.82453766350924
2022-06-01,47.10221109720484
2022-07-01,45.92393736017897
2022-08-01,47.68069776260902
2022-09-01,42.36320754716981
2022-10-01,41.97955010224948
2022-11-01,41.72357723577236
2022-12-01,52.441155743481325
2023-01-01,47.28672086720867
2023-02-01,41.015984405458084
2023-03-01,36.80052151238591
2023-04-01,41.98690977092099
2023-05-01,40.50969778980604
2023-06-01,46.03170629954109
2023-07-01,44.96718866517524
2023-08-01,40.86916951080774
2023-09-01,40.34591194968553
2023-10-01,39.88057259713701
2023-11-01,42.821566110397946
2023-12-01,51.53699788583509
2024-01-01,45.89593495934959
2024-02-01,41.015984405458084
2024-03-01,36.80052151238591
2024-04-01,41.98690977092099
2024-05-01,38.19485791610284
2024-06-01,34.25615352523988
2024-07-01,36.35645041014168
2024-08-01,36.003792188092525
2024-09-01,34.2940251572327
2024-10-01,35.68261758691206
2024-11-01,39.52759948652118
2024-12-01,50.632840028188866
2025-01-01,39.637398373983736
2025-02-01,30.011695906432745
2025-03-01,37.91568883094306
2025-04-01,33.58952781673679
2025-05-01,32.40775823184483
2025-06-01,31.04463913224864
2025-07-01,40.1834451901566
2025-08-01,36.97686765263557
2025-09-01,37.31996855345912
2025-10-01,39.88057259713701
2025-11-01,40.62558836114677
2025-12-01,51.53699788583509
