date,garage sale
2004-01-01,30.59317691477886
2004-02-01,28.953420112302194
2004-03-01,32.62568306010929
2004-04-01,31.602181771236772
2004-05-01,31.15720808871494
2004-06-01,28.69742850276376
2004-07-01,34.083890281258704
2004-08-01,42.115560165975104
2004-09-01,32.01095281862745
2004-10-01,28.746851851851858
2004-11-01,28.689807789580172
2004-12-01,24.123232323232322
2005-01-01,28.983009708737868
2005-02-01,28.953420112302194
2005-03-01,28.275591985428054
2005-04-01,32.37296669248645
2005-05-01,31.806316590563167
2005-06-01,30.132299927901947
2005-07-01,34.083890281258704
2005-08-01,28.90283540802213
2005-09-01,31.096354166666668
2005-10-01,27.64120370370371
2005-11-01,28.689807789580172
2005-12-01,24.123232323232322
2006-01-01,28.983009708737868
2006-02-01,25.90569167942828
2006-03-01,27.188069216757743
2006-04-01,30.831396849987094
2006-05-01,30.50809958686671
2006-06-01,27.262557077625573
2006-07-01,32.42126148705096
2006-08-01,29.728630705394192
2006-09-01,28.352558210784316
2006-10-01,28.746851851851858
2006-11-01,24.15983813859383
2006-12-01,26.133501683501684
2007-01-01,25.762675296655882
2007-02-01,24.38182746299132
2007-03-01,31.53816029143898
2007-04-01,32.37296669248645
2007-05-01,34.40275059795608
2007-06-01,30.849735640471042
2007-07-01,33.25257588415484
2007-08-01,33.03181189488244
2007-09-01,33.84015012254902
2007-10-01,29.852500000000006
2007-11-01,28.689807789580172
2007-12-01,26.133501683501684
2008-01-01,27.372842502696873
2008-02-01,28.953420112302194
2008-03-01,30.450637522768673
2008-04-01,33.14375161373613
2008-05-01,34.40275059795608
2008-06-01,32.28460706560923
2008-07-01,34.083890281258704
2008-08-01,33.8576071922545
2008-09-01,32.01095281862745
2008-10-01,33.16944444444445
2008-11-01,30.199797673242287
2008-12-01,30.1540404040404
2009-01-01,32.20334412081985
2009-02-01,33.52501276161307
2009-03-01,35.88825136612022
2009-04-01,34.68532145623548
2009-05-01,34.40275059795608
2009-06-01,36.589221341023794
2009-07-01,34.91520467836258
2009-08-01,49.54771784232366
2009-09-01,40.24234068627451
2009-10-01,34.2750925925926
2009-11-01,36.23975720789075
2009-12-01,30.1540404040404
2010-01-01,33.81351132686085
2010-02-01,32.00114854517611
2010-03-01,39.15081967213115
2010-04-01,40.8516008262329
2010-05-01,33.75364209610785
2010-06-01,33.00204277817832
2010-07-01,35.74651907546645
2010-08-01,36.33499308437068
2010-09-01,32.01095281862745
2010-10-01,33.16944444444445
2010-11-01,31.709787556904402
2010-12-01,30.1540404040404
2011-01-01,37.03384573894283
2011-02-01,36.57274119448698
2011-03-01,39.15081967213115
2011-04-01,43.16395558998193
2011-05-01,43.49026962383127
2011-06-01,43.76357846671473
2011-07-01,45.7222918407129
2011-08-01,40.46396957123098
2011-09-01,45.72993259803922
2011-10-01,40.90898148148149
2011-11-01,40.769726858877085
2011-12-01,42.215656565656566
2012-01-01,38.64401294498382
2012-02-01,39.6204696273609
2012-03-01,43.50091074681239
2012-04-01,48.55945003872967
2012-05-01,47.38492063492063
2012-06-01,47.35075702956021
2012-07-01,45.7222918407129
2012-08-01,46.244536652835414
2012-09-01,51.21752450980392
2012-10-01,47.54287037037038
2012-11-01,45.29969650986343
2012-12-01,42.215656565656566
2013-01-01,41.86434735706581
2013-02-01,47.23979070954569
2013-03-01,52.20109289617487
2013-04-01,53.95494448747741
2013-05-01,56.47243966079583
2013-06-01,55.24254986782024
2013-07-01,50.71017822333612
2013-08-01,52.8508990318119
2013-09-01,53.0467218137255
2013-10-01,55.28240740740742
2013-11-01,52.849645928174006
2013-12-01,50.25673400673401
2014-01-01,56.355852211434744
2014-02-01,53.335247575293515
2014-03-01,56.55118397085611
2014-04-01,56.26729925122645
2014-05-01,62.31441617742988
2014-06-01,58.11229271809661
2014-07-01,57.360693400167094
2014-08-01,56.15408022130014
2014-09-01,53.96132046568628
2014-10-01,57.493703703703716
2014-11-01,54.35963581183612
2014-12-01,54.277272727272724
2015-01-01,61.18635382955772
2015-02-01,54.85911179173047
2015-03-01,59.813752276867035
2015-04-01,61.66279369997419
2015-05-01,61.01619917373342
2015-06-01,58.11229271809661
2015-07-01,59.023322194374835
2015-08-01,59.457261410788384
2015-09-01,57.61971507352941
2015-10-01,59.70500000000001
2015-11-01,54.35963581183612
2015-12-01,58.29781144781145
2016-01-01,74.06769147788566
2016-02-01,67.05002552322614
2016-03-01,64.16384335154828
2016-04-01,68.59985799122128
2016-05-01,61.66530767558165
2016-06-01,63.134342706080275
2016-07-01,61.51726538568644
2016-08-01,55.32828492392808
2016-09-01,64.0219056372549
2016-10-01,61.91629629629631
2016-11-01,58.88960546282246
2016-12-01,66.33888888888889
2017-01-01,64.4066882416397
2017-02-01,62.47843287391526
2017-03-01,66.33888888888889
2017-04-01,67.05828814872193
2017-05-01,64.91085018482279
2017-06-01,62.416906993511176
2017-07-01,62.34857978279032
2017-08-01,66.06362378976488
2017-09-01,58.5343137254902
2017-10-01,61.91629629629631
2017-11-01,63.419575113808804
2017-12-01,64.32861952861953
2018-01-01,61.18635382955772
2018-02-01,60.954568657478305
2018-03-01,64.16384335154828
2018-04-01,60.12122385747483
2018-05-01,59.068873668188736
2018-06-01,58.82972843066571
2018-07-01,54.86675020885548
2018-08-01,59.457261410788384
2018-09-01,57.61971507352941
2018-10-01,56.38805555555557
2018-11-01,57.379615579160344
2018-12-01,64.32861952861953
2019-01-01,62.796521035598715
2019-02-01,65.52616130678918
2019-03-01,67.4264116575592
2019-04-01,56.26729925122645
2019-05-01,56.47243966079583
2019-06-01,58.11229271809661
2019-07-01,54.86675020885548
2019-08-01,53.67669432918396
2019-09-01,55.790517769607845
2019-10-01,55.28240740740742
2019-11-01,58.88960546282246
2019-12-01,60.3080808080808
2020-01-01,56.355852211434744
2020-02-01,59.43070444104134
2020-03-01,33.7132058287796
2020-04-01,20.811192873741287
2020-05-01,25.315231572080886
2020-06-01,38.74152847873108
2020-07-01,44.89097744360903
2020-08-01,43.767150760719225
2020-09-01,45.72993259803922
2020-10-01,50.859814814814825
2020-11-01,52.849645928174006
2020-12-01,56.287542087542086
2021-01-01,48.30501618122978
2021-02-01,48.76365492598264
2021-03-01,45.67595628415301
2021-04-01,47.788665117479994
2021-05-01,43.49026962383127
2021-06-01,45.198449891852924
2021-07-01,47.38492063492064
2021-08-01,47.070331950207475
2021-09-01,52.13212316176471
2021-10-01,53.07111111111112
2021-11-01,55.869625695498236
2021-12-01,56.287542087542086
2022-01-01,53.135517799352755
2022-02-01,56.38297600816743
2022-03-01,50.02604735883425
2022-04-01,49.33023495997935
2022-05-01,49.332246140465315
2022-06-01,52.37280701754386
2022-07-01,50.71017822333612
2022-08-01,46.244536652835414
2022-09-01,48.473728553921575
2022-10-01,55.28240740740742
2022-11-01,46.809686393525546
2022-12-01,48.246464646464645
2023-01-01,49.91518338727077
2023-02-01,54.85911179173047
2023-03-01,45.67595628415301
2023-04-01,47.017880196230315
2023-05-01,48.68313763861709
2023-06-01,51.655371304974764
2023-07-01,46.55360623781677
2023-08-01,38.81237897648686
2023-09-01,45.72993259803922
2023-10-01,42.01462962962964
2023-11-01,45.29969650986343
2023-12-01,44.22592592592592
2024-01-01,43.4745145631068
2024-02-01,42.668198060234815
2024-03-01,40.23834244080146
2024-04-01,40.8516008262329
2024-05-01,42.19205262013481
2024-06-01,40.17639990386927
2024-07-01,34.91520467836258
2024-08-01,35.50919778699862
2024-09-01,37.49854473039216
2024-10-01,39.80333333333334
2024-11-01,43.789706626201315
2024-12-01,40.205387205387204
2025-01-01,38.64401294498382
2025-02-01,42.668198060234815
2025-03-01,41.32586520947177
2025-04-01,37.76846114123419
2025-05-01,42.84116112198304
2025-06-01,43.04614275414564
2025-07-01,39.9030910609858
2025-08-01,40.46396957123098
2025-09-01,38.41314338235294
2025-10-01,42.01462962962964
2025-11-01,55.869625695498236
2025-12-01,56.287542087542086
