date,clothing swap
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,51.64645350973906
2006-07-01,61.95133408493047
2006-08-01,0.0
2006-09-01,44.49680779569892
2006-10-01,36.76870748299319
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,37.764996591683705
2007-04-01,47.45609981515712
2007-05-01,39.96871444823663
2007-06-01,37.741639103270856
2007-07-01,42.655016910935736
2007-08-01,0.0
2007-09-01,48.1292002688172
2007-10-01,27.576530612244895
2007-11-01,0.0
2007-12-01,42.773381294964025
2008-01-01,57.1260162601626
2008-02-01,47.25009502090459
2008-03-01,47.89706884798909
2008-04-01,53.28404189772027
2008-05-01,38.943875616230564
2008-06-01,38.7348401323043
2008-07-01,43.6706125516723
2008-08-01,49.37453392990306
2008-09-01,57.2101814516129
2008-10-01,43.203231292517
2008-11-01,57.19576719576719
2008-12-01,40.1810551558753
2009-01-01,45.04166666666667
2009-02-01,62.65773470163435
2009-03-01,68.16121336059986
2009-04-01,60.777110289587185
2009-05-01,76.86291240045506
2009-06-01,95.34729878721058
2009-07-01,57.88895152198421
2009-08-01,100.76435495898583
2009-09-01,52.66969086021505
2009-10-01,56.99149659863945
2009-11-01,63.79527879527879
2009-12-01,33.700239808153476
2010-01-01,56.02743902439025
2010-02-01,78.06537438236411
2010-03-01,58.95023858214042
2010-04-01,55.78173136167591
2010-05-01,61.49032992036405
2010-06-01,42.70764424843807
2010-07-01,51.79537767756482
2010-08-01,74.56562266964951
2010-09-01,39.0482190860215
2010-10-01,71.69897959183673
2010-11-01,52.79609279609279
2010-12-01,86.84292565947241
2011-01-01,61.520325203252035
2011-02-01,80.11972633979474
2011-03-01,67.24011588275391
2011-04-01,52.45147874306839
2011-05-01,66.61452408039439
2011-06-01,63.56486585814039
2011-07-01,48.748590755355124
2011-08-01,52.39746457867263
2011-09-01,61.750672043010745
2011-10-01,61.5875850340136
2011-11-01,67.09503459503459
2011-12-01,53.142685851318944
2012-01-01,75.80182926829269
2012-02-01,54.44032687191181
2012-03-01,45.13377641445126
2012-04-01,59.111983980283426
2012-05-01,62.515168752370116
2012-06-01,50.65325248070562
2012-07-01,56.87335588124765
2012-08-01,64.48918717375093
2012-09-01,71.73975134408602
2012-10-01,58.82993197278911
2012-11-01,50.596255596255595
2012-12-01,47.958033573141485
2013-01-01,62.618902439024396
2013-02-01,57.52185480805776
2013-03-01,52.50255623721881
2013-04-01,58.27942082563155
2013-05-01,53.291619264315514
2013-06-01,46.680448364571845
2013-07-01,50.77978203682826
2013-08-01,59.450969425801645
2013-09-01,48.1292002688172
2013-10-01,46.880102040816325
2013-11-01,52.79609279609279
2013-12-01,55.73501199040767
2014-01-01,61.520325203252035
2014-02-01,56.49467882934245
2014-03-01,57.108043626448534
2014-04-01,45.79097350585336
2014-05-01,47.142586272279104
2014-06-01,46.680448364571845
2014-07-01,41.63942127019917
2014-08-01,48.3668903803132
2014-09-01,49.03729838709677
2014-10-01,43.203231292517
2014-11-01,48.3964183964184
2014-12-01,37.588729016786566
2015-01-01,49.4359756097561
2015-02-01,47.25009502090459
2015-03-01,39.6071915473756
2015-04-01,42.46072088724584
2015-05-01,53.291619264315514
2015-06-01,40.721242190371186
2015-07-01,40.62382562946261
2015-08-01,45.34395973154363
2015-09-01,41.77251344086021
2015-10-01,41.36479591836734
2015-11-01,39.59706959706959
2015-12-01,31.107913669064747
2016-01-01,47.238821138211385
2016-02-01,50.33162295705054
2016-03-01,44.212678936605315
2016-04-01,45.79097350585336
2016-05-01,45.09290860826697
2016-06-01,37.741639103270856
2016-07-01,44.68620819240887
2016-08-01,40.30574198359433
2016-09-01,36.32392473118279
2016-10-01,37.68792517006803
2016-11-01,46.19658119658119
2016-12-01,40.1810551558753
2017-01-01,49.4359756097561
2017-02-01,39.032687191182056
2017-03-01,48.81816632583504
2017-04-01,48.288662969808996
2017-05-01,44.068069776260906
2017-06-01,40.721242190371186
2017-07-01,39.608229988726045
2017-08-01,40.30574198359433
2017-09-01,40.86441532258064
2017-10-01,34.011054421768705
2017-11-01,41.796906796906796
2017-12-01,41.47721822541966
2018-01-01,49.4359756097561
2018-02-01,49.30444697833522
2018-03-01,40.52828902522154
2018-04-01,40.79559457794208
2018-05-01,38.943875616230564
2018-06-01,29.796030871003307
2018-07-01,34.53025178504321
2018-08-01,40.30574198359433
2018-09-01,31.78343413978494
2018-10-01,40.445578231292515
2018-11-01,39.59706959706959
2018-12-01,37.588729016786566
2019-01-01,56.02743902439025
2019-02-01,44.16856708475864
2019-03-01,46.0548738922972
2019-04-01,44.1258471965496
2019-05-01,39.96871444823663
2019-06-01,39.72804116133774
2019-07-01,41.63942127019917
2019-08-01,43.32867263236391
2019-09-01,37.23202284946236
2019-10-01,38.607142857142854
2019-11-01,40.696988196988194
2019-12-01,37.588729016786566
2020-01-01,49.4359756097561
2020-02-01,40.05986316989737
2020-03-01,26.71182685753238
2020-04-01,16.651263093037585
2020-05-01,20.49677664012135
2020-06-01,21.850422638735758
2020-07-01,27.42108229988726
2020-08-01,24.1834451901566
2020-09-01,19.070060483870964
2020-10-01,21.142006802721088
2020-11-01,16.498778998779
2020-12-01,18.1462829736211
2021-01-01,15.380081300813009
2021-02-01,18.489167616875708
2021-03-01,23.948534423994545
2021-04-01,19.981515711645102
2021-05-01,28.69548729616989
2021-06-01,25.82322675486953
2021-07-01,28.436677940623824
2021-08-01,29.221662938105894
2021-09-01,29.059139784946233
2021-10-01,33.09183673469388
2021-11-01,31.897639397639395
2021-12-01,36.2925659472422
2022-01-01,26.365853658536587
2022-02-01,30.815279361459517
2022-03-01,36.843899113837765
2022-04-01,32.46996303142329
2022-05-01,37.919036784224495
2022-06-01,33.76883498713708
2022-07-01,36.56144306651635
2022-08-01,35.26752423564504
2022-09-01,36.32392473118279
2022-10-01,39.52636054421768
2022-11-01,49.49633699633699
2022-12-01,41.47721822541966
2023-01-01,40.64735772357724
2023-02-01,31.842455340174833
2023-03-01,46.0548738922972
2023-04-01,46.62353666050524
2023-05-01,44.068069776260906
2023-06-01,44.69404630650496
2023-07-01,39.608229988726045
2023-08-01,44.33631618195377
2023-09-01,39.0482190860215
2023-10-01,52.3954081632653
2023-11-01,43.996743996743994
2023-12-01,53.142685851318944
2024-01-01,45.04166666666667
2024-02-01,51.35879893576586
2024-03-01,46.0548738922972
2024-04-01,54.94916820702403
2024-05-01,44.068069776260906
2024-06-01,46.680448364571845
2024-07-01,37.57703870725291
2024-08-01,47.35924683072334
2024-09-01,50.853494623655905
2024-10-01,50.55697278911564
2024-11-01,49.49633699633699
2024-12-01,49.25419664268585
2025-01-01,52.73170731707317
2025-02-01,61.630558722919034
2025-03-01,67.24011588275391
2025-04-01,75.76324707332101
2025-05-01,57.39097459233978
2025-06-01,65.55126791620728
2025-07-01,74.13848177376926
2025-08-01,61.46625652498136
2025-09-01,66.2911626344086
2025-10-01,65.26445578231292
2025-11-01,108.89194139194139
2025-12-01,116.6546762589928
