date,generic products
2020-08-01,27.078333333333337
2020-09-01,23.22327044025157
2020-10-01,26.56474820143885
2020-11-01,23.089225589225588
2020-12-01,21.14451476793249
2021-01-01,22.47608695652174
2021-02-01,18.216966966966964
2021-03-01,30.5735844017094
2021-04-01,30.539473684210527
2021-05-01,22.320811744386873
2021-06-01,28.18702290076336
2021-07-01,21.67808219178082
2021-08-01,22.155
2021-09-01,25.90287856797291
2021-10-01,23.022781774580338
2021-11-01,27.529461279461277
2021-12-01,25.595991561181435
2022-01-01,26.757246376811594
2022-02-01,34.057807807807805
2022-03-01,38.463541666666664
2022-04-01,36.0921052631579
2022-05-01,31.886873920552677
2022-06-01,31.71040076335878
2022-07-01,28.90410958904109
2022-08-01,32.00166666666667
2022-09-01,28.582486695694243
2022-10-01,35.41966426858514
2022-11-01,31.08164983164983
2022-12-01,28.934599156118143
2023-01-01,32.108695652173914
2023-02-01,30.889639639639636
2023-03-01,37.477297008547005
2023-04-01,39.79385964912281
2023-05-01,34.01266551525619
2023-06-01,35.2337786259542
2023-07-01,33.72146118721461
2023-08-01,32.00166666666667
2023-09-01,38.40771649733914
2023-10-01,42.50359712230216
2023-11-01,39.96212121212121
2023-12-01,37.83755274261603
2024-01-01,36.38985507246377
2024-02-01,41.186186186186184
2024-03-01,42.4085202991453
2024-04-01,42.57017543859649
2024-05-01,39.32714450201497
2024-06-01,35.2337786259542
2024-07-01,33.72146118721461
2024-08-01,28.30916666666667
2024-09-01,40.19412191582003
2024-10-01,46.045563549160676
2024-11-01,36.40993265993266
2024-12-01,34.49894514767932
2025-01-01,39.60072463768116
2025-02-01,45.14639639639639
2025-03-01,53.25721153846154
2025-04-01,47.19736842105263
2025-05-01,40.390040299366724
2025-06-01,48.152830788804074
2025-07-01,56.60388127853881
2025-08-01,56.61833333333334
2025-09-01,54.48536526366715
2025-10-01,88.54916067146283
2025-11-01,59.49915824915824
2025-12-01,84.57805907172995
