date,meal prep
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.7254668255860152
2006-02-01,0.9098156452416543
2006-03-01,0.9738666666666667
2006-04-01,1.012756516916251
2006-05-01,1.0830367734282325
2006-06-01,1.0476190476190477
2006-07-01,1.0093974571586513
2006-08-01,0.9166666666666666
2006-09-01,1.9794037940379405
2006-10-01,1.0947242206235013
2006-11-01,1.232118758434548
2006-12-01,1.2296296296296296
2007-01-01,0.7254668255860152
2007-02-01,0.9098156452416543
2007-03-01,0.9738666666666667
2007-04-01,2.025513033832502
2007-05-01,1.0830367734282325
2007-06-01,1.0476190476190477
2007-07-01,1.0093974571586513
2007-08-01,0.9166666666666666
2007-09-01,0.9897018970189703
2007-10-01,1.0947242206235013
2007-11-01,1.232118758434548
2007-12-01,1.2296296296296296
2008-01-01,0.7254668255860152
2008-02-01,0.9098156452416543
2008-03-01,0.9738666666666667
2008-04-01,1.012756516916251
2008-05-01,0.0
2008-06-01,1.0476190476190477
2008-07-01,1.0093974571586513
2008-08-01,0.9166666666666666
2008-09-01,0.9897018970189703
2008-10-01,0.0
2008-11-01,0.0
2008-12-01,0.0
2009-01-01,0.0
2009-02-01,0.0
2009-03-01,0.0
2009-04-01,0.0
2009-05-01,0.0
2009-06-01,0.0
2009-07-01,0.0
2009-08-01,0.0
2009-09-01,0.0
2009-10-01,0.0
2009-11-01,0.0
2009-12-01,0.0
2010-01-01,0.0
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.0
2010-07-01,0.0
2010-08-01,0.0
2010-09-01,0.0
2010-10-01,0.0
2010-11-01,0.0
2010-12-01,0.0
2011-01-01,0.0
2011-02-01,0.0
2011-03-01,0.0
2011-04-01,0.0
2011-05-01,0.0
2011-06-01,0.0
2011-07-01,0.0
2011-08-01,0.0
2011-09-01,0.0
2011-10-01,0.0
2011-11-01,0.0
2011-12-01,0.0
2012-01-01,0.0
2012-02-01,0.0
2012-03-01,0.0
2012-04-01,0.0
2012-05-01,0.0
2012-06-01,0.0
2012-07-01,0.0
2012-08-01,0.0
2012-09-01,0.0
2012-10-01,0.0
2012-11-01,0.0
2012-12-01,0.0
2013-01-01,0.7254668255860152
2013-02-01,0.9098156452416543
2013-03-01,0.9738666666666667
2013-04-01,2.025513033832502
2013-05-01,2.166073546856465
2013-06-01,2.0952380952380953
2013-07-01,2.0187949143173025
2013-08-01,2.75
2013-09-01,2.9691056910569107
2013-10-01,2.1894484412470026
2013-11-01,3.6963562753036445
2013-12-01,3.688888888888889
2014-01-01,4.352800953516091
2014-02-01,4.549078226208271
2014-03-01,5.8431999999999995
2014-04-01,6.076539101497506
2014-05-01,7.581257413997627
2014-06-01,7.333333333333334
2014-07-01,7.065782200110559
2014-08-01,7.333333333333333
2014-09-01,7.917615176151762
2014-10-01,7.663069544364509
2014-11-01,8.624831309041836
2014-12-01,8.607407407407408
2015-01-01,10.156535558204212
2015-02-01,11.827603388141505
2015-03-01,14.608
2015-04-01,14.178591236827513
2015-05-01,16.245551601423486
2015-06-01,16.761904761904763
2015-07-01,16.15035931453842
2015-08-01,15.583333333333332
2015-09-01,15.835230352303524
2015-10-01,16.42086330935252
2015-11-01,18.48178137651822
2015-12-01,17.214814814814815
2016-01-01,25.39133889551053
2016-02-01,27.29446935724963
2016-03-01,28.24213333333333
2016-04-01,31.395452024403777
2016-05-01,31.408066429418742
2016-06-01,27.23809523809524
2016-07-01,27.253731343283583
2016-08-01,29.333333333333332
2016-09-01,30.680758807588077
2016-10-01,33.936450839328536
2016-11-01,30.8029689608637
2016-12-01,31.97037037037037
2017-01-01,49.33174413984903
2017-02-01,47.31041355256602
2017-03-01,51.61493333333333
2017-04-01,52.663338879645046
2017-05-01,53.06880189798339
2017-06-01,56.57142857142858
2017-07-01,57.53565505804312
2017-08-01,53.166666666666664
2017-09-01,47.50569105691057
2017-10-01,50.357314148681056
2017-11-01,54.21322537112012
2017-12-01,50.41481481481482
2018-01-01,63.11561382598332
2018-02-01,61.86746387643249
2018-03-01,63.30133333333333
2018-04-01,67.85468663338881
2018-05-01,61.73309608540925
2018-06-01,59.714285714285715
2018-07-01,64.60143725815368
2018-08-01,59.58333333333333
2018-09-01,61.361517615176155
2018-10-01,60.20983213429257
2018-11-01,55.44534412955466
2018-12-01,57.79259259259259
2019-01-01,68.91934843067143
2019-02-01,68.23617339312408
2019-03-01,68.17066666666666
2019-04-01,67.85468663338881
2019-05-01,66.06524317912218
2019-06-01,66.0
2019-07-01,64.60143725815368
2019-08-01,65.08333333333333
2019-09-01,67.29972899728998
2019-10-01,62.39928057553957
2019-11-01,64.07017543859651
2019-12-01,61.48148148148148
2020-01-01,72.54668255860152
2020-02-01,67.32635774788241
2020-03-01,43.824
2020-04-01,33.42096505823628
2020-05-01,46.570581257414
2020-06-01,49.23809523809524
2020-07-01,50.469872857932565
2020-08-01,49.5
2020-09-01,49.485094850948514
2020-10-01,53.64148681055156
2020-11-01,51.74898785425102
2020-12-01,51.644444444444446
2021-01-01,53.684545093365124
2021-02-01,55.49875435974091
2021-03-01,57.458133333333336
2021-04-01,60.76539101497505
2021-05-01,61.73309608540925
2021-06-01,57.61904761904762
2021-07-01,54.507462686567166
2021-08-01,57.75
2021-09-01,55.423306233062334
2021-10-01,56.92565947242207
2021-11-01,56.677462887989215
2021-12-01,54.1037037037037
2022-01-01,60.21374652363926
2022-02-01,60.04783258594918
2022-03-01,64.2752
2022-04-01,62.790904048807555
2022-05-01,62.816132858837484
2022-06-01,59.714285714285715
2022-07-01,63.59203980099503
2022-08-01,66.91666666666666
2022-09-01,60.37181571815719
2022-10-01,63.494004796163075
2022-11-01,59.14170040485831
2022-12-01,62.71111111111111
2023-01-01,64.56654747715535
2023-02-01,66.41654210264076
2023-03-01,67.1968
2023-04-01,66.84193011647255
2023-05-01,66.06524317912218
2023-06-01,66.0
2023-07-01,65.61083471531234
2023-08-01,61.416666666666664
2023-09-01,63.3409214092141
2023-10-01,64.58872901678657
2023-11-01,62.838056680161955
2023-12-01,62.71111111111111
2024-01-01,66.01748112832738
2024-02-01,64.59691081215745
2024-03-01,66.22293333333333
2024-04-01,66.84193011647255
2024-05-01,64.98220640569394
2024-06-01,66.0
2024-07-01,58.545052515201775
2024-08-01,64.16666666666666
2024-09-01,70.26883468834689
2024-10-01,63.494004796163075
2024-11-01,62.838056680161955
2024-12-01,65.17037037037036
2025-01-01,67.46841477949941
2025-02-01,70.05580468360738
2025-03-01,74.01386666666667
2025-04-01,71.90571270105382
2025-05-01,66.06524317912218
2025-06-01,71.23809523809524
2025-07-01,73.68601437258154
2025-08-01,73.33333333333333
2025-09-01,72.24823848238483
2025-10-01,71.15707434052759
2025-11-01,77.62348178137653
2025-12-01,78.6962962962963
