date,thrift store
2004-01-01,13.977019954203465
2004-02-01,14.566160177271287
2004-03-01,13.461798991808443
2004-04-01,13.360772357723576
2004-05-01,12.851417399804497
2004-06-01,13.573598820058995
2004-07-01,13.295914239482201
2004-08-01,13.57039636663914
2004-09-01,13.868143459915611
2004-10-01,16.137888707037643
2004-11-01,13.285991915422885
2004-12-01,13.787592771861892
2005-01-01,15.05217533529604
2005-02-01,13.525720164609053
2005-03-01,14.497321991178323
2005-04-01,16.70096544715447
2005-05-01,14.993320299771913
2005-06-01,13.573598820058995
2005-07-01,14.182308522114347
2005-08-01,15.379782548857692
2005-09-01,14.85872513562387
2005-10-01,17.034438079650844
2005-11-01,12.263992537313433
2005-12-01,13.787592771861892
2006-01-01,15.05217533529604
2006-02-01,13.525720164609053
2006-03-01,13.461798991808443
2006-04-01,15.587567750677506
2006-05-01,13.922368849788205
2006-06-01,14.543141592920353
2006-07-01,15.068702804746493
2006-08-01,16.284475639966967
2006-09-01,15.849306811332127
2006-10-01,20.620635570103655
2006-11-01,14.30799129353234
2006-12-01,14.848176831235884
2007-01-01,15.05217533529604
2007-02-01,14.566160177271287
2007-03-01,16.568367989918084
2007-04-01,16.70096544715447
2007-05-01,14.993320299771913
2007-06-01,16.482227138643065
2007-07-01,15.95509708737864
2007-08-01,16.284475639966967
2007-09-01,16.839888487040383
2007-10-01,19.72408619749045
2007-11-01,16.351990049751244
2007-12-01,18.029929009357858
2008-01-01,18.277641478573763
2008-02-01,16.647040202595758
2008-03-01,18.639413988657843
2008-04-01,18.9277608401084
2008-05-01,19.277126099706745
2008-06-01,17.45176991150442
2008-07-01,16.841491370010786
2008-08-01,18.998554913294797
2008-09-01,18.821051838456903
2008-10-01,25.999931805782868
2008-11-01,20.439987562189053
2008-12-01,22.272265246853827
2009-01-01,21.503107621851484
2009-02-01,21.849240265906932
2009-03-01,22.781505986137365
2009-04-01,21.15455623306233
2009-05-01,21.41902899967416
2009-06-01,22.299483775811208
2009-07-01,20.387068500539375
2009-08-01,23.522020368841176
2009-09-01,21.792796865581675
2009-10-01,25.999931805782868
2009-11-01,22.48398631840796
2009-12-01,24.39343336560181
2010-01-01,25.803729146221784
2010-02-01,24.970560303893635
2010-03-01,24.852551984877124
2010-04-01,25.60814701897019
2010-05-01,25.702834799608993
2010-06-01,24.23856932153392
2010-07-01,20.387068500539375
2010-08-01,22.6173272777319
2010-09-01,23.77396021699819
2010-10-01,28.689579923622475
2010-11-01,22.48398631840796
2010-12-01,25.454017424975802
2011-01-01,31.179506051684655
2011-02-01,32.25364039252928
2011-03-01,31.06568998109641
2011-04-01,34.515328590785906
2011-05-01,33.19949494949495
2011-06-01,31.994911504424774
2011-07-01,34.56937702265372
2011-08-01,34.37833746215249
2011-09-01,36.65152200120554
2011-10-01,38.5516230223677
2011-11-01,33.72597947761194
2011-12-01,41.36277831558568
2012-01-01,38.705593719332676
2012-02-01,39.53672048116493
2012-03-01,37.278827977315686
2012-04-01,41.195714769647694
2012-05-01,38.55425219941349
2012-06-01,38.78171091445427
2012-07-01,39.00134843581446
2012-08-01,38.901802917698866
2012-09-01,43.58559373116335
2012-10-01,43.93091925804691
2012-11-01,47.01197139303483
2012-12-01,48.78686673120362
2013-01-01,54.83292443572129
2013-02-01,58.26464070908515
2013-03-01,52.81167296786389
2013-04-01,46.762703252032516
2013-05-01,47.121863799283155
2013-06-01,42.6598820058997
2013-07-01,44.319714131607334
2013-08-01,42.52057528213597
2013-09-01,41.60443037974683
2013-10-01,40.3447217675941
2013-11-01,43.945973258706466
2013-12-01,42.423362374959666
2014-01-01,43.00621524370297
2014-02-01,41.617600506489396
2014-03-01,43.49196597353497
2014-04-01,44.53590785907859
2014-05-01,46.050912349299445
2014-06-01,40.720796460176985
2014-07-01,43.43331984897519
2014-08-01,44.329961464354525
2014-09-01,42.59501205545509
2014-10-01,43.93091925804691
2014-11-01,47.01197139303483
2014-12-01,43.48394643433366
2015-01-01,43.00621524370297
2015-02-01,44.7389205444761
2015-03-01,46.59853497164461
2015-04-01,44.53590785907859
2015-05-01,47.121863799283155
2015-06-01,44.598967551622415
2015-07-01,46.97889697950377
2015-08-01,48.853426919900905
2015-09-01,46.557338758288125
2015-10-01,48.413666121112925
2015-11-01,50.07796952736319
2015-12-01,48.78686673120362
2016-01-01,54.83292443572129
2016-02-01,56.18376068376068
2016-03-01,54.882718966603655
2016-04-01,63.46366869918699
2016-05-01,62.11518409905507
2016-06-01,55.26393805309734
2016-07-01,56.72923408845739
2016-08-01,55.18627855766584
2016-09-01,59.43490054249548
2016-10-01,59.17225859247135
2016-11-01,55.187966417910445
2016-12-01,56.21095514682156
2017-01-01,60.20870134118416
2017-02-01,62.42640075973409
2017-03-01,63.16690296156269
2017-04-01,66.80386178861788
2017-05-01,64.25708699902248
2017-06-01,64.9593657817109
2017-07-01,68.2523597626753
2017-08-01,66.94728874208643
2017-09-01,64.38780892103676
2017-10-01,64.55155482815057
2017-11-01,67.45195895522389
2017-12-01,64.6956276218135
2018-01-01,70.9602551521099
2018-02-01,69.70948084836974
2018-03-01,75.59317895400126
2018-04-01,74.59764566395664
2018-05-01,70.68279569892474
2018-06-01,71.7461651917404
2018-07-01,74.45711974110033
2018-08-01,73.28014037985136
2018-09-01,76.27478902953587
2018-10-01,71.7239498090562
2018-11-01,75.6279539800995
2018-12-01,72.11971603743143
2019-01-01,77.41118743866535
2019-02-01,71.7903608736942
2019-03-01,80.77079395085066
2019-04-01,81.27803184281842
2019-05-01,79.2504072987944
2019-06-01,82.41113569321533
2019-07-01,79.7754854368932
2019-08-01,79.61299201761629
2019-09-01,72.31246232670283
2019-10-01,76.20669667212219
2019-11-01,77.6719527363184
2019-12-01,73.18030009680542
2020-01-01,78.48634281975792
2020-02-01,83.23520101297879
2020-03-01,57.98928796471329
2020-04-01,30.06173780487805
2020-05-01,69.61184424894103
2020-06-01,85.3197640117994
2020-07-01,78.00269687162891
2020-08-01,77.80360583539773
2020-09-01,80.23711573236889
2020-10-01,76.20669667212219
2020-11-01,71.5399564676617
2020-12-01,73.18030009680542
2021-01-01,82.78696434412822
2021-02-01,76.99256093700538
2021-03-01,84.91288594833019
2021-04-01,89.07181571815718
2021-05-01,85.67611599869664
2021-06-01,82.41113569321533
2021-07-01,85.98024541531824
2021-08-01,84.13645747316266
2021-09-01,82.2182790837854
2021-10-01,82.48254228041462
2021-11-01,83.80394900497512
2021-12-01,81.66497257179736
2022-01-01,87.08758586849851
2022-02-01,88.43740107628996
2022-03-01,89.0549779458097
2022-04-01,91.29861111111111
2022-05-01,84.60516454871293
2022-06-01,87.25884955752211
2022-07-01,88.63942826321467
2022-08-01,85.04115056427194
2022-09-01,86.18060578661844
2022-10-01,82.48254228041462
2022-11-01,78.69395211442786
2022-12-01,79.54380445304938
2023-01-01,86.01243048740594
2023-02-01,86.3565210509655
2023-03-01,86.98393194706993
2023-04-01,90.18521341463415
2023-05-01,85.67611599869664
2023-06-01,85.3197640117994
2023-07-01,86.86663969795038
2023-08-01,79.61299201761629
2023-09-01,86.18060578661844
2023-10-01,73.5170485542826
2023-11-01,82.78194962686567
2023-12-01,79.54380445304938
2024-01-01,81.71180896303564
2024-02-01,80.11388097499209
2024-03-01,82.84183994959042
2024-04-01,85.73162262872629
2024-05-01,81.3923101987618
2024-06-01,80.47205014749261
2024-07-01,75.34351402373247
2024-08-01,77.80360583539773
2024-09-01,75.28420735382761
2024-10-01,67.24120294599018
2024-11-01,72.56195584577114
2024-12-01,74.24088415617942
2025-01-01,80.63665358194307
2025-02-01,84.27564102564102
2025-03-01,83.8773629489603
2025-04-01,83.50482723577235
2025-05-01,77.10850439882698
2025-06-01,79.50250737463126
2025-07-01,77.11630258899676
2025-08-01,80.51768510872556
2025-09-01,76.27478902953587
2025-10-01,72.62049918166939
2025-11-01,86.86994713930348
2025-12-01,83.78614069054534
