date,store brands
2004-01-01,13.217948717948719
2004-02-01,12.759900990099013
2004-03-01,15.187289562289562
2004-04-01,12.952261306532664
2004-05-01,7.770241171403962
2004-06-01,13.687704248366012
2004-07-01,8.991279069767442
2004-08-01,13.265043547110055
2004-09-01,11.118627450980394
2004-10-01,12.129411764705885
2004-11-01,11.88570487483531
2004-12-01,9.884218289085545
2005-01-01,15.420940170940172
2005-02-01,14.886551155115514
2005-03-01,11.93287037037037
2005-04-01,11.872906197654942
2005-05-01,8.880275624461671
2005-06-01,10.529003267973856
2005-07-01,9.99031007751938
2005-08-01,12.244655581947743
2005-09-01,13.140196078431375
2005-10-01,13.140196078431375
2005-11-01,11.88570487483531
2005-12-01,10.644542772861357
2006-01-01,12.116452991452991
2006-02-01,9.56992574257426
2006-03-01,10.848063973063972
2006-04-01,9.714195979899499
2006-05-01,9.99031007751938
2006-06-01,11.58190359477124
2006-07-01,10.989341085271318
2006-08-01,11.224267616785433
2006-09-01,11.118627450980394
2006-10-01,12.129411764705885
2006-11-01,11.036725955204217
2006-12-01,9.123893805309734
2007-01-01,11.014957264957266
2007-02-01,10.63325082508251
2007-03-01,10.848063973063972
2007-04-01,11.872906197654942
2007-05-01,14.430447889750216
2007-06-01,11.58190359477124
2007-07-01,11.988372093023255
2007-08-01,12.244655581947743
2007-09-01,12.129411764705885
2007-10-01,9.097058823529414
2007-11-01,11.036725955204217
2007-12-01,12.165191740412979
2008-01-01,13.217948717948719
2008-02-01,12.759900990099013
2008-03-01,13.017676767676768
2008-04-01,14.031616415410387
2008-05-01,13.320413436692506
2008-06-01,12.634803921568626
2008-07-01,13.986434108527131
2008-08-01,13.265043547110055
2008-09-01,12.129411764705885
2008-10-01,15.161764705882355
2008-11-01,12.734683794466404
2008-12-01,10.644542772861357
2009-01-01,16.522435897435898
2009-02-01,14.886551155115514
2009-03-01,14.102483164983164
2009-04-01,15.110971524288107
2009-05-01,13.320413436692506
2009-06-01,18.95220588235294
2009-07-01,14.98546511627907
2009-08-01,15.30581947743468
2009-09-01,15.161764705882355
2009-10-01,16.172549019607846
2009-11-01,16.130599472990777
2009-12-01,14.446165191740413
2010-01-01,16.522435897435898
2010-02-01,18.076526402640265
2010-03-01,17.356902356902356
2010-04-01,17.269681742043552
2010-05-01,17.760551248923342
2010-06-01,15.793504901960784
2010-07-01,14.98546511627907
2010-08-01,15.30581947743468
2010-09-01,15.161764705882355
2010-10-01,15.161764705882355
2010-11-01,14.432641633728592
2010-12-01,13.685840707964601
2011-01-01,17.623931623931625
