date,store brands
2011-02-01,17.013201320132016
2011-03-01,18.441708754208754
2011-04-01,17.269681742043552
2011-05-01,18.87058570198105
2011-06-01,16.84640522875817
2011-07-01,16.983527131782946
2011-08-01,17.346595407759303
2011-09-01,18.194117647058828
2011-10-01,17.183333333333337
2011-11-01,15.281620553359685
2011-12-01,15.206489675516224
2012-01-01,16.522435897435898
2012-02-01,18.076526402640265
2012-03-01,16.27209595959596
2012-04-01,17.269681742043552
2012-05-01,21.090654608096468
2012-06-01,20.005106209150327
2012-07-01,18.981589147286822
2012-08-01,18.366983372921617
2012-09-01,19.204901960784316
2012-10-01,18.194117647058828
2012-11-01,16.130599472990777
2012-12-01,15.966814159292035
2013-01-01,18.725427350427353
2013-02-01,18.076526402640265
2013-03-01,17.356902356902356
2013-04-01,18.349036850921273
2013-05-01,18.87058570198105
2013-06-01,17.899305555555554
2013-07-01,17.982558139534884
2013-08-01,19.387371338083927
2013-09-01,17.183333333333337
2013-10-01,17.183333333333337
2013-11-01,16.130599472990777
2013-12-01,15.966814159292035
2014-01-01,18.725427350427353
2014-02-01,19.13985148514852
2014-03-01,18.441708754208754
2014-04-01,17.269681742043552
2014-05-01,18.87058570198105
2014-06-01,18.95220588235294
2014-07-01,18.981589147286822
2014-08-01,17.346595407759303
2014-09-01,17.183333333333337
2014-10-01,17.183333333333337
2014-11-01,15.281620553359685
2014-12-01,15.206489675516224
2015-01-01,17.623931623931625
2015-02-01,15.949876237623764
2015-03-01,19.526515151515152
2015-04-01,17.269681742043552
2015-05-01,19.98062015503876
2015-06-01,17.899305555555554
2015-07-01,17.982558139534884
2015-08-01,18.366983372921617
2015-09-01,18.194117647058828
2015-10-01,18.194117647058828
2015-11-01,16.97957839262187
2015-12-01,16.727138643067846
2016-01-01,18.725427350427353
2016-02-01,21.26650165016502
2016-03-01,20.611321548821547
2016-04-01,21.587102177554442
2016-05-01,21.090654608096468
2016-06-01,21.05800653594771
2016-07-01,19.98062015503876
2016-08-01,16.326207442596992
2016-09-01,18.194117647058828
2016-10-01,18.194117647058828
2016-11-01,16.97957839262187
2016-12-01,19.00811209439528
2017-01-01,20.928418803418804
2017-02-01,22.329826732673272
2017-03-01,21.696127946127945
2017-04-01,21.587102177554442
2017-05-01,23.310723514211887
2017-06-01,21.05800653594771
2017-07-01,20.9796511627907
2017-08-01,21.42814726840855
2017-09-01,20.215686274509807
2017-10-01,22.23725490196079
2017-11-01,20.375494071146246
2017-12-01,19.00811209439528
2018-01-01,23.13141025641026
2018-02-01,22.329826732673272
2018-03-01,23.86574074074074
2018-04-01,22.666457286432163
2018-05-01,22.20068906115418
2018-06-01,22.110906862745097
2018-07-01,21.978682170542637
2018-08-01,22.448535233570865
2018-09-01,22.23725490196079
2018-10-01,21.226470588235298
2018-11-01,20.375494071146246
2018-12-01,19.76843657817109
2019-01-01,23.13141025641026
2019-02-01,23.393151815181522
2019-03-01,23.86574074074074
2019-04-01,23.745812395309883
2019-05-01,23.310723514211887
2019-06-01,23.16380718954248
2019-07-01,20.9796511627907
2019-08-01,20.40775930324624
2019-09-01,21.226470588235298
2019-10-01,21.226470588235298
2019-11-01,21.22447299077734
2019-12-01,22.809734513274336
2020-01-01,23.13141025641026
2020-02-01,22.329826732673272
2020-03-01,20.611321548821547
2020-04-01,24.825167504187608
2020-05-01,26.640826873385013
2020-06-01,25.26960784313725
2020-07-01,24.975775193798448
2020-08-01,23.468923198733176
2020-09-01,24.25882352941177
2020-10-01,23.24803921568628
2020-11-01,20.375494071146246
2020-12-01,19.76843657817109
2021-01-01,23.13141025641026
2021-02-01,21.26650165016502
2021-03-01,21.696127946127945
2021-04-01,22.666457286432163
2021-05-01,22.20068906115418
2021-06-01,21.05800653594771
2021-07-01,20.9796511627907
2021-08-01,21.42814726840855
2021-09-01,21.226470588235298
2021-10-01,21.226470588235298
2021-11-01,22.073451910408433
2021-12-01,20.528761061946902
2022-01-01,26.435897435897438
2022-02-01,29.773102310231028
2022-03-01,26.035353535353536
2022-04-01,28.063232830820773
2022-05-01,25.530792420327305
2022-06-01,24.216707516339866
2022-07-01,24.975775193798448
2022-08-01,25.5096991290578
2022-09-01,24.25882352941177
2022-10-01,26.28039215686275
2022-11-01,24.620388669301715
2022-12-01,25.09070796460177
2023-01-01,27.537393162393165
2023-02-01,26.583127062706275
2023-03-01,29.289772727272727
2023-04-01,28.063232830820773
2023-05-01,26.640826873385013
2023-06-01,25.26960784313725
2023-07-01,24.975775193798448
2023-08-01,23.468923198733176
2023-09-01,25.26960784313726
2023-10-01,26.28039215686275
2023-11-01,25.46936758893281
2023-12-01,22.809734513274336
2024-01-01,27.537393162393165
2024-02-01,26.583127062706275
2024-03-01,27.12015993265993
2024-04-01,26.98387772194305
2024-05-01,26.640826873385013
2024-06-01,25.26960784313725
2024-07-01,21.978682170542637
2024-08-01,24.489311163895486
2024-09-01,26.28039215686275
2024-10-01,26.28039215686275
2024-11-01,26.318346508563902
2024-12-01,25.09070796460177
2025-01-01,28.638888888888893
2025-02-01,31.899752475247528
2025-03-01,31.459385521885523
2025-04-01,29.142587939698494
2025-05-01,28.86089577950043
2025-06-01,34.74571078431372
2025-07-01,50.950581395348834
2025-08-01,46.93784639746635
2025-09-01,46.49607843137256
2025-10-01,42.452941176470596
2025-11-01,62.82444005270093
2025-12-01,76.03244837758112
