date,reduce bills
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,55.43646723646724
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,48.28045267489712
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,0.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,23.798236859614104
2007-10-01,23.048017348203224
2007-11-01,16.687691835481893
2007-12-01,22.011538461538464
2008-01-01,23.092807017543862
2008-02-01,0.0
2008-03-01,25.30578231292517
2008-04-01,21.596226415094343
2008-05-01,29.02971014492754
2008-06-01,29.439300411522634
2008-07-01,0.0
2008-08-01,54.223083548664945
2008-09-01,21.894377910844977
2008-10-01,23.048017348203224
2008-11-01,21.957489257213012
2008-12-01,18.750569800569803
2009-01-01,35.14122807017544
2009-02-01,19.871527777777782
2009-03-01,14.599489795918368
2009-04-01,19.796540880503144
2009-05-01,24.882608695652177
2009-06-01,35.32716049382716
2009-07-01,27.02077431539188
2009-08-01,22.18217054263566
2009-09-01,30.461743180306055
2009-10-01,20.388630731102854
2009-11-01,28.10558624923266
2009-12-01,17.12008547008547
2010-01-01,27.108947368421052
2010-02-01,32.42196637426901
2010-03-01,16.546088435374152
2010-04-01,20.696383647798744
2010-05-01,14.51485507246377
2010-06-01,0.0
2010-07-01,24.31869688385269
2010-08-01,22.18217054263566
2010-09-01,16.182801064537593
2010-10-01,24.82094175960347
2010-11-01,11.417894413750767
2010-12-01,14.674358974358976
2011-01-01,27.108947368421052
2011-02-01,24.055007309941526
2011-03-01,16.546088435374152
2011-04-01,19.796540880503144
2011-05-01,12.441304347826089
2011-06-01,20.018724279835393
2011-07-01,18.914542020774316
2011-08-01,23.414513350559865
2011-09-01,13.327012641383899
2011-10-01,14.183395291201984
2011-11-01,10.539594843462247
2011-12-01,11.413390313390314
2012-01-01,18.07263157894737
2012-02-01,12.55043859649123
2012-03-01,14.599489795918368
2012-04-01,14.39748427672956
2012-05-01,13.478079710144929
2012-06-01,17.66358024691358
2012-07-01,21.616619452313504
2012-08-01,19.717484926787254
2012-09-01,12.375083166999335
2012-10-01,14.183395291201984
2012-11-01,16.687691835481893
2012-12-01,9.782905982905984
2013-01-01,27.108947368421052
2013-02-01,17.77978801169591
2013-03-01,17.51938775510204
2013-04-01,14.39748427672956
2013-05-01,15.551630434782611
2013-06-01,22.373868312757203
2013-07-01,20.26558073654391
2013-08-01,18.48514211886305
2013-09-01,12.375083166999335
2013-10-01,15.956319702602233
2013-11-01,17.56599140577041
2013-12-01,13.043874643874645
2014-01-01,19.076666666666668
2014-02-01,18.825657894736846
2014-03-01,20.439285714285717
2014-04-01,17.097012578616354
2014-05-01,20.735507246376812
2014-06-01,0.0
2014-07-01,27.02077431539188
2014-08-01,12.323428079242033
2014-09-01,18.08666001330672
2014-10-01,16.842781908302356
2014-11-01,13.174493554327809
2014-12-01,10.598148148148148
2015-01-01,13.052456140350877
2015-02-01,20.917397660818718
2015-03-01,16.546088435374152
2015-04-01,16.197169811320755
2015-05-01,16.58840579710145
2015-06-01,18.841152263374486
2015-07-01,21.616619452313504
2015-08-01,18.48514211886305
2015-09-01,16.182801064537593
2015-10-01,16.842781908302356
2015-11-01,13.174493554327809
2015-12-01,11.413390313390314
2016-01-01,18.07263157894737
2016-02-01,20.917397660818718
2016-03-01,24.33248299319728
2016-04-01,13.497641509433963
2016-05-01,14.51485507246377
2016-06-01,15.30843621399177
2016-07-01,13.51038715769594
2016-08-01,17.252799310938848
2016-09-01,16.182801064537593
2016-10-01,14.183395291201984
2016-11-01,14.05279312461633
2016-12-01,13.85911680911681
2017-01-01,20.080701754385966
2017-02-01,20.917397660818718
2017-03-01,20.439285714285717
2017-04-01,17.097012578616354
2017-05-01,17.625181159420293
2017-06-01,18.841152263374486
2017-07-01,18.914542020774316
2017-08-01,20.94982773471146
2017-09-01,14.278942115768464
2017-10-01,17.72924411400248
2017-11-01,17.56599140577041
2017-12-01,16.304843304843306
2018-01-01,15.060526315789474
2018-02-01,18.825657894736846
2018-03-01,17.51938775510204
2018-04-01,17.99685534591195
2018-05-01,18.661956521739132
2018-06-01,17.66358024691358
2018-07-01,18.914542020774316
2018-08-01,17.252799310938848
2018-09-01,14.278942115768464
2018-10-01,14.183395291201984
2018-11-01,19.322590546347453
2018-12-01,16.304843304843306
2019-01-01,18.07263157894737
2019-02-01,20.917397660818718
2019-03-01,24.33248299319728
2019-04-01,19.796540880503144
2019-05-01,17.625181159420293
2019-06-01,18.841152263374486
2019-07-01,25.669735599622285
2019-08-01,17.252799310938848
2019-09-01,14.278942115768464
2019-10-01,17.72924411400248
2019-11-01,15.80939226519337
2019-12-01,14.674358974358976
2020-01-01,19.076666666666668
2020-02-01,24.055007309941526
2020-03-01,22.385884353741496
2020-04-01,19.796540880503144
2020-05-01,23.845833333333335
2020-06-01,21.196296296296296
2020-07-01,25.669735599622285
2020-08-01,16.020456503014643
2020-09-01,21.894377910844977
2020-10-01,19.502168525402727
2020-11-01,19.322590546347453
2020-12-01,19.565811965811967
2021-01-01,21.084736842105265
2021-02-01,24.055007309941526
2021-03-01,19.465986394557824
2021-04-01,23.395911949685537
2021-05-01,23.845833333333335
2021-06-01,23.551440329218106
2021-07-01,35.127006610009445
2021-08-01,34.505598621877695
2021-09-01,20.942448436460413
2021-10-01,20.388630731102854
2021-11-01,23.714088397790057
2021-12-01,17.93532763532764
2022-01-01,27.108947368421052
2022-02-01,30.33022660818714
2022-03-01,34.06547619047619
2022-04-01,42.29261006289308
2022-05-01,41.471014492753625
2022-06-01,32.97201646090535
2022-07-01,29.722851746931067
2022-08-01,27.111541774332473
2022-09-01,35.221390552228875
2022-10-01,37.23141263940521
2022-11-01,38.645181092694905
2022-12-01,27.71823361823362
2023-01-01,41.16543859649123
2023-02-01,47.06414473684212
2023-03-01,47.69166666666667
2023-04-01,45.89198113207547
2023-05-01,49.765217391304354
2023-06-01,30.61687242798354
2023-07-01,36.478045325779036
2023-08-01,28.343884582256678
2023-09-01,35.221390552228875
2023-10-01,42.550185873605955
2023-11-01,46.54987722529159
2023-12-01,42.39259259259259
2024-01-01,51.20578947368421
2024-02-01,56.476973684210535
2024-03-01,58.39795918367347
2024-04-01,61.18930817610063
2024-05-01,59.09619565217392
2024-06-01,45.925308641975306
2024-07-01,40.53116147308782
2024-08-01,40.66731266149871
2024-09-01,46.644544244843644
2024-10-01,46.982496902106575
2024-11-01,51.819674647022715
2024-12-01,42.39259259259259
2025-01-01,56.2259649122807
2025-02-01,66.9356725146199
2025-03-01,66.18435374149661
2025-04-01,71.9874213836478
2025-05-01,63.243297101449286
2025-06-01,60.056172839506175
2025-07-01,71.60505193578848
2025-08-01,66.54651162790698
2025-09-01,93.28908848968729
2025-10-01,77.1222118959108
2025-11-01,80.8035604665439
2025-12-01,81.52421652421653
