date,real estate investing
2021-09-01,32.46217851739788
2021-10-01,36.157977883096365
2021-11-01,36.33015873015873
2021-12-01,37.34691455696203
2022-01-01,34.39549938347718
2022-02-01,35.61810228802153
2022-03-01,31.788888888888884
2022-04-01,32.730148048452214
2022-05-01,30.003721244925572
2022-06-01,30.498968363136175
2022-07-01,32.76668848167539
2022-08-01,34.05952380952381
2022-09-01,38.95461422087745
2022-10-01,31.63823064770932
2022-11-01,32.92420634920635
2022-12-01,31.688291139240505
2023-01-01,29.10388409371146
2023-02-01,30.804845222072675
2023-03-01,30.85392156862745
2023-04-01,28.879542395693132
2023-05-01,31.93944519621109
2023-06-01,33.45048143053645
2023-07-01,33.702879581151834
2023-08-01,30.167006802721087
2023-09-01,30.298033282904687
2023-10-01,32.76816745655608
2023-11-01,30.65357142857143
2023-12-01,28.293117088607595
2024-01-01,27.340012330456222
2024-02-01,26.95423956931359
2024-03-01,28.049019607843135
2024-04-01,25.02893674293405
2024-05-01,22.26082543978349
2024-06-01,22.628266850068773
2024-07-01,21.532395287958114
2024-08-01,20.435714285714283
2024-09-01,22.723524962178516
2024-10-01,25.988546603475513
2024-11-01,23.841666666666665
2024-12-01,24.897943037974684
2025-01-01,22.0483970406905
2025-02-01,22.140982503364736
2025-03-01,20.56928104575163
2025-04-01,22.140982503364736
2025-05-01,24.19654939106901
2025-06-01,26.563617606602474
2025-07-01,29.958115183246072
2025-08-01,28.220748299319727
2025-09-01,30.298033282904687
2025-10-01,29.378357030015795
2025-11-01,35.19484126984127
2025-12-01,38.478639240506325
