date,Roth IRA
2021-09-01,54.29738562091504
2021-10-01,48.21316964285713
2021-11-01,54.685224089635845
2021-12-01,44.37767094017093
2022-01-01,51.317591763652636
2022-02-01,50.55426884650318
2022-03-01,48.04159252669039
2022-04-01,52.49244505494505
2022-05-01,50.59054487179487
2022-06-01,48.40590551181102
2022-07-01,47.29817518248175
2022-08-01,50.57838660578386
2022-09-01,47.510212418300654
2022-10-01,46.97693452380952
2022-11-01,43.0500700280112
2022-12-01,48.81543803418803
2023-01-01,51.317591763652636
2023-02-01,51.30881017257039
2023-03-01,52.47620106761565
2023-04-01,52.49244505494505
2023-05-01,58.57852564102564
2023-06-01,68.02992125984252
2023-07-01,61.85145985401459
2023-08-01,64.48744292237443
2023-09-01,61.08455882352941
2023-10-01,55.63058035714285
2023-11-01,60.50280112044817
2023-12-01,66.5665064102564
2024-01-01,71.3983885407341
2024-02-01,70.92688465031789
2024-03-01,70.95373665480426
2024-04-01,66.94688644688644
2024-05-01,77.21714743589743
2024-06-01,78.49606299212599
2024-07-01,78.8302919708029
2024-08-01,75.8675799086758
2024-09-01,74.65890522875817
2024-10-01,76.64657738095237
2024-11-01,80.28256302521008
2024-12-01,76.32959401709401
2025-01-01,74.37332139659803
2025-02-01,70.92688465031789
2025-03-01,67.25822953736653
2025-04-01,69.22916666666666
2025-05-01,74.55448717948718
2025-06-01,78.49606299212599
2025-07-01,92.17080291970802
2025-08-01,91.04109589041094
2025-09-01,92.30555555555556
2025-10-01,95.19010416666666
2025-11-01,86.1001400560224
2025-12-01,81.65491452991452
