date,value stocks
2004-01-01,12.479623824451412
2004-02-01,11.946675900277008
2004-03-01,12.759615384615385
2004-04-01,10.997237569060774
2004-05-01,12.925324675324678
2004-06-01,10.778880866425991
2004-07-01,7.98024054982818
2004-08-01,9.243808049535605
2004-09-01,10.599041533546327
2004-10-01,8.482244318181818
2004-11-01,10.997237569060774
2004-12-01,13.308022922636104
2005-01-01,15.599529780564264
2005-02-01,11.02770083102493
2005-03-01,11.848214285714285
2005-04-01,10.997237569060774
2005-05-01,12.925324675324678
2005-06-01,11.97653429602888
2005-07-01,7.98024054982818
2005-08-01,10.270897832817338
2005-09-01,8.479233226837062
2005-10-01,9.42471590909091
2005-11-01,11.913674033149173
2005-12-01,11.406876790830946
2006-01-01,13.51959247648903
2006-02-01,11.02770083102493
2006-03-01,10.025412087912088
2006-04-01,10.997237569060774
2006-05-01,9.693993506493507
2006-06-01,10.778880866425991
2006-07-01,10.260309278350517
2006-08-01,9.243808049535605
2006-09-01,11.65894568690096
2006-10-01,9.42471590909091
2006-11-01,9.164364640883978
2006-12-01,8.555157593123209
2007-01-01,10.399686520376177
2007-02-01,10.108725761772853
2007-03-01,10.025412087912088
2007-04-01,10.080801104972377
2007-05-01,12.925324675324678
2007-06-01,11.97653429602888
2007-07-01,11.400343642611686
2007-08-01,12.325077399380806
2007-09-01,8.479233226837062
2007-10-01,11.309659090909092
2007-11-01,11.913674033149173
2007-12-01,11.406876790830946
2008-01-01,12.479623824451412
2008-02-01,11.02770083102493
2008-03-01,10.025412087912088
2008-04-01,10.997237569060774
2008-05-01,11.848214285714286
2008-06-01,15.569494584837544
2008-07-01,10.260309278350517
2008-08-01,9.243808049535605
2008-09-01,12.718849840255594
2008-10-01,22.619318181818183
2008-11-01,12.83011049723757
2008-12-01,11.406876790830946
2009-01-01,9.35971786833856
2009-02-01,11.02770083102493
2009-03-01,12.759615384615385
2009-04-01,10.080801104972377
2009-05-01,11.848214285714286
2009-06-01,10.778880866425991
2009-07-01,7.98024054982818
2009-08-01,8.21671826625387
2009-09-01,10.599041533546327
2009-10-01,10.3671875
2009-11-01,8.24792817679558
2009-12-01,8.555157593123209
2010-01-01,10.399686520376177
2010-02-01,8.270775623268698
2010-03-01,10.025412087912088
2010-04-01,10.997237569060774
2010-05-01,9.693993506493507
2010-06-01,9.581227436823104
2010-07-01,9.120274914089348
2010-08-01,6.162538699690403
2010-09-01,8.479233226837062
2010-10-01,7.5397727272727275
2010-11-01,8.24792817679558
2010-12-01,8.555157593123209
2011-01-01,11.439655172413794
2011-02-01,11.02770083102493
2011-03-01,10.025412087912088
2011-04-01,10.080801104972377
2011-05-01,9.693993506493507
2011-06-01,9.581227436823104
2011-07-01,10.260309278350517
2011-08-01,11.297987616099071
2011-09-01,9.539137380191695
2011-10-01,10.3671875
2011-11-01,9.164364640883978
2011-12-01,7.604584527220631
2012-01-01,9.35971786833856
2012-02-01,9.189750692520775
2012-03-01,9.114010989010989
2012-04-01,8.24792817679558
2012-05-01,9.693993506493507
2012-06-01,9.581227436823104
2012-07-01,7.98024054982818
2012-08-01,7.189628482972137
2012-09-01,9.539137380191695
2012-10-01,8.482244318181818
2012-11-01,7.331491712707183
2012-12-01,9.505730659025788
2013-01-01,11.439655172413794
2013-02-01,11.946675900277008
2013-03-01,8.20260989010989
2013-04-01,9.164364640883978
2013-05-01,10.771103896103897
2013-06-01,9.581227436823104
2013-07-01,9.120274914089348
2013-08-01,8.21671826625387
2013-09-01,8.479233226837062
2013-10-01,10.3671875
2013-11-01,10.080801104972377
2013-12-01,9.505730659025788
2014-01-01,11.439655172413794
2014-02-01,11.02770083102493
2014-03-01,10.025412087912088
2014-04-01,11.913674033149173
2014-05-01,11.848214285714286
2014-06-01,10.778880866425991
2014-07-01,9.120274914089348
2014-08-01,8.21671826625387
2014-09-01,9.539137380191695
2014-10-01,9.42471590909091
2014-11-01,10.080801104972377
2014-12-01,10.456303724928368
2015-01-01,9.35971786833856
2015-02-01,11.02770083102493
