date,ETF
2021-11-01,38.64026717557252
2021-12-01,31.520833333333336
2022-01-01,39.799829642248724
2022-02-01,38.5612922705314
2022-03-01,38.389084507042256
2022-04-01,34.47591145833333
2022-05-01,35.25205761316872
2022-06-01,32.65199161425576
2022-07-01,26.26134889753567
2022-08-01,28.548879837067215
2022-09-01,29.666666666666664
2022-10-01,26.782407407407405
2022-11-01,23.778625954198475
2022-12-01,23.177083333333336
2023-01-01,24.76433844406587
2023-02-01,26.334541062801932
2023-03-01,28.334800469483568
2023-04-01,24.3359375
2023-05-01,26.706104252400547
2023-06-01,31.56359189378057
2023-07-01,28.281452658884564
2023-08-01,29.606245756958593
2023-09-01,29.666666666666664
2023-10-01,29.872685185185183
2023-11-01,28.732506361323157
2023-12-01,35.22916666666667
2024-01-01,57.48864281658149
2024-02-01,42.32336956521739
2024-03-01,41.131161971830984
2024-04-01,38.531901041666664
2024-05-01,40.59327846364883
2024-06-01,39.18238993710691
2024-07-01,44.44228274967574
2024-08-01,40.179904955872374
2024-09-01,38.794871794871796
2024-10-01,39.14351851851852
2024-11-01,47.55725190839695
2024-12-01,44.5
2025-01-01,47.759795570698465
2025-02-01,51.72856280193237
2025-03-01,44.78726525821596
2025-04-01,57.79785156249999
2025-05-01,49.13923182441701
2025-06-01,58.77358490566037
2025-07-01,101.00518806744488
2025-08-01,77.18771215207062
2025-09-01,75.3076923076923
2025-10-01,79.31712962962963
2025-11-01,89.16984732824429
2025-12-01,89.92708333333334
