date,Dow Jones
2004-01-01,2.2800338409475467
2004-02-01,2.032428355957768
2004-03-01,1.4972222222222222
2004-04-01,1.761437908496732
2004-05-01,1.0254946727549468
2004-06-01,0.980713245997089
2004-07-01,1.1117986798679869
2004-08-01,0.9981481481481482
2004-09-01,1.1229166666666666
2004-10-01,1.9528985507246377
2004-11-01,2.1287519747235386
2004-12-01,2.18042071197411
2005-01-01,1.1400169204737733
2005-02-01,1.016214177978884
2005-03-01,1.4972222222222222
2005-04-01,1.761437908496732
2005-05-01,1.0254946727549468
2005-06-01,0.980713245997089
2005-07-01,1.1117986798679869
2005-08-01,0.9981481481481482
2005-09-01,1.1229166666666666
2005-10-01,0.9764492753623188
2005-11-01,1.0643759873617693
2005-12-01,1.090210355987055
2006-01-01,2.2800338409475467
2006-02-01,1.016214177978884
2006-03-01,0.7486111111111111
2006-04-01,0.880718954248366
2006-05-01,2.0509893455098935
2006-06-01,1.961426491994178
2006-07-01,1.1117986798679869
2006-08-01,0.9981481481481482
2006-09-01,1.1229166666666666
2006-10-01,1.9528985507246377
2006-11-01,1.0643759873617693
2006-12-01,1.090210355987055
2007-01-01,1.1400169204737733
2007-02-01,2.032428355957768
2007-03-01,1.4972222222222222
2007-04-01,1.761437908496732
2007-05-01,2.0509893455098935
2007-06-01,1.961426491994178
2007-07-01,2.2235973597359737
2007-08-01,2.9944444444444445
2007-09-01,2.245833333333333
2007-10-01,1.9528985507246377
2007-11-01,2.1287519747235386
2007-12-01,2.18042071197411
2008-01-01,4.560067681895093
2008-02-01,2.032428355957768
2008-03-01,2.2458333333333336
2008-04-01,1.761437908496732
2008-05-01,1.0254946727549468
2008-06-01,1.961426491994178
2008-07-01,2.2235973597359737
2008-08-01,1.9962962962962965
2008-09-01,7.860416666666666
2008-10-01,16.59963768115942
2008-11-01,9.579383886255924
2008-12-01,6.541262135922331
2009-01-01,5.700084602368866
2009-02-01,7.113499245852188
2009-03-01,7.486111111111111
2009-04-01,5.284313725490196
2009-05-01,5.127473363774734
2009-06-01,4.903566229985445
2009-07-01,4.447194719471947
2009-08-01,3.992592592592593
2009-09-01,4.491666666666666
2009-10-01,3.9057971014492754
2009-11-01,4.257503949447077
2009-12-01,3.2706310679611654
2010-01-01,3.42005076142132
2010-02-01,3.0486425339366523
2010-03-01,2.2458333333333336
2010-04-01,2.642156862745098
2010-05-01,5.127473363774734
2010-06-01,3.922852983988356
2010-07-01,3.3353960396039604
2010-08-01,2.9944444444444445
2010-09-01,3.3687499999999995
2010-10-01,2.9293478260869565
2010-11-01,3.193127962085308
2010-12-01,2.18042071197411
2011-01-01,3.42005076142132
2011-02-01,3.0486425339366523
2011-03-01,2.2458333333333336
2011-04-01,1.761437908496732
2011-05-01,2.0509893455098935
2011-06-01,2.942139737991267
2011-07-01,3.3353960396039604
2011-08-01,10.979629629629631
2011-09-01,5.614583333333333
2011-10-01,3.9057971014492754
2011-11-01,4.257503949447077
2011-12-01,3.2706310679611654
2012-01-01,2.2800338409475467
2012-02-01,3.0486425339366523
2012-03-01,1.4972222222222222
2012-04-01,1.761437908496732
2012-05-01,3.07648401826484
2012-06-01,2.942139737991267
2012-07-01,2.2235973597359737
2012-08-01,1.9962962962962965
2012-09-01,2.245833333333333
2012-10-01,2.9293478260869565
2012-11-01,4.257503949447077
2012-12-01,2.18042071197411
2013-01-01,3.42005076142132
2013-02-01,3.0486425339366523
2013-03-01,2.9944444444444445
2013-04-01,2.642156862745098
2013-05-01,3.07648401826484
2013-06-01,3.922852983988356
2013-07-01,3.3353960396039604
2013-08-01,2.9944444444444445
2013-09-01,3.3687499999999995
2013-10-01,3.9057971014492754
2013-11-01,3.193127962085308
2013-12-01,3.2706310679611654
2014-01-01,3.42005076142132
2014-02-01,4.064856711915536
2014-03-01,2.2458333333333336
2014-04-01,2.642156862745098
2014-05-01,3.07648401826484
2014-06-01,2.942139737991267
2014-07-01,4.447194719471947
2014-08-01,3.992592592592593
2014-09-01,3.3687499999999995
2014-10-01,5.858695652173913
2014-11-01,4.257503949447077
2014-12-01,5.451051779935275
2015-01-01,5.700084602368866
2015-02-01,4.064856711915536
2015-03-01,3.7430555555555554
2015-04-01,3.522875816993464
2015-05-01,4.101978691019787
2015-06-01,4.903566229985445
2015-07-01,6.670792079207921
2015-08-01,10.979629629629631
2015-09-01,11.229166666666666
2015-10-01,5.858695652173913
2015-11-01,4.257503949447077
2015-12-01,4.36084142394822
2016-01-01,11.400169204737733
2016-02-01,8.129713423831072
2016-03-01,4.491666666666667
2016-04-01,4.4035947712418295
2016-05-01,5.127473363774734
2016-06-01,6.864992721979623
2016-07-01,6.670792079207921
2016-08-01,4.990740740740741
2016-09-01,4.491666666666666
2016-10-01,3.9057971014492754
2016-11-01,9.579383886255924
2016-12-01,6.541262135922331
2017-01-01,6.84010152284264
2017-02-01,6.097285067873305
2017-03-01,4.491666666666667
2017-04-01,4.4035947712418295
2017-05-01,5.127473363774734
2017-06-01,5.884279475982534
2017-07-01,5.5589933993399345
2017-08-01,5.988888888888889
2017-09-01,5.614583333333333
2017-10-01,5.858695652173913
2017-11-01,6.386255924170616
2017-12-01,7.631472491909386
2018-01-01,10.26015228426396
2018-02-01,25.4053544494721
2018-03-01,13.475
2018-04-01,16.733660130718953
2018-05-01,13.331430745814307
2018-06-01,13.729985443959245
2018-07-01,13.341584158415841
2018-08-01,12.975925925925926
2018-09-01,11.229166666666666
2018-10-01,18.55253623188406
2018-11-01,19.158767772511847
2018-12-01,30.525889967637543
2019-01-01,26.220389170896787
2019-02-01,17.27564102564103
2019-03-01,11.977777777777778
2019-04-01,14.091503267973856
2019-05-01,21.53538812785388
2019-06-01,17.6528384279476
2019-07-01,18.900577557755778
2019-08-01,26.950000000000003
2019-09-01,20.2125
2019-10-01,18.55253623188406
2019-11-01,15.96563981042654
2019-12-01,17.44336569579288
2020-01-01,21.660321489001692
2020-02-01,29.47021116138764
2020-03-01,74.86111111111111
2020-04-01,46.678104575163395
2020-05-01,36.917808219178085
2020-06-01,46.09352256186318
2020-07-01,37.801155115511555
2020-08-01,26.950000000000003
2020-09-01,33.6875
2020-10-01,31.246376811594203
2020-11-01,34.06003159557662
2020-12-01,28.34546925566343
2021-01-01,29.640439932318106
2021-02-01,26.421568627450984
2021-03-01,19.46388888888889
2021-04-01,21.137254901960784
2021-05-01,22.56088280060883
2021-06-01,20.59497816593887
2021-07-01,23.347772277227723
2021-08-01,20.961111111111112
2021-09-01,22.458333333333332
2021-10-01,19.528985507246375
2021-11-01,21.287519747235386
2021-12-01,26.165048543689323
2022-01-01,22.800338409475465
2022-02-01,25.4053544494721
2022-03-01,17.96666666666667
2022-04-01,16.733660130718953
2022-05-01,29.739345509893457
2022-06-01,30.40211062590976
2022-07-01,27.79496699669967
2022-08-01,24.953703703703706
2022-09-01,30.318749999999998
2022-10-01,27.34057971014493
2022-11-01,25.545023696682463
2022-12-01,23.984627831715212
2023-01-01,22.800338409475465
2023-02-01,22.35671191553545
2023-03-01,18.71527777777778
2023-04-01,16.733660130718953
2023-05-01,19.484398782343987
2023-06-01,18.63355167394469
2023-07-01,20.012376237623762
2023-08-01,18.964814814814815
2023-09-01,16.84375
2023-10-01,17.57608695652174
2023-11-01,19.158767772511847
2023-12-01,19.623786407766993
2024-01-01,18.240270727580373
2024-02-01,13.210784313725492
2024-03-01,8.983333333333334
2024-04-01,12.330065359477125
2024-05-01,13.331430745814307
2024-06-01,10.787845705967978
2024-07-01,14.45338283828383
