date,bear market
2004-01-01,8.538562091503268
2004-02-01,8.439276485788113
2004-03-01,5.262891344383058
2004-04-01,6.615162037037036
2004-05-01,11.184931506849315
2004-06-01,5.2508038585209
2004-07-01,7.620666666666667
2004-08-01,9.265248226950355
2004-09-01,9.265248226950355
2004-10-01,8.64021164021164
2004-11-01,10.757575757575758
2004-12-01,7.917575757575758
2005-01-01,6.403921568627451
2005-02-01,10.549095607235142
2005-03-01,8.270257826887661
2005-04-01,11.340277777777777
2005-05-01,7.45662100456621
2005-06-01,7.0010718113612
2005-07-01,7.620666666666667
2005-08-01,5.790780141843972
2005-09-01,6.948936170212766
2005-10-01,6.480158730158729
2005-11-01,6.454545454545454
2005-12-01,6.927878787878788
2006-01-01,7.47124183006536
2006-02-01,6.329457364341085
2006-03-01,5.262891344383058
2006-04-01,6.615162037037036
2006-05-01,9.320776255707763
2006-06-01,9.62647374062165
2006-07-01,9.798
2006-08-01,6.948936170212766
2006-09-01,5.790780141843972
2006-10-01,6.480158730158729
2006-11-01,7.530303030303029
2006-12-01,5.9381818181818184
2007-01-01,6.403921568627451
2007-02-01,9.494186046511627
2007-03-01,6.76657458563536
2007-04-01,5.670138888888888
2007-05-01,7.45662100456621
2007-06-01,7.87620578778135
2007-07-01,9.798
2007-08-01,15.056028368794326
2007-09-01,10.423404255319149
2007-10-01,9.720238095238095
2007-11-01,13.984848484848484
2007-12-01,9.896969696969698
2008-01-01,22.41372549019608
2008-02-01,12.65891472868217
2008-03-01,14.28499079189687
2008-04-01,9.450231481481481
2008-05-01,8.388698630136986
2008-06-01,14.87727759914255
2008-07-01,37.01466666666667
2008-08-01,11.581560283687944
2008-09-01,18.53049645390071
2008-10-01,36.72089947089947
2008-11-01,20.439393939393938
2008-12-01,13.855757575757575
2009-01-01,11.740522875816993
2009-02-01,14.768733850129198
2009-03-01,16.540515653775323
2009-04-01,14.17534722222222
2009-05-01,13.981164383561643
2009-06-01,8.7513397642015
2009-07-01,8.709333333333333
2009-08-01,11.581560283687944
2009-09-01,11.581560283687944
2009-10-01,9.720238095238095
2009-11-01,8.606060606060606
2009-12-01,7.917575757575758
2010-01-01,9.605882352941176
2010-02-01,9.494186046511627
2010-03-01,6.76657458563536
2010-04-01,7.560185185185184
2010-05-01,10.252853881278538
2010-06-01,8.7513397642015
2010-07-01,8.709333333333333
2010-08-01,8.107092198581562
2010-09-01,8.107092198581562
2010-10-01,7.560185185185184
2010-11-01,7.530303030303029
2010-12-01,6.927878787878788
2011-01-01,8.538562091503268
2011-02-01,8.439276485788113
2011-03-01,6.014732965009209
2011-04-01,7.560185185185184
2011-05-01,6.524543378995434
2011-06-01,7.0010718113612
2011-07-01,7.620666666666667
2011-08-01,17.372340425531917
2011-09-01,10.423404255319149
2011-10-01,14.040343915343914
2011-11-01,8.606060606060606
2011-12-01,7.917575757575758
2012-01-01,7.47124183006536
2012-02-01,7.384366925064599
2012-03-01,6.014732965009209
2012-04-01,6.615162037037036
2012-05-01,7.45662100456621
2012-06-01,7.0010718113612
2012-07-01,6.532
2012-08-01,6.948936170212766
2012-09-01,6.948936170212766
2012-10-01,6.480158730158729
2012-11-01,7.530303030303029
2012-12-01,6.927878787878788
2013-01-01,7.47124183006536
2013-02-01,7.384366925064599
2013-03-01,6.014732965009209
2013-04-01,7.560185185185184
2013-05-01,7.45662100456621
2013-06-01,6.12593783494105
2013-07-01,6.532
2013-08-01,6.948936170212766
2013-09-01,6.948936170212766
2013-10-01,6.480158730158729
2013-11-01,7.530303030303029
2013-12-01,6.927878787878788
2014-01-01,8.538562091503268
2014-02-01,8.439276485788113
2014-03-01,6.76657458563536
2014-04-01,8.505208333333332
2014-05-01,8.388698630136986
2014-06-01,6.12593783494105
2014-07-01,10.886666666666667
2014-08-01,8.107092198581562
2014-09-01,8.107092198581562
2014-10-01,10.800264550264549
2014-11-01,8.606060606060606
2014-12-01,8.907272727272728
2015-01-01,9.605882352941176
2015-02-01,9.494186046511627
2015-03-01,7.518416206261511
2015-04-01,8.505208333333332
2015-05-01,8.388698630136986
2015-06-01,7.87620578778135
2015-07-01,9.798
2015-08-01,20.846808510638297
2015-09-01,18.53049645390071
2015-10-01,11.880291005291003
2015-11-01,10.757575757575758
2015-12-01,9.896969696969698
2016-01-01,24.548366013071895
2016-02-01,17.933462532299743
2016-03-01,9.022099447513813
2016-04-01,9.450231481481481
2016-05-01,9.320776255707763
2016-06-01,7.0010718113612
2016-07-01,8.709333333333333
2016-08-01,9.265248226950355
2016-09-01,9.265248226950355
2016-10-01,7.560185185185184
2016-11-01,9.681818181818182
2016-12-01,8.907272727272728
2017-01-01,8.538562091503268
2017-02-01,9.494186046511627
2017-03-01,8.270257826887661
2017-04-01,8.505208333333332
2017-05-01,8.388698630136986
2017-06-01,7.87620578778135
2017-07-01,9.798
2017-08-01,10.423404255319149
2017-09-01,10.423404255319149
2017-10-01,9.720238095238095
2017-11-01,10.757575757575758
2017-12-01,10.886666666666667
2018-01-01,14.94248366013072
2018-02-01,18.988372093023255
2018-03-01,11.277624309392266
2018-04-01,12.285300925925924
2018-05-01,10.252853881278538
2018-06-01,9.62647374062165
2018-07-01,13.064
2018-08-01,13.897872340425533
2018-09-01,15.056028368794326
2018-10-01,19.44047619047619
2018-11-01,23.666666666666664
2018-12-01,53.443636363636365
2019-01-01,17.077124183006536
2019-02-01,12.65891472868217
2019-03-01,8.270257826887661
2019-04-01,10.395254629629628
2019-05-01,11.184931506849315
2019-06-01,9.62647374062165
2019-07-01,9.798
2019-08-01,12.73971631205674
2019-09-01,9.265248226950355
2019-10-01,9.720238095238095
2019-11-01,10.757575757575758
2019-12-01,9.896969696969698
2020-01-01,10.673202614379084
2020-02-01,15.823643410852712
2020-03-01,75.18416206261512
2020-04-01,24.570601851851848
2020-05-01,13.981164383561643
2020-06-01,14.0021436227224
2020-07-01,13.064
2020-08-01,13.897872340425533
2020-09-01,16.214184397163123
2020-10-01,11.880291005291003
2020-11-01,11.833333333333332
2020-12-01,10.886666666666667
2021-01-01,16.009803921568626
2021-02-01,17.933462532299743
2021-03-01,11.277624309392266
2021-04-01,13.230324074074073
2021-05-01,16.777397260273972
2021-06-01,12.2518756698821
2021-07-01,11.975333333333333
2021-08-01,11.581560283687944
2021-09-01,13.897872340425533
2021-10-01,12.960317460317459
2021-11-01,13.984848484848484
2021-12-01,13.855757575757575
2022-01-01,23.481045751633985
2022-02-01,20.043281653746767
2022-03-01,17.292357274401475
2022-04-01,18.900462962962962
2022-05-01,59.65296803652968
2022-06-01,74.38638799571275
2022-07-01,26.128
2022-08-01,24.32127659574468
2022-09-01,33.58652482269504
2022-10-01,23.760582010582006
2022-11-01,18.287878787878785
2022-12-01,16.824848484848484
2023-01-01,17.077124183006536
2023-02-01,17.933462532299743
2023-03-01,12.78130755064457
2023-04-01,13.230324074074073
2023-05-01,13.049086757990867
2023-06-01,16.62754555198285
2023-07-01,14.152666666666667
2023-08-01,12.73971631205674
2023-09-01,13.897872340425533
2023-10-01,14.040343915343914
2023-11-01,13.984848484848484
2023-12-01,12.866060606060607
2024-01-01,12.807843137254903
2024-02-01,13.713824289405684
2024-03-01,9.773941068139965
2024-04-01,12.285300925925924
2024-05-01,11.184931506849315
2024-06-01,9.62647374062165
2024-07-01,13.064
2024-08-01,16.214184397163123
2024-09-01,12.73971631205674
2024-10-01,11.880291005291003
2024-11-01,15.060606060606059
2024-12-01,13.855757575757575
2025-01-01,12.807843137254903
2025-02-01,14.768733850129198
2025-03-01,13.53314917127072
2025-04-01,49.141203703703695
2025-05-01,12.11700913242009
2025-06-01,14.87727759914255
2025-07-01,21.773333333333333
2025-08-01,18.53049645390071
2025-09-01,16.214184397163123
2025-10-01,16.200396825396822
2025-11-01,25.818181818181817
2025-12-01,20.783636363636365
