date,REIT
2015-05-01,47.94165907019143
2015-06-01,47.38018018018018
2015-07-01,49.89374620522162
2015-08-01,46.9717303510407
2015-09-01,44.83266799733865
2015-10-01,46.80517799352751
2015-11-01,43.783950617283956
2015-12-01,40.62090848363393
2016-01-01,34.76815323041738
2016-02-01,35.66861435726211
2016-03-01,35.5250284414107
2016-04-01,37.204301075268816
2016-05-01,41.9489516864175
2016-06-01,41.45765765765766
2016-07-01,40.91287188828173
2016-08-01,43.908356632494566
2016-09-01,44.83266799733865
2016-10-01,37.23139158576052
2016-11-01,41.64814814814815
2016-12-01,42.81663326653307
2017-01-01,38.52687249857061
2017-02-01,38.412353923205345
2017-03-01,45.80858930602958
2017-04-01,36.274193548387096
2017-05-01,42.94773625037982
2017-06-01,34.54804804804805
2017-07-01,39.91499696417729
2017-08-01,38.80273376825101
2017-09-01,38.27178975382568
2017-10-01,40.42265372168285
2017-11-01,39.51234567901235
2017-12-01,40.62090848363393
2018-01-01,46.044311034877076
2018-02-01,42.070673344462996
2018-03-01,37.39476678043231
2018-04-01,37.204301075268816
2018-05-01,38.952597994530535
2018-06-01,37.50930930930931
2018-07-01,36.921372191863995
2018-08-01,40.844982913948435
2018-09-01,38.27178975382568
2018-10-01,42.55016181229774
2018-11-01,38.44444444444445
2018-12-01,39.523046092184366
2019-01-01,40.406232132647226
2019-02-01,41.15609348914858
2019-03-01,43.00398179749716
2019-04-01,45.5752688172043
2019-05-01,41.9489516864175
2019-06-01,44.41891891891892
2019-07-01,43.906496660595025
2019-08-01,41.86610748679714
2019-09-01,49.206586826347305
2019-10-01,47.868932038834956
2019-11-01,43.783950617283956
2019-12-01,39.523046092184366
2020-01-01,47.92367066895369
2020-02-01,47.55815247634948
2020-03-01,60.7664960182025
2020-04-01,61.387096774193544
2020-05-01,53.93436645396535
2020-06-01,55.276876876876884
2020-07-01,47.89799635701275
2020-08-01,54.11960236098167
2020-09-01,49.206586826347305
2020-10-01,41.4864077669903
2020-11-01,39.51234567901235
2020-12-01,46.11022044088176
2021-01-01,48.863350485991994
2021-02-01,52.13105175292154
2021-03-01,45.80858930602958
2021-04-01,48.36559139784946
2021-05-01,49.93922819811607
2021-06-01,45.40600600600601
2021-07-01,42.90862173649059
2021-08-01,38.80273376825101
2021-09-01,43.73918829008649
2021-10-01,41.4864077669903
2021-11-01,48.05555555555556
2021-12-01,47.20808283233133
2022-01-01,53.56174957118353
2022-02-01,49.3873121869783
2022-03-01,52.352673492605234
2022-04-01,50.225806451612904
2022-05-01,46.9428745062291
2022-06-01,40.47057057057057
2022-07-01,41.91074681238616
2022-08-01,45.950605778191985
2022-09-01,40.45874916833
2022-10-01,48.9326860841424
2022-11-01,44.851851851851855
2022-12-01,53.795257181028724
2023-01-01,48.863350485991994
2023-02-01,46.64357262103506
2023-03-01,45.80858930602958
2023-04-01,43.71505376344086
2023-05-01,45.944089942266785
2023-06-01,45.40600600600601
2023-07-01,41.91074681238616
2023-08-01,42.887232059645854
2023-09-01,41.552228875582166
2023-10-01,41.4864077669903
2023-11-01,38.44444444444445
2023-12-01,41.7187708750835
2024-01-01,42.28559176672384
2024-02-01,43.899833055091825
2024-03-01,42.06911262798635
2024-04-01,42.784946236559136
2024-05-01,37.95381343056821
2024-06-01,37.50930930930931
2024-07-01,38.91712204007286
2024-08-01,38.80273376825101
2024-09-01,40.45874916833
2024-10-01,42.55016181229774
2024-11-01,41.64814814814815
2024-12-01,41.7187708750835
2025-01-01,41.34591194968554
2025-02-01,38.412353923205345
2025-03-01,39.26450511945393
2025-04-01,40.924731182795696
2025-05-01,37.95381343056821
2025-06-01,44.41891891891892
2025-07-01,66.85761991499697
2025-08-01,56.1618515066791
2025-09-01,60.14138389886892
2025-10-01,55.31521035598706
2025-11-01,65.14197530864197
2025-12-01,75.75250501002004
