date,index fund
2016-08-01,31.709677419354836
2016-09-01,29.718604651162785
2016-10-01,30.015267175572518
2016-11-01,32.229508196721305
2016-12-01,30.99113300492611
2017-01-01,32.65502555366269
2017-02-01,38.32184950135993
2017-03-01,43.09794776119403
2017-04-01,35.38035019455253
2017-05-01,40.690631808278866
2017-06-01,37.97461368653422
2017-07-01,35.913361169102295
2017-08-01,38.0516129032258
2017-09-01,36.576744186046504
2017-10-01,41.80697928026172
2017-11-01,40.82404371584699
2017-12-01,43.58128078817734
2018-01-01,50.23850085178875
2018-02-01,46.342701722574795
2018-03-01,37.59608208955224
2018-04-01,35.38035019455253
2018-05-01,38.549019607843135
2018-06-01,39.05960264900663
2018-07-01,40.01774530271399
2018-08-01,50.73548387096774
2018-09-01,41.148837209302314
2018-10-01,43.95092693565976
2018-11-01,38.67540983606557
2018-12-01,39.707389162561576
2019-01-01,36.00425894378194
2019-02-01,36.53943789664551
2019-03-01,37.59608208955224
2019-04-01,43.98638132295719
2019-05-01,42.832244008714596
2019-06-01,42.314569536423846
2019-07-01,45.1482254697286
2019-08-01,43.336559139784946
2019-09-01,42.29186046511627
2019-10-01,40.7350054525627
2019-11-01,47.26994535519125
2019-12-01,47.45517241379311
2020-01-01,47.72657580919932
2020-02-01,53.472348141432455
2020-03-01,88.94682835820895
2020-04-01,61.19844357976653
2020-05-01,61.03594771241829
2020-06-01,62.929359823399565
2020-07-01,62.59185803757829
2020-08-01,64.4763440860215
2020-09-01,61.72325581395348
2020-10-01,50.38276990185387
2020-11-01,55.86448087431693
2020-12-01,63.9192118226601
2021-01-01,65.31005110732538
2021-02-01,78.42611060743427
2021-03-01,66.9393656716418
2021-04-01,67.8920233463035
2021-05-01,69.60239651416121
2021-06-01,64.01434878587197
2021-07-01,61.56576200417537
2021-08-01,63.41935483870967
2021-09-01,62.86627906976743
2021-10-01,58.95856052344602
2021-11-01,64.45901639344261
2021-12-01,74.57241379310345
2022-01-01,80.381601362862
2022-02-01,73.97008159564822
2022-03-01,66.02238805970148
2022-04-01,66.93579766536965
2022-05-01,69.60239651416121
2022-06-01,60.75938189845475
2022-07-01,56.43528183716075
2022-08-01,57.0774193548387
2022-09-01,64.00930232558139
2022-10-01,53.598691384950925
2022-11-01,51.56721311475409
2022-12-01,49.392118226600985
2023-01-01,51.913117546848376
2023-02-01,56.14596554850408
2023-03-01,54.10167910447761
2023-04-01,55.46108949416342
2023-05-01,59.965141612200426
2023-06-01,64.01434878587197
2023-07-01,67.7223382045929
2023-08-01,61.305376344086014
2023-09-01,58.29418604651162
2023-10-01,54.67066521264994
2023-11-01,59.08743169398906
2023-12-01,68.7615763546798
2024-01-01,70.33390119250426
2024-02-01,75.75249320036265
2024-03-01,73.35820895522387
2024-04-01,65.9795719844358
2024-05-01,69.60239651416121
2024-06-01,72.69426048565123
2024-07-01,73.87891440501043
2024-08-01,76.1032258064516
2024-09-01,77.72558139534883
2024-10-01,69.67829880043621
2024-11-01,90.24262295081965
2024-12-01,78.44630541871922
2025-01-01,77.86967632027256
2025-02-01,78.42611060743427
2025-03-01,73.35820895522387
2025-04-01,82.23540856031128
2025-05-01,68.53159041394335
2025-06-01,71.60927152317882
2025-07-01,93.37473903966597
2025-08-01,82.44516129032257
2025-09-01,86.86976744186045
2025-10-01,84.68593238822245
2025-11-01,90.24262295081965
2025-12-01,96.84729064039409
