date,stock screener
2018-02-01,18.991935483870968
2018-03-01,16.50700934579439
2018-04-01,17.25646551724138
2018-05-01,17.90474060822898
2018-06-01,18.46254355400697
2018-07-01,16.672566371681416
2018-08-01,17.77753108348135
2018-09-01,18.7781425891182
2018-10-01,18.230874316939893
2018-11-01,17.380073800738007
2018-12-01,15.305459272097053
2019-01-01,14.318669527896995
2019-02-01,18.12866568914956
2019-03-01,15.589953271028037
2019-04-01,17.25646551724138
2019-05-01,16.851520572450806
2019-06-01,15.385452961672474
2019-07-01,15.630530973451327
2019-08-01,15.686056838365898
2019-09-01,15.464352720450282
2019-10-01,16.086065573770494
2019-11-01,17.380073800738007
2019-12-01,17.346187175043326
2020-01-01,16.84549356223176
2020-02-01,16.402126099706745
2020-03-01,26.5946261682243
2020-04-01,32.48275862068966
2020-05-01,32.64982110912344
2020-06-01,38.97648083623694
2020-07-01,35.42920353982301
2020-08-01,31.372113676731797
2020-09-01,26.51031894934334
2020-10-01,23.59289617486339
2020-11-01,24.983856088560884
2020-12-01,32.65164644714038
2021-01-01,34.533261802575105
2021-02-01,53.52272727272727
2021-03-01,33.93107476635514
2021-04-01,30.452586206896555
2021-05-01,28.436940966010734
2021-06-01,30.770905923344948
2021-07-01,26.050884955752213
2021-08-01,23.006216696269984
2021-09-01,20.98733583489681
2021-10-01,22.52049180327869
2021-11-01,27.156365313653136
2021-12-01,19.3869150779896
2022-01-01,19.372317596566525
2022-02-01,20.718475073313783
2022-03-01,20.175233644859812
2022-04-01,19.286637931034484
2022-05-01,20.011180679785333
2022-06-01,17.43684668989547
2022-07-01,16.672566371681416
2022-08-01,23.006216696269984
2022-09-01,17.673545966228893
2022-10-01,17.158469945355193
2022-11-01,16.293819188191883
2022-12-01,15.305459272097053
2023-01-01,16.84549356223176
2023-02-01,16.402126099706745
2023-03-01,15.589953271028037
2023-04-01,14.211206896551726
2023-05-01,16.851520572450806
2023-06-01,18.46254355400697
2023-07-01,16.672566371681416
2023-08-01,15.686056838365898
2023-09-01,16.568949343339586
2023-10-01,16.086065573770494
2023-11-01,15.207564575645756
2023-12-01,18.366551126516462
2024-01-01,16.003218884120173
2024-02-01,18.12866568914956
2024-03-01,17.424065420560748
2024-04-01,18.271551724137932
2024-05-01,20.011180679785333
2024-06-01,18.46254355400697
2024-07-01,18.756637168141594
2024-08-01,18.823268206039078
2024-09-01,18.7781425891182
2024-10-01,19.303278688524593
2024-11-01,20.638837638376383
2024-12-01,23.468370883882148
2025-01-01,19.372317596566525
2025-02-01,20.718475073313783
2025-03-01,14.672897196261681
2025-04-01,15.226293103448278
2025-05-01,17.90474060822898
2025-06-01,20.513937282229968
2025-07-01,39.597345132743364
2025-08-01,46.01243339253997
2025-09-01,36.45168855534709
2025-10-01,25.73770491803279
2025-11-01,28.24261992619926
2025-12-01,31.631282495667243
