date,target date fund
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,14.343516632722336
2006-01-01,0.0
2006-02-01,13.309575233981281
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,0.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,0.0
2007-10-01,0.0
2007-11-01,6.923970037453184
2007-12-01,0.0
2008-01-01,8.32247899159664
2008-02-01,0.0
2008-03-01,5.92152466367713
2008-04-01,6.486666666666667
2008-05-01,8.651924651924652
2008-06-01,7.589080459770115
2008-07-01,7.215846994535519
2008-08-01,0.0
2008-09-01,0.0
2008-10-01,6.1850117096018735
2008-11-01,0.0
2008-12-01,0.0
2009-01-01,0.0
2009-02-01,7.605471562275017
2009-03-01,9.869207772795217
2009-04-01,9.266666666666667
2009-05-01,8.651924651924652
2009-06-01,9.757389162561577
2009-07-01,0.0
2009-08-01,6.258293838862558
2009-09-01,7.761125104953821
2009-10-01,6.1850117096018735
2009-11-01,8.902247191011236
2009-12-01,4.48234894772573
2010-01-01,8.32247899159664
2010-02-01,0.0
2010-03-01,7.895366218236173
2010-04-01,5.5600000000000005
2010-05-01,0.0
2010-06-01,6.504926108374384
2010-07-01,6.1850117096018735
2010-08-01,7.301342812006318
2010-09-01,5.543660789252729
2010-10-01,8.246682279469164
2010-11-01,3.956554307116105
2010-12-01,7.171758316361168
2011-01-01,7.397759103641457
2011-02-01,7.605471562275017
2011-03-01,7.895366218236173
2011-04-01,7.413333333333334
2011-05-01,6.488943488943489
2011-06-01,8.673234811165846
2011-07-01,5.154176424668227
2011-08-01,7.301342812006318
2011-09-01,11.087321578505458
2011-10-01,7.215846994535519
2011-11-01,5.9348314606741575
2011-12-01,8.068228105906314
2012-01-01,6.473039215686275
2012-02-01,7.605471562275017
2012-03-01,7.895366218236173
2012-04-01,7.413333333333334
2012-05-01,9.733415233415233
2012-06-01,7.589080459770115
2012-07-01,10.308352849336455
2012-08-01,8.344391785150078
2012-09-01,9.978589420654913
2012-10-01,8.246682279469164
2012-11-01,10.88052434456929
2012-12-01,7.171758316361168
2013-01-01,11.096638655462186
2013-02-01,12.358891288696903
2013-03-01,10.856128550074738
2013-04-01,12.046666666666667
2013-05-01,14.059377559377559
2013-06-01,9.757389162561577
2013-07-01,12.370023419203747
2013-08-01,12.516587677725116
2013-09-01,11.087321578505458
2013-10-01,11.3391881342701
2013-11-01,13.847940074906369
2013-12-01,9.861167684996605
2014-01-01,12.021358543417367
2014-02-01,14.260259179265658
2014-03-01,12.829970104633782
2014-04-01,12.973333333333334
2014-05-01,15.140868140868141
2014-06-01,18.430623973727425
2014-07-01,19.585870413739265
2014-08-01,13.559636650868876
2014-09-01,16.630982367758186
2014-10-01,14.431693989071038
2014-11-01,11.869662921348315
2014-12-01,12.550577053632043
2015-01-01,12.94607843137255
2015-02-01,16.161627069834413
2015-03-01,16.77765321375187
2015-04-01,13.900000000000002
2015-05-01,20.54832104832105
2015-06-01,16.26231527093596
2015-07-01,19.585870413739265
2015-08-01,15.645734597156396
2015-09-01,16.630982367758186
2015-10-01,17.524199843871973
2015-11-01,15.82621722846442
2015-12-01,15.239986422267481
2016-01-01,12.021358543417367
2016-02-01,17.112311015118788
2016-03-01,15.790732436472346
2016-04-01,16.68
2016-05-01,14.059377559377559
2016-06-01,17.346469622331693
2016-07-01,16.493364558938328
2016-08-01,15.645734597156396
2016-09-01,13.30478589420655
2016-10-01,16.493364558938328
2016-11-01,14.837078651685394
2016-12-01,13.44704684317719
2017-01-01,20.343837535014007
2017-02-01,17.112311015118788
2017-03-01,20.725336322869953
2017-04-01,20.38666666666667
2017-05-01,21.62981162981163
2017-06-01,18.430623973727425
2017-07-01,19.585870413739265
2017-08-01,19.817930489731435
2017-09-01,18.84844668345928
2017-10-01,18.55503512880562
2017-11-01,19.782771535580526
2017-12-01,19.72233536999321
2018-01-01,20.343837535014007
2018-02-01,22.816414686825052
2018-03-01,20.725336322869953
2018-04-01,20.38666666666667
2018-05-01,19.466830466830466
2018-06-01,21.683087027914617
2018-07-01,22.6783762685402
2018-08-01,22.947077409162716
2018-09-01,19.957178841309826
2018-10-01,22.6783762685402
2018-11-01,18.7936329588015
2018-12-01,19.72233536999321
2019-01-01,23.117997198879554
2019-02-01,20.9150467962563
2019-03-01,21.712257100149476
2019-04-01,24.093333333333334
2019-05-01,24.874283374283376
2019-06-01,28.188013136289
2019-07-01,23.709211553473846
2019-08-01,26.076224328593995
2019-09-01,25.500839630562552
2019-10-01,25.77088212334114
2019-11-01,25.717602996254683
2019-12-01,25.997623896809234
2020-01-01,33.28991596638656
2020-02-01,34.224622030237576
2020-03-01,35.52914798206278
2020-04-01,26.873333333333335
2020-05-01,29.200245700245702
2020-06-01,30.35632183908046
2020-07-01,29.89422326307572
2020-08-01,32.33451816745655
2020-09-01,32.153232577665825
2020-10-01,27.832552693208427
2020-11-01,27.695880149812737
2020-12-01,28.687033265444672
2021-01-01,37.91351540616247
2021-02-01,39.92872570194384
2021-03-01,35.52914798206278
2021-04-01,37.99333333333334
2021-05-01,38.93366093366093
2021-06-01,34.692939244663386
2021-07-01,32.986729117876656
2021-08-01,34.420616113744074
2021-09-01,33.26196473551637
2021-10-01,34.0175644028103
2021-11-01,32.641573033707864
2021-12-01,32.27291242362526
2022-01-01,50.859593837535016
2022-02-01,45.632829373650104
2022-03-01,43.42451420029895
2022-04-01,44.480000000000004
2022-05-01,44.341113841113845
2022-06-01,40.11371100164204
2022-07-01,34.0175644028103
2022-08-01,35.46366508688783
2022-09-01,36.58816120906801
2022-10-01,28.863387978142075
2022-11-01,34.61985018726592
2022-12-01,30.479972844534963
2023-01-01,36.064075630252105
2023-02-01,39.92872570194384
2023-03-01,40.463751868460385
2023-04-01,42.62666666666667
2023-05-01,48.66707616707617
2023-06-01,49.87110016420362
2023-07-01,44.32591725214676
2023-08-01,42.76500789889415
2023-09-01,46.566750629722925
2023-10-01,47.41842310694769
2023-11-01,47.47865168539326
2023-12-01,46.61642905634759
2024-01-01,65.65511204481793
2024-02-01,61.79445644348451
2024-03-01,58.228325859491775
2024-04-01,55.60000000000001
2024-05-01,55.15601965601966
2024-06-01,49.87110016420362
2024-07-01,51.54176424668228
2024-08-01,58.410742496050545
2024-09-01,55.43660789252729
2024-10-01,53.603434816549566
2024-11-01,58.35917602996255
2024-12-01,54.684657162253906
2025-01-01,73.97759103641457
2025-02-01,61.79445644348451
2025-03-01,68.097533632287
2025-04-01,75.98666666666668
2025-05-01,60.563472563472565
2025-06-01,65.04926108374384
2025-07-01,84.52849336455893
2025-08-01,81.35781990521326
2025-09-01,79.8287153652393
2025-10-01,85.55932864949257
2025-11-01,82.09850187265918
2025-12-01,89.6469789545146
