date,short selling
2004-01-01,9.528711484593838
2004-02-01,12.182575757575759
2004-03-01,10.034660766961652
2004-04-01,9.724842767295597
2004-05-01,9.564432989690722
2004-06-01,15.057116104868912
2004-07-01,11.935964912280701
2004-08-01,14.80755064456722
2004-09-01,7.9909560723514215
2004-10-01,7.565749235474007
2004-11-01,11.024955436720143
2004-12-01,10.787790697674417
2005-01-01,10.394957983193278
2005-02-01,11.245454545454546
2005-03-01,10.034660766961652
2005-04-01,12.642295597484276
2005-05-01,11.689862542955327
2005-06-01,11.582397003745317
2005-07-01,10.850877192982455
2005-08-01,13.668508287292818
2005-09-01,8.790051679586563
2005-10-01,9.457186544342509
2005-11-01,9.922459893048128
2005-12-01,11.986434108527131
2006-01-01,7.796218487394958
2006-02-01,9.371212121212121
2006-03-01,10.034660766961652
2006-04-01,10.697327044025156
2006-05-01,11.689862542955327
2006-06-01,15.057116104868912
2006-07-01,10.850877192982455
2006-08-01,12.529465930018416
2006-09-01,8.790051679586563
2006-10-01,10.40290519877676
2006-11-01,11.024955436720143
2006-12-01,10.787790697674417
2007-01-01,7.796218487394958
2007-02-01,10.308333333333334
2007-03-01,10.034660766961652
2007-04-01,10.697327044025156
2007-05-01,10.627147766323024
2007-06-01,9.265917602996254
2007-07-01,11.935964912280701
2007-08-01,13.668508287292818
2007-09-01,7.19186046511628
2007-10-01,9.457186544342509
2007-11-01,12.127450980392158
2007-12-01,13.185077519379844
2008-01-01,11.261204481792717
2008-02-01,10.308333333333334
2008-03-01,10.946902654867255
2008-04-01,11.669811320754716
2008-05-01,11.689862542955327
2008-06-01,15.057116104868912
2008-07-01,35.8078947368421
2008-08-01,15.94659300184162
2008-09-01,79.90956072351422
2008-10-01,52.960244648318046
2008-11-01,24.254901960784316
2008-12-01,20.376937984496124
2009-01-01,13.859943977591037
2009-02-01,14.993939393939394
2009-03-01,31.01622418879056
2009-04-01,17.504716981132074
2009-05-01,13.815292096219931
2009-06-01,13.89887640449438
2009-07-01,14.106140350877192
2009-08-01,11.390423572744016
2009-09-01,8.790051679586563
2009-10-01,11.34862385321101
2009-11-01,12.127450980392158
2009-12-01,10.787790697674417
2010-01-01,9.528711484593838
2010-02-01,10.308333333333334
2010-03-01,11.85914454277286
2010-04-01,14.587264150943396
2010-05-01,22.317010309278352
2010-06-01,13.89887640449438
2010-07-01,9.76578947368421
2010-08-01,9.112338858195212
2010-09-01,7.19186046511628
2010-10-01,8.511467889908257
2010-11-01,7.7174688057041
2010-12-01,8.390503875968992
2011-01-01,7.796218487394958
2011-02-01,8.434090909090909
2011-03-01,8.210176991150442
2011-04-01,8.752358490566037
2011-05-01,9.564432989690722
2011-06-01,10.424157303370785
2011-07-01,8.680701754385964
2011-08-01,20.502762430939228
2011-09-01,7.19186046511628
2011-10-01,9.457186544342509
2011-11-01,9.922459893048128
2011-12-01,8.390503875968992
2012-01-01,5.197478991596639
2012-02-01,8.434090909090909
2012-03-01,6.3856932153392325
2012-04-01,7.779874213836478
2012-05-01,10.627147766323024
2012-06-01,8.107677902621722
2012-07-01,7.595614035087719
2012-08-01,6.834254143646409
2012-09-01,5.593669250645995
2012-10-01,5.674311926605505
2012-11-01,6.614973262032086
2012-12-01,5.993217054263566
2013-01-01,6.063725490196079
2013-02-01,6.559848484848485
2013-03-01,5.473451327433628
2013-04-01,6.807389937106918
2013-05-01,7.439003436426117
2013-06-01,5.791198501872659
2013-07-01,5.425438596491228
2013-08-01,6.834254143646409
2013-09-01,4.794573643410853
2013-10-01,5.674311926605505
2013-11-01,6.614973262032086
2013-12-01,7.191860465116278
2014-01-01,5.197478991596639
2014-02-01,6.559848484848485
2014-03-01,6.3856932153392325
2014-04-01,6.807389937106918
2014-05-01,5.313573883161512
2014-06-01,5.791198501872659
2014-07-01,6.510526315789473
2014-08-01,5.695211786372008
2014-09-01,3.9954780361757107
2014-10-01,5.674311926605505
2014-11-01,5.5124777183600715
2014-12-01,5.993217054263566
2015-01-01,5.197478991596639
2015-02-01,5.622727272727273
2015-03-01,5.473451327433628
2015-04-01,5.834905660377358
2015-05-01,5.313573883161512
2015-06-01,5.791198501872659
2015-07-01,6.510526315789473
2015-08-01,6.834254143646409
2015-09-01,4.794573643410853
2015-10-01,5.674311926605505
2015-11-01,6.614973262032086
2015-12-01,8.390503875968992
2016-01-01,6.063725490196079
2016-02-01,7.496969696969697
2016-03-01,6.3856932153392325
2016-04-01,6.807389937106918
2016-05-01,5.313573883161512
2016-06-01,5.791198501872659
2016-07-01,5.425438596491228
2016-08-01,5.695211786372008
2016-09-01,3.9954780361757107
2016-10-01,4.7285932721712545
2016-11-01,5.5124777183600715
2016-12-01,5.993217054263566
2017-01-01,5.197478991596639
2017-02-01,6.559848484848485
2017-03-01,6.3856932153392325
2017-04-01,6.807389937106918
2017-05-01,6.376288659793815
2017-06-01,5.791198501872659
2017-07-01,5.425438596491228
2017-08-01,5.695211786372008
2017-09-01,3.9954780361757107
2017-10-01,5.674311926605505
2017-11-01,6.614973262032086
2017-12-01,7.191860465116278
2018-01-01,6.063725490196079
2018-02-01,10.308333333333334
2018-03-01,7.297935103244837
2018-04-01,6.807389937106918
2018-05-01,6.376288659793815
2018-06-01,6.94943820224719
2018-07-01,5.425438596491228
2018-08-01,7.97329650092081
2018-09-01,5.593669250645995
2018-10-01,6.620030581039756
2018-11-01,6.614973262032086
2018-12-01,5.993217054263566
2019-01-01,5.197478991596639
2019-02-01,5.622727272727273
2019-03-01,5.473451327433628
2019-04-01,5.834905660377358
2019-05-01,6.376288659793815
2019-06-01,5.791198501872659
2019-07-01,5.425438596491228
2019-08-01,5.695211786372008
2019-09-01,3.9954780361757107
2019-10-01,5.674311926605505
2019-11-01,6.614973262032086
2019-12-01,5.993217054263566
2020-01-01,5.197478991596639
2020-02-01,8.434090909090909
2020-03-01,13.68362831858407
2020-04-01,11.669811320754716
2020-05-01,9.564432989690722
2020-06-01,10.424157303370785
2020-07-01,9.76578947368421
2020-08-01,7.97329650092081
2020-09-01,6.392764857881137
2020-10-01,5.674311926605505
2020-11-01,7.7174688057041
2020-12-01,8.390503875968992
2021-01-01,55.43977591036415
2021-02-01,20.616666666666667
2021-03-01,9.122418879056047
2021-04-01,7.779874213836478
2021-05-01,9.564432989690722
2021-06-01,12.740636704119849
2021-07-01,5.425438596491228
2021-08-01,5.695211786372008
2021-09-01,4.794573643410853
2021-10-01,5.674311926605505
2021-11-01,7.7174688057041
2021-12-01,8.390503875968992
2022-01-01,6.063725490196079
2022-02-01,9.371212121212121
2022-03-01,8.210176991150442
2022-04-01,8.752358490566037
2022-05-01,7.439003436426117
2022-06-01,5.791198501872659
2022-07-01,5.425438596491228
2022-08-01,6.834254143646409
2022-09-01,4.794573643410853
2022-10-01,6.620030581039756
2022-11-01,7.7174688057041
2022-12-01,7.191860465116278
2023-01-01,6.063725490196079
2023-02-01,7.496969696969697
2023-03-01,7.297935103244837
2023-04-01,7.779874213836478
2023-05-01,10.627147766323024
2023-06-01,6.94943820224719
2023-07-01,5.425438596491228
2023-08-01,6.834254143646409
2023-09-01,4.794573643410853
2023-10-01,6.620030581039756
2023-11-01,8.819964349376114
2023-12-01,8.390503875968992
2024-01-01,5.197478991596639
2024-02-01,7.496969696969697
2024-03-01,8.210176991150442
2024-04-01,10.697327044025156
2024-05-01,7.439003436426117
2024-06-01,8.107677902621722
2024-07-01,6.510526315789473
2024-08-01,6.834254143646409
2024-09-01,5.593669250645995
2024-10-01,6.620030581039756
2024-11-01,8.819964349376114
2024-12-01,8.390503875968992
2025-01-01,6.063725490196079
2025-02-01,8.434090909090909
2025-03-01,8.210176991150442
2025-04-01,9.724842767295597
2025-05-01,7.439003436426117
2025-06-01,8.107677902621722
2025-07-01,11.935964912280701
2025-08-01,9.112338858195212
2025-09-01,7.19186046511628
2025-10-01,10.40290519877676
2025-11-01,16.537433155080215
2025-12-01,17.979651162790695
