date,online trading
2004-01-01,91.00877192982458
2004-02-01,75.98591549295776
2004-03-01,77.65611541774334
2004-04-01,76.28952122854561
2004-05-01,67.226507713885
2004-06-01,62.10884353741498
2004-07-01,59.80777491408935
2004-08-01,61.44010767160162
2004-09-01,64.63904363974004
2004-10-01,63.81826124945392
2004-11-01,71.2061965811966
2004-12-01,67.91397153945668
2005-01-01,62.79605263157895
2005-02-01,59.424882629107984
2005-03-01,57.0133505598622
2005-04-01,54.63979223125564
2005-05-01,53.35437120149603
2005-06-01,54.86281179138323
2005-07-01,55.885953608247426
2005-08-01,55.29609690444146
2005-09-01,59.34076137418757
2005-10-01,52.84949759720403
2005-11-01,53.64850427350428
2005-12-01,50.197283311772324
2006-01-01,57.33552631578948
2006-02-01,53.579812206572775
2006-03-01,49.14944013781224
2006-04-01,57.73261065943993
2006-05-01,50.15310892940627
2006-06-01,48.65192743764173
2006-07-01,48.04231099656358
2006-08-01,50.17608793180799
2006-09-01,52.98282265552462
2006-10-01,54.84381826124946
2006-11-01,49.746794871794876
2006-12-01,51.1815437688659
2007-01-01,48.23464912280702
2007-02-01,57.47652582159625
2007-03-01,48.166451335055996
2007-04-01,52.57791327913279
2007-05-01,56.55563347358579
2007-06-01,63.14399092970523
2007-07-01,58.82731958762887
2007-08-01,51.20008972633469
2007-09-01,45.56522748375117
2007-10-01,52.84949759720403
2007-11-01,48.77136752136752
2007-12-01,48.22876239758518
2008-01-01,55.515350877192986
2008-02-01,49.683098591549296
2008-03-01,49.14944013781224
2008-04-01,45.3613369467028
2008-05-01,48.01893408134643
2008-06-01,45.546485260770986
2008-07-01,47.0618556701031
2008-08-01,46.08008075370122
2008-09-01,60.400417827298064
2008-10-01,83.76146788990827
2008-11-01,60.476495726495735
2008-12-01,48.22876239758518
2009-01-01,42.77412280701755
2009-02-01,44.81220657276996
2009-03-01,63.89427217915591
2009-04-01,47.42321589882565
2009-05-01,46.95184665731651
2009-06-01,54.86281179138323
2009-07-01,41.17912371134021
2009-08-01,48.128084342754605
2009-09-01,44.50557103064068
2009-10-01,41.88073394495414
2009-11-01,39.99252136752137
2009-12-01,36.41763691246228
2010-01-01,39.13377192982457
2010-02-01,37.99295774647888
2010-03-01,43.25150732127477
2010-04-01,44.33039747064137
2010-05-01,40.54932211313698
2010-06-01,38.30045351473924
2010-07-01,31.374570446735397
2010-08-01,31.744055630327505
2010-09-01,32.849350046425265
2010-10-01,30.911970292704243
2010-11-01,33.164529914529915
2010-12-01,35.4333764553687
2011-01-01,39.13377192982457
2011-02-01,38.967136150234744
2011-03-01,37.3535745047373
2011-04-01,41.237579042457085
2011-05-01,38.415147265077145
2011-06-01,39.33560090702949
2011-07-01,37.25730240549829
2011-08-01,47.10408254822791
2011-09-01,40.266945218198714
2011-10-01,34.90061162079511
2011-11-01,31.213675213675216
2011-12-01,33.46485554118155
2012-01-01,32.76315789473685
2012-02-01,36.044600938967136
2012-03-01,33.421619293712325
2012-04-01,34.0210027100271
2012-05-01,42.68349696119682
2012-06-01,33.12471655328799
2012-07-01,30.394115120274915
2012-08-01,30.72005383580081
2012-09-01,30.730037140204278
2012-10-01,26.923328964613372
2012-11-01,28.287393162393165
2012-12-01,28.543553255713675
2013-01-01,30.942982456140356
2013-02-01,30.199530516431928
2013-03-01,31.455641688199833
2013-04-01,32.99006323396567
2013-05-01,37.348059841047224
2013-06-01,33.12471655328799
2013-07-01,30.394115120274915
2013-08-01,31.744055630327505
2013-09-01,31.789693593314773
2013-10-01,30.911970292704243
2013-11-01,32.18910256410257
2013-12-01,30.512074169900824
2014-01-01,30.942982456140356
2014-02-01,31.173708920187796
2014-03-01,30.472652885443587
2014-04-01,30.928184281842817
2014-05-01,30.9455352968677
2014-06-01,31.05442176870749
2014-07-01,27.452749140893474
2014-08-01,28.672050246747425
2014-09-01,29.670380687093786
2014-10-01,27.920489296636088
2014-11-01,27.311965811965813
2014-12-01,29.52781371280725
2015-01-01,28.212719298245617
2015-02-01,30.199530516431928
2015-03-01,26.54069767441861
2015-04-01,27.835365853658534
2015-05-01,27.744273024777936
2015-06-01,26.91383219954649
2015-07-01,26.47229381443299
2015-08-01,29.69605204127412
2015-09-01,27.551067780872803
2015-10-01,24.929008300567936
2015-11-01,24.38568376068376
2015-12-01,24.606511427339374
2016-01-01,24.572368421052634
2016-02-01,27.27699530516432
2016-03-01,28.5066752799311
2016-04-01,28.866305329719964
2016-05-01,32.01262272089762
2016-06-01,31.05442176870749
2016-07-01,31.374570446735397
2016-08-01,32.7680574248542
2016-09-01,26.49141132776231
2016-10-01,25.926168632590656
2016-11-01,28.287393162393165
2016-12-01,28.543553255713675
2017-01-01,27.30263157894737
2017-02-01,30.199530516431928
2017-03-01,26.54069767441861
2017-04-01,29.89724480578139
2017-05-01,28.811360448807857
2017-06-01,30.01927437641724
2017-07-01,27.452749140893474
2017-08-01,24.57604306864065
2017-09-01,27.551067780872803
2017-10-01,26.923328964613372
2017-11-01,26.336538461538463
2017-12-01,27.5592927986201
2018-01-01,24.572368421052634
2018-02-01,24.354460093896716
2018-03-01,20.64276485788114
2018-04-01,21.649728997289973
2018-05-01,22.408835904628333
2018-06-01,20.702947845804992
2018-07-01,20.589561855670105
2018-08-01,21.504037685060567
2018-09-01,22.25278551532034
2018-10-01,19.94320664045435
2018-11-01,19.508547008547012
2018-12-01,19.6852091418715
2019-01-01,19.11184210526316
2019-02-01,18.509389671361504
2019-03-01,18.67678725236865
2019-04-01,19.587850045167116
2019-05-01,20.27466105656849
2019-06-01,20.702947845804992
2019-07-01,19.609106529209622
2019-08-01,19.45603409600718
2019-09-01,20.133472609099357
2019-10-01,19.94320664045435
2019-11-01,22.434829059829063
2019-12-01,19.6852091418715
2020-01-01,20.93201754385965
2020-02-01,24.354460093896716
2020-03-01,36.37058570198106
2020-04-01,27.835365853658534
2020-05-01,24.543010752688176
2020-06-01,25.878684807256242
2020-07-01,23.53092783505155
2020-08-01,23.552041274113954
2020-09-01,27.551067780872803
2020-10-01,20.94036697247707
2020-11-01,23.410256410256412
2020-12-01,22.637990513152225
2021-01-01,25.48245614035088
2021-02-01,32.147887323943664
2021-03-01,21.625753660637386
2021-04-01,23.711607949412826
2021-05-01,25.610098176718097
2021-06-01,22.773242630385493
2021-07-01,21.570017182130584
2021-08-01,23.552041274113954
2021-09-01,23.312441968430832
2021-10-01,23.93184796854522
2021-11-01,25.361111111111114
2021-12-01,19.6852091418715
2022-01-01,19.11184210526316
2022-02-01,17.535211267605636
2022-03-01,17.693798449612405
2022-04-01,19.587850045167116
2022-05-01,19.207573632538573
2022-06-01,19.667800453514744
2022-07-01,18.628651202749143
2022-08-01,17.408030506953793
2022-09-01,15.894846796657387
2022-10-01,14.957404980340762
2022-11-01,14.631410256410257
2022-12-01,15.7481673134972
2023-01-01,14.561403508771932
2023-02-01,13.63849765258216
2023-03-01,13.761843238587428
2023-04-01,14.433152664859982
2023-05-01,13.872136512388968
2023-06-01,13.456916099773245
2023-07-01,12.745919243986256
2023-08-01,13.312023328847019
2023-09-01,12.715877437325908
2023-10-01,11.96592398427261
2023-11-01,12.680555555555557
2023-12-01,12.795385942216475
2024-01-01,12.74122807017544
2024-02-01,12.664319248826292
2024-03-01,13.761843238587428
2024-04-01,12.371273712737127
2024-05-01,12.805049088359048
2024-06-01,13.456916099773245
2024-07-01,12.745919243986256
2024-08-01,14.336025123373712
2024-09-01,13.775533890436401
2024-10-01,35.89777195281783
2024-11-01,20.48397435897436
2024-12-01,13.77964639931005
2025-01-01,13.651315789473685
2025-02-01,14.61267605633803
2025-03-01,15.727820844099917
2025-04-01,17.525971093044262
2025-05-01,21.34174848059841
2025-06-01,32.08956916099774
2025-07-01,78.43642611683849
2025-08-01,58.36810228802154
2025-09-01,50.86350974930363
2025-10-01,33.903451288772395
2025-11-01,67.30448717948718
2025-12-01,96.45752479517036
