date,oil prices
2020-08-01,12.05
2020-09-01,13.357751937984494
2020-10-01,10.407209136331192
2020-11-01,12.504716981132074
2020-12-01,11.276488785769528
2021-01-01,14.345238095238095
2021-02-01,17.427300850734724
2021-03-01,14.785761154855642
2021-04-01,9.128787878787879
2021-05-01,11.462657232704402
2021-06-01,11.796521035598705
2021-07-01,12.494001713796056
2021-08-01,11.045833333333333
2021-09-01,10.27519379844961
2021-10-01,16.083868665239116
2021-11-01,17.715015723270437
2021-12-01,13.32675947409126
2022-01-01,12.432539682539682
2022-02-01,28.703789636504254
2022-03-01,54.794291338582674
2022-04-01,20.083333333333332
2022-05-01,25.009433962264147
2022-06-01,34.31715210355987
2022-07-01,29.531276778063404
2022-08-01,22.091666666666665
2022-09-01,22.605426356589145
2022-10-01,23.652748037116346
2022-11-01,19.799135220125784
2022-12-01,20.50270688321732
2023-01-01,14.345238095238095
2023-02-01,15.377030162412993
2023-03-01,12.176509186351705
2023-04-01,13.693181818181818
2023-05-01,12.504716981132074
2023-06-01,12.868932038834952
2023-07-01,12.494001713796056
2023-08-01,13.054166666666667
2023-09-01,15.412790697674417
2023-10-01,16.083868665239116
2023-11-01,14.58883647798742
2023-12-01,13.32675947409126
2024-01-01,12.432539682539682
2024-02-01,10.25135344160866
2024-03-01,7.827755905511811
2024-04-01,10.954545454545453
2024-05-01,8.336477987421382
2024-06-01,8.579288025889968
2024-07-01,7.950728363324763
2024-08-01,9.0375
2024-09-01,10.27519379844961
2024-10-01,11.353319057815845
2024-11-01,10.420597484276728
2024-12-01,9.226218097447795
2025-01-01,10.519841269841269
2025-02-01,11.276488785769528
2025-03-01,8.69750656167979
2025-04-01,15.518939393939393
2025-05-01,11.462657232704402
2025-06-01,24.665453074433657
2025-07-01,14.765638389031702
2025-08-01,11.045833333333333
2025-09-01,10.27519379844961
2025-10-01,12.2994289793005
2025-11-01,14.58883647798742
2025-12-01,18.45243619489559
