date,blue chip stocks
2017-09-01,20.530339805825243
2017-10-01,22.124136848713118
2017-11-01,28.098109965635736
2017-12-01,28.82924335378323
2018-01-01,27.80041348600509
2018-02-01,28.425960932577187
2018-03-01,19.344768439108062
2018-04-01,21.275754593175854
2018-05-01,24.098290598290596
2018-06-01,23.3728184991274
2018-07-01,22.7765731292517
2018-08-01,26.31533333333333
2018-09-01,27.37378640776699
2018-10-01,22.124136848713118
2018-11-01,19.378006872852232
2018-12-01,20.18047034764826
2019-01-01,18.83253816793893
2019-02-01,18.65453686200378
2019-03-01,16.120640365923386
2019-04-01,24.050853018372706
2019-05-01,23.002913752913752
2019-06-01,22.142670157068064
2019-07-01,21.577806122448983
2019-08-01,20.049777777777777
2019-09-01,19.389765372168284
2019-10-01,17.699309478970495
2019-11-01,22.284707903780067
2019-12-01,21.1414451261077
2020-01-01,24.21326335877863
2020-02-01,28.425960932577187
2020-03-01,80.60320182961692
2020-04-01,57.35203412073491
2020-05-01,44.91045066045066
2020-06-01,56.5868237347295
2020-07-01,43.155612244897966
2020-08-01,43.858888888888885
2020-09-01,34.217233009708735
2020-10-01,23.89406779661017
2020-11-01,24.22250859106529
2020-12-01,27.86826857532379
2021-01-01,37.66507633587786
2021-02-01,46.19218651543793
2021-03-01,28.211120640365923
2021-04-01,27.750984251968507
2021-05-01,31.765928515928515
2021-06-01,33.214005235602095
2021-07-01,31.167942176870753
2021-08-01,30.074666666666666
2021-09-01,26.23321197411003
2021-10-01,20.35420590081607
2021-11-01,25.1914089347079
2021-12-01,25.946319018404907
2022-01-01,27.80041348600509
2022-02-01,26.649338374291112
2022-03-01,22.56889651229274
2022-04-01,25.900918635170605
2022-05-01,30.670551670551667
2022-06-01,30.75370855148342
2022-07-01,22.7765731292517
2022-08-01,26.31533333333333
2022-09-01,27.37378640776699
2022-10-01,21.239171374764595
2022-11-01,20.34690721649484
2022-12-01,21.1414451261077
2023-01-01,22.419688295165397
2023-02-01,19.542848141146816
2023-03-01,18.53873642081189
2023-04-01,18.500656167979002
2023-05-01,23.002913752913752
2023-06-01,25.833115183246075
2023-07-01,21.577806122448983
2023-08-01,20.049777777777777
2023-09-01,19.389765372168284
2023-10-01,15.04441305712492
2023-11-01,18.40910652920962
2023-12-01,20.18047034764826
2024-01-01,21.52290076335878
2024-02-01,24.872715816005037
2024-03-01,20.15080045740423
2024-04-01,19.425688976377955
2024-05-01,23.002913752913752
2024-06-01,20.912521815008727
2024-07-01,21.577806122448983
2024-08-01,22.555999999999997
2024-09-01,21.6709142394822
2024-10-01,19.469240426867543
2024-11-01,24.22250859106529
2024-12-01,24.985344239945466
2025-01-01,21.52290076335878
2025-02-01,20.431159420289852
2025-03-01,20.15080045740423
2025-04-01,27.750984251968507
2025-05-01,20.81216006216006
2025-06-01,27.063263525305413
2025-07-01,38.36054421768708
2025-08-01,35.08711111111111
2025-09-01,27.37378640776699
2025-10-01,24.779033270558692
2025-11-01,28.098109965635736
2025-12-01,32.67314246762099
