date,bull market
2019-07-01,24.295138888888893
2019-08-01,23.750848608282418
2019-09-01,21.957112970711297
2019-10-01,21.088004822182036
2019-11-01,23.758913412563665
2019-12-01,25.39391401451703
2020-01-01,26.968766613503455
2020-02-01,31.204765545361877
2020-03-01,78.79504504504506
2020-04-01,41.90354230377166
2020-05-01,30.639729299363054
2020-06-01,35.20503144654088
2020-07-01,31.96728801169591
2020-08-01,29.68856076035302
2020-09-01,31.715829846582984
2020-10-01,23.19680530440024
2020-11-01,26.728777589134125
2020-12-01,25.39391401451703
2021-01-01,38.1282562466773
2021-02-01,40.12041284403669
2021-03-01,26.002364864864866
2021-04-01,31.204765545361877
2021-05-01,35.28211252653928
2021-06-01,26.403773584905657
2021-07-01,24.295138888888893
2021-08-01,21.375763747454176
2021-09-01,25.61663179916318
2021-10-01,23.19680530440024
2021-11-01,24.74886813808715
2021-12-01,24.41722501395868
2022-01-01,28.82868155236576
2022-02-01,24.9638124362895
2022-03-01,26.002364864864866
2022-04-01,27.638506625891946
2022-05-01,41.78144904458598
2022-06-01,47.30676100628931
2022-07-01,31.96728801169591
2022-08-01,38.00135777325187
2022-09-01,34.15550906555091
2022-10-01,33.74080771549126
2022-11-01,31.678551216751554
2022-12-01,37.1141820212172
2023-01-01,38.1282562466773
2023-02-01,36.55415392456677
2023-03-01,35.457770270270274
2023-04-01,31.204765545361877
2023-05-01,29.71125265392781
2023-06-01,96.81383647798742
2023-07-01,35.80336257309942
2023-08-01,24.938391038696537
2023-09-01,28.0563110181311
2023-10-01,28.46880650994575
2023-11-01,30.68859649122807
2023-12-01,36.13749302065885
2024-01-01,34.40842636895268
2024-02-01,32.096330275229356
2024-03-01,29.94211711711712
2024-04-01,30.313200815494394
2024-05-01,49.20926220806794
2024-06-01,20.902987421383646
2024-07-01,24.295138888888893
2024-08-01,28.5010183299389
2024-09-01,29.276150627615063
2024-10-01,30.57760699216395
2024-11-01,34.64841539332201
2024-12-01,36.13749302065885
2025-01-01,30.688596491228072
2025-02-01,30.313200815494394
2025-03-01,28.36621621621622
2025-04-01,42.79510703363914
2025-05-01,26.92582271762208
2025-06-01,30.804402515723268
2025-07-01,61.37719298245615
2025-08-01,42.75152749490835
2025-09-01,37.81502789400279
2025-10-01,42.17600964436407
2025-11-01,49.4977362761743
2025-12-01,44.92769402568398
