date,IRA account
2012-03-01,16.154989384288747
2012-04-01,18.211270670147954
2012-05-01,14.604606525911706
2012-06-01,13.185097668557026
2012-07-01,15.411747685185183
2012-08-01,15.937462597247158
2012-09-01,15.465447154471544
2012-10-01,15.385037550548816
2012-11-01,15.656378600823045
2012-12-01,14.57662835249042
2013-01-01,18.067503392130256
2013-02-01,17.406209150326795
2013-03-01,19.385987261146497
2013-04-01,19.866840731070496
2013-05-01,18.255758157389632
2013-06-01,16.781033396345304
2013-07-01,15.411747685185183
2013-08-01,17.075852782764812
2013-09-01,16.655096935584737
2013-10-01,17.582900057770075
2013-11-01,16.77469135802469
2013-12-01,15.487667624521071
2014-01-01,18.927860696517413
2014-02-01,19.063943355119825
2014-03-01,21.00148619957537
2014-04-01,20.694625761531764
2014-05-01,19.47280870121561
2014-06-01,21.575614366729678
2014-07-01,18.714265046296294
2014-08-01,18.214242968282466
2014-09-01,19.03439649781113
2014-10-01,19.780762564991335
2014-11-01,21.247942386831273
2014-12-01,19.131824712643677
2015-01-01,20.648575305291722
2015-02-01,21.550544662309367
2015-03-01,23.42473460721868
2015-04-01,23.177980852915578
2015-05-01,20.689859245041585
2015-06-01,21.575614366729678
2015-07-01,19.815104166666664
2015-08-01,21.629413524835428
2015-09-01,21.413696060037523
2015-10-01,20.879693818601964
2015-11-01,20.12962962962963
2015-12-01,19.131824712643677
2016-01-01,18.927860696517413
2016-02-01,20.72167755991285
2016-03-01,21.00148619957537
2016-04-01,23.177980852915578
2016-05-01,23.123960332693535
2016-06-01,21.575614366729678
2016-07-01,18.714265046296294
2016-08-01,20.491023339317774
2016-09-01,20.224046278924327
2016-10-01,21.978625072212594
2016-11-01,21.247942386831273
2016-12-01,20.042863984674327
2017-01-01,23.229647218453188
2017-02-01,27.352614379084965
2017-03-01,26.65573248407643
2017-04-01,26.48912097476066
2017-05-01,27.99216250799744
2017-06-01,25.171550094517958
2017-07-01,25.319299768518515
2017-08-01,26.182974266906044
2017-09-01,24.98264540337711
2017-10-01,28.572212593876372
2017-11-01,30.194444444444443
2017-12-01,26.420138888888886
2018-01-01,27.531433740388962
2018-02-01,27.352614379084965
2018-03-01,26.65573248407643
2018-04-01,28.144691035683202
2018-05-01,29.20921305182341
2018-06-01,28.767485822306234
2018-07-01,28.621817129629626
2018-08-01,29.59814482345901
2018-09-01,29.741244527829892
2018-10-01,27.473281340265743
2018-11-01,26.839506172839506
2018-12-01,25.509099616858236
2019-01-01,24.090004522840342
2019-02-01,27.352614379084965
2019-03-01,26.65573248407643
2019-04-01,26.48912097476066
2019-05-01,32.86036468330134
2019-06-01,33.56206679269061
2019-07-01,29.722656249999996
2019-08-01,28.459754637941355
2019-09-01,29.741244527829892
2019-10-01,29.671143847487002
2019-11-01,31.31275720164609
2019-12-01,29.15325670498084
2020-01-01,35.27464947987336
2020-02-01,34.81241830065359
2020-03-01,33.925477707006365
2020-04-01,30.628046127067012
2020-05-01,38.94561740243122
2020-06-01,40.75393824826717
2020-07-01,46.23524305555555
2020-08-01,38.70526630760024
2020-09-01,36.879143214509064
2020-10-01,34.06686886192952
2020-11-01,33.54938271604938
2020-12-01,37.352610153256705
2021-01-01,51.62143826322931
2021-02-01,49.73202614379085
2021-03-01,42.00297239915074
2021-04-01,37.25032637075718
2021-05-01,46.24792066538707
2021-06-01,40.75393824826717
2021-07-01,38.52936921296296
2021-08-01,38.70526630760024
2021-09-01,40.44809255784865
2021-10-01,36.26473136915078
2021-11-01,40.25925925925926
2021-12-01,32.797413793103445
2022-01-01,44.73857982813206
2022-02-01,45.58769063180827
2022-03-01,46.04171974522293
2022-04-01,48.0115317667537
2022-05-01,45.030870121561094
2022-06-01,43.151228733459355
2022-07-01,40.731047453703695
2022-08-01,42.120436864153206
2022-09-01,40.44809255784865
2022-10-01,42.85831889081456
2022-11-01,39.14094650205761
2022-12-01,43.729885057471265
2023-01-01,51.62143826322931
2023-02-01,52.218627450980385
2023-03-01,51.69596602972399
2023-04-01,53.80602697998259
2023-05-01,57.20137555982085
2023-06-01,57.53497164461247
2023-07-01,57.24363425925925
2023-08-01,56.91950927588271
2023-09-01,55.913539712320194
2023-10-01,57.144425187752745
2023-11-01,57.03395061728395
2023-12-01,71.97210249042145
2024-01-01,69.68894165535956
2024-02-01,67.13823529411764
2024-03-01,63.81220806794055
2024-04-01,66.22280243690165
2024-05-01,69.37188099808061
2024-06-01,65.92548834278513
2024-07-01,64.94950810185185
2024-08-01,63.749850388988634
2024-09-01,65.43073796122576
2024-10-01,61.540150202195264
2024-11-01,68.21707818930041
2024-12-01,68.32794540229885
2025-01-01,75.71144278606965
2025-02-01,69.62483660130718
2025-03-01,67.0432059447983
2025-04-01,69.53394255874673
2025-05-01,69.37188099808061
2025-06-01,80.30923125393824
2025-07-01,91.36964699074073
2025-08-01,91.07121484141233
2025-09-01,95.17198248905565
2025-10-01,92.3102253032929
2025-11-01,90.58333333333333
2025-12-01,91.10392720306513
